,descricao_objeto,modalidade licitatoria,processo,objeto,valor_estimado,tipo,texto
45,,nPREGAO,," e a contratacao\nde empresa especializada na prestacao de servicos de natureza continuada de outsourcing de impressao e\ncopia, contemplando: fornecimento de ativos novos (copiadores e/ou impressoras multifuncionais), de\nprimeiro uso, nao recondicionadas, nao remanufaturadas; suporte tecnico (manutencao preventiva e\ncorretiva); pecas, componentes, acessorios, suprimentos, insumos e consumiveis; gestao pela propria\ncontratada dos residuos gerados pelo contrato (prestacoes essenciais referentes a Lei 12.305/2010);\nsistemas de medicao e controle eletronico; e tudo o mais que se fizer necessario ao cumprimento do objeto,\nexcetuando-se apenas o fornecimento de papel, para todas as unidades da PMDF", R$\n1.581.614, Menor Preco,"('\nPREGAO ELETRONICO No 31/2018\nProcesso 054-00017983/2018-61. O Departamento de Logistica e Financas da Policia Militar do Distrito\nFederal comunica aos interessados a REABERTURA do certame em epigrafe, cujo objeto e a contratacao\nde empresa especializada na prestacao de servicos de natureza continuada de outsourcing de impressao e\ncopia, contemplando: fornecimento de ativos novos (copiadores e/ou impressoras multifuncionais), de\nprimeiro uso, nao recondicionadas, nao remanufaturadas; suporte tecnico (manutencao preventiva e\ncorretiva); pecas, componentes, acessorios, suprimentos, insumos e consumiveis; gestao pela propria\ncontratada dos residuos gerados pelo contrato (prestacoes essenciais referentes a Lei 12.305/2010);\nsistemas de medicao e controle eletronico; e tudo o mais que se fizer necessario ao cumprimento do objeto,\nexcetuando-se apenas o fornecimento de papel, para todas as unidades da PMDF. Valor estimado: R$\n1.581.614,88 (um milhao, quinhentos e oitenta e um mil, seiscentos e quatorze reais e oitenta e oito\ncentavos). Tipo: Menor Preco. Data limite para recebimento das propostas: Dia: 16.04.2019, as 14h\n(horario de Brasilia/DF). Recurso Orcamentarios: Fonte: 100-FCDF Funcao 28 Programa 845\nSubprograma 0903 Elemento de Despesa: 3.3.90-39. Copia do Edital se encontra no sitio\nwww.comprasgovernamentais.gov.br e em www.pm.df.gov.br. UASG: 926016. Informacoes: 3190-\n5555/3190-5556/3190-5557/3190-5559', '')"
46,,nPREGAO,," Aquisicao de sistema de\nseguranca eletronica - CFTV - para o CESMA do CBMDF, conforme Edital e anexos",, Menor preco,"('', '\nPREGAO ELETRONICO No 14/2019\nPROCESSO: 053-00021485/2018-41/CBMDF. TIPO: Menor preco. OBJETO: Aquisicao de sistema de\nseguranca eletronica - CFTV - para o CESMA do CBMDF, conforme Edital e anexos. O DICOA informa\na NOVA ABERTURA da licitacao publicada no DODF No 237 de 14/12/2018 e DOU No 239 de\n13/12/2018, para o dia 10/04/2019 as 13:15h. LOCAL: site: www.comprasnet.gov.br. RETIRADA DO\nEDITAL pela internet, nos sites www.cbm.df.gov.br e www.comprasnet.gov.br. UASG: 170394. Inf.: (61)\n3901-3481')"
47,,,000.467," Este termo tem por finalidade aditar o referido contrato, visando\nprorrogar o prazo de vigencia contratual.; EMBASAMENTO LEGAL: conforme Autorizacao do\nPresidente da TERRACAP, a fl",,,"('\nDE LICITACAO PUBLICA NACIONAL\nPROJETO BR-L 1076 SDE-DF/BID\nPROCIDADES- PROGRAMA DE DESENVOLVIMENTO\nECONOMICO DO DISTRITO FEDERAL- ADES\nConcorrencia LPN no 04/2018 SDE/DF, Licitacao Publica Nacional para a contratacao de empresa para\na Execucao dos Servicos de Analises Laboratoriais para o Programa de Controle de Efluentes Nao\nDomesticos, processo no 370.000.467/2016 Projeto N BR-L1076, PROCIDADES/DF, data e horario\nde realizacao da licitacao: 14 de abril de 2019 as 10:30 horas (horario de Brasilia). A Comissao\nEspecial de Licitacao da SDE torna publico aos interessados a abertura da licitacao acima na data e\nhorario indicados, na Sede desta SDE, sito no Setor Comercial Norte SCN, Quadra 02, Bloco ""C"",\nN900 Asa Norte Brasilia DF. O Edital e seus anexos deverao ser retirados conforme instrucoes\ncontidas exclusivamente no endereco eletronico http://www.sde.df.gov.br/, na pagina principal, aba\n""Licitacoes"", bem como maiores informacoes a respeito do certame\nVALTER DE CERQUEIRA JUNIOR\nPresidente da Comissao\nCOMPANHIA IMOBILIARIA DE BRASILIA\nAGENCIA DE DESENVOLVIMENTO DO DISTRITO FEDERAL\nEXTRATO DE INSTRUMENTO CONTRATUAL\nPROCESSO: 111.000889/2014; ESPECIE: 4o Termo Aditivo no 01/2019 ao Contrato no 74/2014, Publicado\nem 10/10/2014; CONTRATANTES: COMPANHIA IMOBILIARIA DE BRASILIA - TERRACAP e\nMACIEL AUDITORES SS; OBJETO: Este termo tem por finalidade aditar o referido contrato, visando\nprorrogar o prazo de vigencia contratual.; EMBASAMENTO LEGAL: conforme Autorizacao do\nPresidente da TERRACAP, a fl. 1558, do Processo no 111.000.889/2014, considerando o Parecer no\n001/2019-ACJUR e o Parecer no 1030/2018-PGCONS e a Norma Organizacional no 4.3.2-B, Item 5;\nDATA DE ASSINATURA: 14/03/2019; VIGENCIA: Ate 31/08/2020; PRAZO DE EXECUCAO: Ocorrera\nno periodo da vigencia; VALOR: R$ 209.768,81 (duzentos e nove mil, setecentos e sessenta e oito reais\ne oitenta e um centavos). DOTACAO ORCAMENTARIA: Programa de Trabalho 23.122.6001.8517.9763\n- MANUTENCAO DE SERVICOS ADMINISTRATIVOS GERAIS DA COMPANHIA IMOBILIARIA\nDE BRASILIA, Elemento de Despesa 3390.39 - Outros Servicos de Terceiros - Pessoa Juridica;\nDESPESAS DE PUBLICACAO: Correrao sob a responsabilidade da TERRACAP; P/CON T R ATA N T E :\nGilberto Magalhaes Occhi, Edward Johnson Goncalves de Abrantes; P/CONTRATADA: Vinicius\nBitencourte da Silva; TESTEMUNHAS: Leonardo Jose Martins Mendes e Francisca Ferreira de Sena\nOliveira', '')"
48,,nPREGAO,00060-00202066/2018-56," Aquisicao em sistema de registro de precos de material de ORTESES, PROTESES E MATERIAIS\nESPECIAIS (OPME) - LENTE INTRAOCULAR, nao contemplados na Tabela SUS DE OPME do\nMinisterio da Saude, para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes e\nquantitativos constantes no Anexo I do Edital", 1.144.565,,"('\nPREGAO ELETRONICO POR SRP No 20/2019 - UASG 926119\nObjeto: Aquisicao em sistema de registro de precos de material de ORTESES, PROTESES E MATERIAIS\nESPECIAIS (OPME) - LENTE INTRAOCULAR, nao contemplados na Tabela SUS DE OPME do\nMinisterio da Saude, para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes e\nquantitativos constantes no Anexo I do Edital. Processo SEI no: 00060-00202066/2018-56. Total de 39 itens\n(Exclusivo para ME/EPP). Valor Estimado: R$ 1.144.565,00. Edital e Cadastro das Propostas: a partir de\n21/03/2019. Abertura das Propostas: 02/04/2019 as 09 horas, horario de Brasilia, no site\nwww.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no site ou com onus no endereco:\nSAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83, Central\nde Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
49,,nPREGAO,00055.00120587/2018-92," Contratacao de\nempresa especializada, por meio de licitacao, para execucao, em regime de 24x7x365 (24 horas do dia, sete\ndias por semana, todos os dias do ano), de ""Servicos de Manutencao do Sistema de Controle Semaforico\ndo Distrito Federal"", instalada e em operacao na EQS 706/906 Brasilia/DF, incluindo equipamentos,\nmateriais, pecas de reposicao e consumiveis de manutencao, conforme condicoes, especificacoes,\nquantidades e exigencias estabelecidas no Termo de Referencia e seus anexos, constantes do ANEXO A do\nEdital", 18.365.007, Menor Preco Global,"('\nEncontra-se a disposicao dos interessados, no site www.comprasgovernamentais.gov.br o seguinte Edital:\nPREGAO ELETRONICO No 18/2018\nProcesso: 00055.00120587/2018-92. UASG: 926142. Tipo: Menor Preco Global. Objeto: Contratacao de\nempresa especializada, por meio de licitacao, para execucao, em regime de 24x7x365 (24 horas do dia, sete\ndias por semana, todos os dias do ano), de ""Servicos de Manutencao do Sistema de Controle Semaforico\ndo Distrito Federal"", instalada e em operacao na EQS 706/906 Brasilia/DF, incluindo equipamentos,\nmateriais, pecas de reposicao e consumiveis de manutencao, conforme condicoes, especificacoes,\nquantidades e exigencias estabelecidas no Termo de Referencia e seus anexos, constantes do ANEXO A do\nEdital. Abertura: 29 de agosto de 2019, as 14 horas. Valor total estimado: R$ 18.365.007,42. Dotacao\nOrcamentaria: 237/437 06 181 6217 2469 9520 339039/339030/449052. As empresas e ou representantes\nque adquirirem o edital obrigam-se a acompanhar o Diario Oficial da Uniao sobre possiveis alteracoes', '')"
50,,nPREGAO,00053-00060646/2019-01," Registro de precos para\neventual aquisicao de Liquido/Extrato Gerador de Espuma (LGE) compativel com o Sistema de Espuma\npor Ar Comprimido (CAFS) do CBMDF, conforme Edital e anexos",, Menor preco,"('', '\nPREGAO ELETRONICO No 48/2019\nPROCESSO: 00053-00060646/2019-01/CBMDF. TIPO: Menor preco. OBJETO: Registro de precos para\neventual aquisicao de Liquido/Extrato Gerador de Espuma (LGE) compativel com o Sistema de Espuma\npor Ar Comprimido (CAFS) do CBMDF, conforme Edital e anexos. O DICOA informa a NOVA\nABERTURA da licitacao, publicada inicialmente no DODF No 154 e no DOU No 157, ambos de\n15/08/2019, para o dia 04/09/2019 as 13:30h. LOCAL: site: www.comprasnet.gov.br. RETIRADA DO\nEDITAL pela internet, nos sites www.cbm.df.gov.br e www.comprasnet.gov.br. UASG: 170394. Inf.: (61)\n3901-3481')"
51,,nPREGAO,002.218," Aquisicao de Solucao Tecnologica de Identificacao\nMultibiometrica Civil, Criminal e de Investigacao Forense- ABIS, composta por Hardwares e Softwares\ncom Licencas Perpetuas, Suporte Tecnico, Garantia e Manutencao, conforme especificacoes e condicoes\nestabelecidas no termo de referencia constante do Anexo I do Edital", 26.455.405, Menor Preco,"('\nPREGAO ELETRONICO No 67/2018\nPROCESSO No. 052.002.218/2016 OBJETO: Aquisicao de Solucao Tecnologica de Identificacao\nMultibiometrica Civil, Criminal e de Investigacao Forense- ABIS, composta por Hardwares e Softwares\ncom Licencas Perpetuas, Suporte Tecnico, Garantia e Manutencao, conforme especificacoes e condicoes\nestabelecidas no termo de referencia constante do Anexo I do Edital. TIPO: Menor Preco. Valor estimado\nda licitacao: R$ 26.455.405,89 (vinte e seis milhoes, quatrocentos e cinquenta e cinco mil, quatrocentos e\ncinco reais e oitenta e nove centavos). Natureza de Despesa: 4.4.90.40, 4.4.90.52, 3.3.90.39, 3.3.90.40', '')"
52,,nPREGAO,," Aquisicao em Sistema de Registro de Precos de material de ORTESES, PROTESES E\nMATERIAIS ESPECIAIS (OPME) - BROCAS E FRESAS, nao contemplados na Tabela SUS DE\nOPME do Ministerio da Saude, para atender as necessidades da Secretaria de Saude - DF, conforme\nespecificacoes e quantitativos constantes no Anexo I deste Edital",,,"('\nPREGAO ELETRONICO POR SRP No 14/2019 - UASG 926119\nObjeto: Aquisicao em Sistema de Registro de Precos de material de ORTESES, PROTESES E\nMATERIAIS ESPECIAIS (OPME) - BROCAS E FRESAS, nao contemplados na Tabela SUS DE\nOPME do Ministerio da Saude, para atender as necessidades da Secretaria de Saude - DF, conforme\nespecificacoes e quantitativos constantes no Anexo I deste Edital. Processo SEI no: 00060-\n00442197/2018-74. Total de 02 lotes e 04 itens (ampla concorrencia e cotas as ME/EPP). Valor\nEstimado: R$ 206.912,40. Cadastro das Propostas: a partir de 28/08/2019. Abertura das Propostas:\n09/09/2019, as 9 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital encontra-se\ndisponibilizado sem onus, no site ou com onus no endereco: SAIN - Setor de Areas Isoladas Norte\n- Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83, Central de Compras da SUAG/SES,\nCEP 70770-200, Brasilia/DF', '')"
53,,nPREGAO,00053-00050726/2019-41," Contratacao de empresa\nespecializada para realizar servicos continuados de manutencao, reparo e reposicao de pecas e fluidos\noriginais dos equipamentos e aparelhos odontologicos da Policlinica Odontologica do CBMDF, O DICOA\ninforma a NOVA ABERTURA da licitacao publicado no DODF No146 e DOU No 149 ambos de\n05/08/2019, para o dia 26/08/2019 as 13:00h",, Menor preco,"('', '\nPREGAO ELETRONICO No 37/2019\nPROCESSO: 00053-00050726/2019-41/CBMDF. TIPO: Menor preco. OBJETO: Contratacao de empresa\nespecializada para realizar servicos continuados de manutencao, reparo e reposicao de pecas e fluidos\noriginais dos equipamentos e aparelhos odontologicos da Policlinica Odontologica do CBMDF, O DICOA\ninforma a NOVA ABERTURA da licitacao publicado no DODF No146 e DOU No 149 ambos de\n05/08/2019, para o dia 26/08/2019 as 13:00h. LOCAL: site: www.comprasnet.gov.br. RETIRADA DO\nEDITAL pela internet, nos sites www.cbm.df.gov.br e www.comprasnet.gov.br. UASG: 170394. Inf.: (61)\n3901-3481')"
54,,nPREGAO,00060-00180407/2019-14," Aquisicao regular do medicamento CALCITRIOL CAPSULA e outros, em sistema de registro de\nprecos, para atender as necessidades da Secretaria de Estado de Saude/DF, conforme especificacoes e\nquantitativos constantes no anexo I do edital", 3.368.414,,"('\nPREGAO ELETRONICO POR SRP No 176/2019 - UASG 926119\nObjeto: Aquisicao regular do medicamento CALCITRIOL CAPSULA e outros, em sistema de registro de\nprecos, para atender as necessidades da Secretaria de Estado de Saude/DF, conforme especificacoes e\nquantitativos constantes no anexo I do edital. Processo: 00060-00180407/2019-14. Total de 21 itens\n(Ampla concorrencia, cotas e exclusividade para ME/EPP). Valor Estimado: R$ 3.368.414,4720. Cadastro\ndas Propostas: a partir de 22/08/2019. Abertura das Propostas: 03/09/2019, as 09:00 horas, horario de\nBrasilia, no site www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no site ou com\nonus no endereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1\nandar, sala 83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
55,,nPREGAO,00060-00576305/2018-10," Aquisicao regular do material odontologico GEL DE FLUORETO e outros em sistema de registro\nde precos, para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes e\nquantitativos constantes no Anexo I do Edital", 450.312,,"('\nPREGAO ELETRONICO POR SRP No 127/2019 - UASG 926119\nObjeto: Aquisicao regular do material odontologico GEL DE FLUORETO e outros em sistema de registro\nde precos, para atender as necessidades da Secretaria de Saude - DF, conforme especificacoes e\nquantitativos constantes no Anexo I do Edital. Processo: 00060-00576305/2018-10.Total de 16 itens\n(Ampla concorrencia, cotas e exclusividade as ME/EPP). Valor Estimado: R$ 450.312,66. Cadastro das\nPropostas: a partir de 21/08/2019. Abertura das Propostas: 02/09/2019, as 9 horas, horario de Brasilia, no\nsite www.comprasnet.gov.br. O Edital encontra-se disponibilizado sem onus, no site ou com onus no\nendereco: SAIN - Setor de Areas Isoladas Norte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar,\nsala 83, Central de Compras da SUAG/SES, CEP 70770-200, Brasilia/DF', '')"
56,,nPREGAO,00053-00050726/2019-41," Contratacao de empresa\nespecializada para realizar servicos continuados de manutencao, reparo e reposicao de pecas e fluidos\noriginais dos equipamentos e aparelhos odontologicos da Policlinica Odontologica do CBMDF, conforme\nEdital e anexos",, Menor preco,"('', '\nPREGAO ELETRONICO No 37/2019\nPROCESSO: 00053-00050726/2019-41/CBMDF. TIPO: Menor preco. OBJETO: Contratacao de empresa\nespecializada para realizar servicos continuados de manutencao, reparo e reposicao de pecas e fluidos\noriginais dos equipamentos e aparelhos odontologicos da Policlinica Odontologica do CBMDF, conforme\nEdital e anexos. O DICOA informa a NOVA ABERTURA da licitacao publicado no DODF No 153 e DOU\nNo 156 ambos de 14/08/2019, para o dia 02/09/2019 as 13:00h. LOCAL: site: www. c o m p r a s n e t . g o v. b r')"
57,,nPREGAO,00060-00069251/2018-22," Aquisicao de material de consumo de PACOTE/ DISPOSITIVO TESTE DESAFIO DE\nPROCESSO COM INDICADOR BIOLOGICO (3a GERACAO) E INTEGRADOR QUIMICO (CLASSE\n5), em regime de comodato, com o fornecimento de incubadora, pecas, componentes em sistema de\nregistro de precos para atender as necessidades da Secretaria de Saude - DF, conforme descritivo e\nquantitativo do Anexo I do edital", 1.765.613,,"('\nPREGAO ELETRONICO POR SRP No 26/2019 - UASG 926119\nObjeto: Aquisicao de material de consumo de PACOTE/ DISPOSITIVO TESTE DESAFIO DE\nPROCESSO COM INDICADOR BIOLOGICO (3a GERACAO) E INTEGRADOR QUIMICO (CLASSE\n5), em regime de comodato, com o fornecimento de incubadora, pecas, componentes em sistema de\nregistro de precos para atender as necessidades da Secretaria de Saude - DF, conforme descritivo e\nquantitativo do Anexo I do edital. Processo SEI no: 00060-00069251/2018-22. Total de 01 item (ampla\nconcorrencia). Valor Estimado: R$ 1.765.613,28. Cadastro das Propostas: a partir de 09/08/2019. Abertura\ndas Propostas: 23/08/2019, as 09 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital\nencontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN - Setor de Areas Isoladas\nNorte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83, Central de Compras da SUAG/SES,\nCEP 70770-200, Brasilia/DF', '')"
58,,nPREGAO,00060-00527816/2018-08," Aquisicao regular do medicamento INSULINA DETEMIR SOLUCAO INJETAVEL 100 U/ML\nCARPULE DE VIDRO 3 ML COM SISTEMA APLICADOR e outros, em sistema de registro de precos,\npara atender as necessidades da Secretaria de Saude - DF, conforme especificacoes e quantitativos\nconstantes no anexo I do edital", 2.988.361,,"('\nPREGAO ELETRONICO POR SRP No 99/2019 - UASG 926119\nObjeto: Aquisicao regular do medicamento INSULINA DETEMIR SOLUCAO INJETAVEL 100 U/ML\nCARPULE DE VIDRO 3 ML COM SISTEMA APLICADOR e outros, em sistema de registro de precos,\npara atender as necessidades da Secretaria de Saude - DF, conforme especificacoes e quantitativos\nconstantes no anexo I do edital. Processo SEI no: 00060-00527816/2018-08. Total de 17 itens (ampla\nconcorrencia, exclusivo as ME/EPP e cotas reservas as ME/EPP). Valor Estimado: R$ 2.988.361,0668', '')"
59,,,00094-00001751/2019-23,,,,"(' DA DISPENSA DE LICITACAO No 05/2019\nProcesso: 00094-00001751/2019-23 SEI-DF. Objeto: Contratacao em carater emergencial de empresa\nespecializada em supervisao e apoio a fiscalizacao de servico de implantacao, operacao e manutencao do Aterro\nSanitario de Brasilia (ASB), localizado na Regiao Administrativa de Samambaia - Distrito Federal, bem como\na avaliacao dos projetos das Etapas 1 e 2, incluindo o projeto de correcao da Etapa 1, de acordo com o\nestabelecido no Projeto Basico (ANEXO I)', '')"
60,,nPREGAO,00060-00069251/2018-22," Aquisicao de material de consumo de PACOTE/ DISPOSITIVO TESTE DESAFIO DE\nPROCESSO COM INDICADOR BIOLOGICO (3a GERACAO) E INTEGRADOR QUIMICO (CLASSE\n5), em regime de comodato, com o fornecimento de incubadora, pecas, componentes em sistema de\nregistro de precos para atender as necessidades da Secretaria de Saude - DF, conforme descritivo e\nquantitativo do Anexo I do edital", 1.765.613,,"('\nPREGAO ELETRONICO POR SRP No 26/2019 - UASG 926119\nObjeto: Aquisicao de material de consumo de PACOTE/ DISPOSITIVO TESTE DESAFIO DE\nPROCESSO COM INDICADOR BIOLOGICO (3a GERACAO) E INTEGRADOR QUIMICO (CLASSE\n5), em regime de comodato, com o fornecimento de incubadora, pecas, componentes em sistema de\nregistro de precos para atender as necessidades da Secretaria de Saude - DF, conforme descritivo e\nquantitativo do Anexo I do edital. Processo SEI no: 00060-00069251/2018-22. Total de 01 item (Ampla\nconcorrencia). Valor Estimado: R$ 1.765.613,28. Cadastro das Propostas: a partir de 04/09/2019. Abertura\ndas Propostas: 18/09/2019, as 9 horas, horario de Brasilia, no site www.comprasnet.gov.br. O Edital\nencontra-se disponibilizado sem onus, no site ou com onus no endereco: SAIN - Setor de Areas Isoladas\nNorte - Parque Rural s/no - Asa Norte - Bloco ""A"", 1 andar, sala 83, Central de Compras da SUAG/SES,\nCEP 70770-200, Brasilia/DF', '')"
61,,nPREGAO,00053-00057976/2019-10," Aquisicao de aparelho\nodontologico 3 em 1 (panoramico, telerradiografico e tomografo), para uso odontologico para utilizacao na\nPoliclinica Odontologica do CBMDF, O DICOA informa a NOVA ABERTURA da licitacao publicado no\nDODF No158 e DOU No 161 ambos de 21/08/2019, para o dia 19/09/2019 as 13:00h", 420.000, Menor preco,"('', '\nPREGAO ELETRONICO No 34/2019\nProcesso: 00053-00047252/2019-50/CBMDF. TIPO: Menor preco. OBJETO: Aquisicao de aparelho\nodontologico 3 em 1 (panoramico, telerradiografico e tomografo), para uso odontologico para utilizacao na\nPoliclinica Odontologica do CBMDF, O DICOA informa a NOVA ABERTURA da licitacao publicado no\nDODF No158 e DOU No 161 ambos de 21/08/2019, para o dia 19/09/2019 as 13:00h. LOCAL: site:\nwww.comprasnet.gov.br. RETIRADA DO EDITAL pela internet, nos sites www.cbm.df.gov.br e\nwww.comprasnet.gov.br. UASG: 170394. Inf.: (61) 3901-3481\nMARCELO TEIXEIRA DANTAS\nDiretor\nAVISO DE LICITACAO - ABERTURA\nPREGAO ELETRONICO No 46/2019\nProcesso: 00053-00057976/2019-10/CBMDF. TIPO: Menor preco. OBJETO: Aquisicao de mangueiras de\nincendio, apropriadas para a motobomba modelo ""mark-3"", utilizada no combate a incendios florestais pelo\nCBMDF, conforme Edital e anexos. VALOR MAXIMO DA CONTRATACAO: R$ 420.000,00;\nPROGRAMA DE TRABALHO: 28.845.0903.00NR.0053; Elemento de Despesa: 33.90.30; FONTE DO\nRECURSO: 100 FCDF. O DICOA informa a ABERTURA da licitacao, para o dia 19/09/2019 as 13:30h')"
62,,nPREGAO,00401-00001249/2019-47," Contratacao de servicos tecnicos especializados na area\nde Tecnologia da Informacao e Comunicacao (TIC) para planejamento, organizacao, desenvolvimento,\nimplantacao e execucao continuada de atividades de atendimento, suporte tecnico remoto e presencial\na usuarios de solucoes de TIC, bem como suporte especializado para sustentacao de todo ambiente\nde TIC da Defensoria Publica do Distrito Federal - DPDF, envolvendo Administracao, Operacao e\nSuporte de Rede e Servidores no ambito da Sede Administrativa e nucleos de atendimentos da DPDF,\nabrangendo a execucao de rotinas periodicas, orientacao e esclarecimento de duvidas, configuracao e\ncontrole de equipamentos, e recebimento, registro, analise, diagnostico e atendimento de solicitacoes\nde usuarios por meio de Central de Suporte (Service Desk), conforme especificacoes, quantitativos e\ncondicoes estabelecidas neste Edital e seus anexos, mediante SISTEMA DE REGISTRO DE PRECOS\n(SRP)",,\nde Licitacao: menor preco,"(' DE LICITACAO\nPREGAO ELETRONICO No 09/2019 - (UASG: 926314)\nSISTEMA DE REGISTRO DE PRECOS\nProcesso: 00401-00001249/2019-47. Objeto: Contratacao de servicos tecnicos especializados na area\nde Tecnologia da Informacao e Comunicacao (TIC) para planejamento, organizacao, desenvolvimento,\nimplantacao e execucao continuada de atividades de atendimento, suporte tecnico remoto e presencial\na usuarios de solucoes de TIC, bem como suporte especializado para sustentacao de todo ambiente\nde TIC da Defensoria Publica do Distrito Federal - DPDF, envolvendo Administracao, Operacao e\nSuporte de Rede e Servidores no ambito da Sede Administrativa e nucleos de atendimentos da DPDF,\nabrangendo a execucao de rotinas periodicas, orientacao e esclarecimento de duvidas, configuracao e\ncontrole de equipamentos, e recebimento, registro, analise, diagnostico e atendimento de solicitacoes\nde usuarios por meio de Central de Suporte (Service Desk), conforme especificacoes, quantitativos e\ncondicoes estabelecidas neste Edital e seus anexos, mediante SISTEMA DE REGISTRO DE PRECOS\n(SRP). A despesa com a execucao do objeto desta licitacao e estimada em R$ 2.557.137,97 (dois\nmilhoes, quinhentos e cinquenta e sete mil cento e trinta e sete reais e noventa e sete centavos). Tipo\nde Licitacao: menor preco. Data e horario de abertura do certame as 14h00 do dia 09 de outubro de\n2019. O Edital podera ser retirado nos enderecos eletronicos www.comprasgovernamentais.gov.br e\nhttp://transparencia.defensoria.df.gov.br/. Informacoes pelo telefone: (61) 2196-4387', '')"
63,,nPREGAO,007402," Contratacao de empresa (s) para prestacao de servico de fornecimento de Nutricao Parenteral Total, por\nSistema de Registro de Precos, objetivando atender a demanda de terapia nutricional parenteral nas unidades\nhospitalares da SES/DF, conforme as especificacoes dos Anexos, para atender as necessidades da Secretaria de\nSaude - DF",,,"('\nPREGAO ELETRONICO POR SRP No 199/2016 - UASG 926119\nObjeto: Contratacao de empresa (s) para prestacao de servico de fornecimento de Nutricao Parenteral Total, por\nSistema de Registro de Precos, objetivando atender a demanda de terapia nutricional parenteral nas unidades\nhospitalares da SES/DF, conforme as especificacoes dos Anexos, para atender as necessidades da Secretaria de\nSaude - DF. Processo SEI no: 0060-007402/2015. Total de 04 LOTES (Ampla concorrencia e cota as ME/EPP)', '')"
64,,nPREGAO,00055.00120587/2018-92," Contratacao de\nempresa especializada, por meio de licitacao, para execucao, em regime de 24x7x365 (24 horas do dia, sete\ndias por semana, todos os dias do ano), de ""Servicos de Manutencao do Sistema de Controle Semaforico\ndo Distrito Federal"", instalada e em operacao na EQS 706/906 Brasilia/DF, incluindo equipamentos,\nmateriais, pecas de reposicao e consumiveis de manutencao, conforme condicoes, especificacoes,\nquantidades e exigencias estabelecidas no Termo de Referencia e seus anexos, constantes do ANEXO A do\nEdital", 18.365.007, Menor Preco Global,"('\nEncontra-se a disposicao dos interessados, no site www.comprasgovernamentais.gov.br o seguinte Edital:\nPREGAO ELETRONICO No 18/2018\nProcesso: 00055.00120587/2018-92. UASG: 926142. Tipo: Menor Preco Global. Objeto: Contratacao de\nempresa especializada, por meio de licitacao, para execucao, em regime de 24x7x365 (24 horas do dia, sete\ndias por semana, todos os dias do ano), de ""Servicos de Manutencao do Sistema de Controle Semaforico\ndo Distrito Federal"", instalada e em operacao na EQS 706/906 Brasilia/DF, incluindo equipamentos,\nmateriais, pecas de reposicao e consumiveis de manutencao, conforme condicoes, especificacoes,\nquantidades e exigencias estabelecidas no Termo de Referencia e seus anexos, constantes do ANEXO A do\nEdital. Abertura: 07 de outubro de 2019, as 14 horas. Valor total estimado: R$ 18.365.007,42. Dotacao\nOrcamentaria: 237/437 06 181 6217 2469 9520 339039/339030/449052. As empresas e ou representantes\nque adquirirem o edital obrigam-se a acompanhar o Diario Oficial da Uniao sobre possiveis alteracoes', '')"
