,Texto
62,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO ELETRÔNICO PE No 190/2021 xxecet
Processo: 092-00018716/2021. Objeto: Serviço de esgotamento, remoção e transporte de
resíduos gerados nos processos de bombeamento e tratamento de esgotos, para apoio às
atividades de operação dos sistemas de esgotamento sanitário. CRITÉRIO DE
JULGAMENTO: Maior desconto (Coeficiente Multiplicador K); DOTAÇÃO
ORÇAMENTÁRIA: UO 22.202; PROGRAMA DE TRABALHO: 17.122.8209.8517/6977;
NATUREZA DE DESPESA: 33.90.30; Código de Aplicação: 12.203.208.300-0. FONTE DE
RECURSO: Recursos próprios da Caesb, código: 11.101.000.000-3. Vigência do contrato: 913
dias. ABERTURA: 18/08/2021, às 09 horas no site https://www gov. br/compras/pt-br (UASG:
974200). INFORMAÇÕES: O edital e seus anexos encontram-se disponíveis nos sites:
www .caesb df gov br menu Licitações e https:/Awww gov br/compras/pt-br, a partir do dia
-
29/07/2021. Fone: (61) 3213-7312, E-mail: licitacaoOcaesb df gov br.
xxbcet ELIZABETH DUARTE ALVES xxecet
xxbcet Pregoeira xxecet
xxeob

xxbob
xxbcet COMPANHIA ENERGÉTICA DE BRASÍLIA xxecet
xxeob

xxbob
xxbcet CONTRATO xxecet
Espécie: Contrato de Prestação de Serviços de apoio especializado e de suporte técnico
abrangendo todas as atividades necessárias e relacionadas ao encarregado pelo tratamento
de dados. // Contrato no 35/2021-CJU/CEB-H / processo 00093-00000076/2021-68.
xxeob

xxbob
Contratada: EVERY TECNOLOGIA & INOVAÇÃO Eireli, inscrita sob o CNPJ:
08.925.028/0001-41. Contratante: Companhia Energética de Brasília CEB, inscrita sob o
-
CNPJ 00.070.698/0001-11. Do objeto: Prestação de Serviços de apoio especializado e de
suporte técnico abrangendo todas as atividades necessárias e relacionadas ao encarregado
pelo tratamento de dados. Do valor: R$ 368.000,00 (trezentos e sessenta e oito mil reais).
Do prazo de vigência: o prazo de vigência e execução do contrato será de 12 (doze),
contados da data de assinatura do instrumento contratual. Da assinatura do contrato: 27 de
julho de 2021. Pela CEB: EDISON ANTONIO COSTA BRITTO GARCIA, Diretor-
Presidente, FAUSTO DE PAULA MENEZES BANDEIRA, Diretor de Planejamento e de
Gestão de Riscos, e MURILO BOUZADA DE BARROS, Consultor Jurídico. Pela
Contratante: JOÃO EDUARDO NERY DE OLIVEIRA.
xxeob

xxbob
xxbcet CEB LAJEADO S/A xxecet
xxeob

xxbob"
63,"AVISO DO RESULTADO DE JULGAMENTO DAS PROPOSTAS PREÇOS,
CLASSIFICAÇÃO FINAL DAS PROPOSTAS TÉCNICA E DE PREÇOS
JULGAMENTO FINAL DAS PROPOSTAS E CONVOCAÇÃO PARA ABERTURA
DA 4 SESSÃO (APRESENTAÇÃO DE DOCUMENTAÇÃO DE HABILITAÇÃO) Ordem Licitantes CNPJ
CONCORRÊNCIA No 01/2021-CEL-SECOM/DF
O Presidente da Comissão Especial de Licitação-CEL/SECOM, instituída pela ! 99-Nova SB Comunicação - S.A 57.118.929/0001-57 o
Portaria/SECOM-DF n. o 47 de 28 de dezembro de 2020, publicada no Diário Oficial do 2” 04-Propeg Comunicação S/A 05.428.409/0003-99
Distrito Federal-DODF n.o 244, de 29 de dezembro de 2020, página 45, no uso de suas
3 91-Babel Publicidade Ltda 09.144.180.0001-50
atribuições, em cumprimento ao que disciplina a letra ""f” do item 19.4 do edital da
Concorrência acima referenciada, cujo objeto é a obtenção de propostas para a contratação
4 18-CalialV2 Propaganda e Marketing Ltda 04.784.569/0002-27
de serviços de publicidade, a serem prestados por 04 (quatro) agências de propaganda,
com o objetivo de atender os Órgãos da Administração Direta do Governo do Distrito s 03-AV Comunicação E Marketing Ltda 01.688.354/0001-33
Federal, torna público as licitantes classificadas conforme resultado do julgamento das e
E Ta-Beroni Comunicação Design Lida Me TLA3O 199/000L.01
propostas de preços apurado na Sessão pública de 28 de julho de 2021:
CLASSIFICAÇÃO 7 92-Debrito Propaganda Ltda 00.000.424/0003-18
FINAL DAS PROPOSTAS DE PREÇOS
Nota final da Proposta de 8 20-Pública Comunicação Ltda 05.214.451/0001-45
Ordem Licitantes CNPJ Preços (Pl + P2+P3 +
P4) 9 08-Binder + Fc Comunicação Ltda 72.190.242/0001-04
(lóCáix Serviços dl 10o 15-Escala Comunicação & Marketing Lida
po gr sos 556000178 13
Publicidade e Propaganda Eireli
1 17-Propaganda Desigual Ltda 13.033.901/0003-93
xxbcet 2o |26-Ficids Comunicação Ltda | 03.509.498/0001-00 109 np 22-E3 Comunicação Integrada Lida 04.956.954/0001-23 xxecet
13 26-Ficlds Comunicação Ltda 03.509.498/0001-00
3o |21-Grito Propaganda Eireli-Epp | 18.143.175/0001-13 86 14o
21.Grito Propaganda Eireli-Epp 18.143.175/000L-13
16-Cálix Serviços de Publicidade dq
1 493.5560001:78
4 11-Octopus Comunicação Ltda | 50.185.198/0001-01 81 Propaganda Eireli
16o 25-Trade Comunicação E Marketing Eireli 81.078.289/0001-63
xxbcet st |01-Babel Publicidade Lida 09.144.180.0001-50 65 1” 10-Agência Nacional de Propaganda Ltda 61:704.482/0001-55 xxecet
18 27-BCA Propaganda Ltda 03.598.189/0001-54
xxbcet 6o |02-Debrito Propaganda Ltda 90.000.424/0003-18 65 19o 05-Tis Publicidade e Propaganda Ltda 37.526.019/0001-86 xxecet
2 13-EBM Quintto Comunicação Ltda 14.470.051/0001-91
wo (DAV , Comunicação - Dl . gy gg 35400g1.33 os
Marketing Ltda 2o 11-Octopus Comunicação Ltda 50.185.198/0001-01
A Ata de Abertura da Terceira Sessão e seus anexos referente ao Julgamento das
xxbcet 8! |04-Propeg Comunicação S/A | 05.428.409/0003-99 65 Propostas de Preços e as propostas de preços das licitantes encontram-se disponíveis no xxecet
endereço eletrônico: http://www comunicacao df gov br/concorrencia-01-2021/. Abre-se o
[OST Publicidade dd prazo legal de 5 dias úteis para interposição de recursos. Em caso de interposição de
qo 0000086 6
Propaganda Ltda recurso, serão as demais licitantes intimadas, para impugna-lo no prazo de 5 (cinco) dias
úteis. O(s) eventual(is) recurso(s) deverá(ão) ser protocolado(s) na CEL/SECOM, situada
xxbcet |08-Binder + Fe Comunicação) 65 na Praça do Buriti, Anexo do Palácio do Buriti, 16o andar, sala 1610-C Brasília/DF (Item xxecet
to: — 0, 091.04 -
Lida 22.1 do edital). Caso NÃO ocorra interposição de recurso(s) fica designada a data de
06.08.2021 às 09:00 horas no Auditório da CEL/SECOM situada na Praça do Buriti,
xxbcet 11o |09-Nova SB Comunicação S.A | 57.118.929/0001-37 6s Anexo do Palácio do Buriti, 16o andar, sala 1610-D Brasília/DF, para abertura da Quarta xxecet
-
Sessão pública deste certame objetivando cumprir a pauta definida no item 19.5 do Edital,
ficando as licitantes classificadas no julgamento final das propostas técnicas e de preços
|lo-seência Nacional dE)
Iz » ci 61.704 smsasamm0tss 482/0001: 6 5
Propaganda Ltda convocadas para apresentarem os invólucros n.o 5 (documentos de habilitação) conforme
prevê os termos do item 16 do edital e seus subitens e item 19.5 do edital. Caso ocorra
xxeob

xxbob
Documento assinado digitalmente, original em https://www dodf df gov br
xxeob



xxbob
PÁGINA 57
xxeob

xxbob
Diário Oficial do Distrito Federal
xxeob

xxbob
No 142, QUINTA-FEIRA, 29 DE JULHO DE 2021
xxeob

xxbob
interposição de recurso(s) fica cancelada a convocação acima. Demais informações na
CEL/SECOM por meio do telefone: Oxx(61) 3961.1696, nos dias úteis de 09:00 às 11:30h
e das 14:00 às 17:30h. Processo 04000-00000796/2020-31-SECOM/DF.
xxbcet Brasília/DF, 28 de julho de 2021 xxecet
xxbcet FÁBIO PAIXÃO DE AZEVEDO xxecet
xxeob

xxbob"
64,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO ELETRÔNICO No 08/2021 xxecet
A SECRETARIA DE ESTADO DE CULTURA DO DISTRITO FEDERAL torna público
aos interessados, que realizará licitação na modalidade de Pregão Eletrônico, Tipo Menor
Preço, no dia 14/08/2021, às 09h30min, cujo objeto consiste na ""Contratação de empresa
especializada, para execução de serviços de confecção da caixa estante do Programa Mala
do Livro e de seus componentes, conforme condições e especificações constantes do
Edital e seus anexos. Processo 00150-00000503/2021-95. Valor estimado da licitação: R$
278.547,96. Programa de Trabalho 13.392.6219.3308.0001 Apoio às Ações de Livro,
—
Leitura e Literatura, Natureza de Despesa 33.90.39, Fonte 100. O edital estará disponível
nos endereços eletrônicos: www icitacoes-e.com.br e www cultura df.gov br.
xxbcet Brasília/DF, 27 de julho de 2021 xxecet
xxbcet CARLOS AUGUSTO ANDRADE DO AMARAL xxecet
xxbcet Pregoeiro xxecet
xxeob

xxbob"
65,"xxbcet AVISO DE RESULTADO DE JULGAMENTO xxecet
xxbcet PREGÃO ELETRÔNICO No 06/2020 UASG 926209 xxecet
-
O Pregoeiro torna público o resultado de julgamento do Pregão acima citado, onde sagrou-se
vencedora a empresa: TRANSPORTADORA NEY DAS MUDANCAS LTDA, para o Item
O1, no valor de R$ 61.845,60. Processo 00390-00000840/2019-26. Demais informações no
site: www comprasgovernamentais gov br ou pelo telefone (61) 3214-4043.
xxbcet Brasília/DF, 28 de julho de 2021 xxecet
xxbcet HENRIQUE DUARTE DE OLIVEIRA xxecet
xxbcet Pregoeiro xxecet
xxeob

xxbob
xxbcet COMPANHIA DE DESENVOLVIMENTO HABITACIONAL xxecet
xxeob

xxbob"
66,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO N.o 260/2003 SUCOM/SEF/DF xxecet
-
Objeto: Aquisição de material hospitalar (Catéteres Posicionador para Coil, Fios Glicolida
+ Lactida), conforme quantidade e especificações constante no anexo I do edital, para
inclusão no Sistema de Registro de Preços. Abertura: 25/08/2003 às 15:00 horas. O respec-
tivo edital poderá ser retirado pelo endereço eletrônico: www fazenda.df.gov.br. ou na
Secretaria da Comissão Permanente de Licitação da Subsecretaria de Compras e Licitações
do Distrito Federal, à SIG Qd. 06, lote 2.310, sala 05, das 08:00 às 12:00 e das 14:00 às
18:00 horas, mediante a apresentação do comprovante de recolhimento pago em qualquer
agência bancária, através de DAR, código 357-3, no valor de R$ 10,00 (dez reais). As
empresas e ou representantes que adquirirem o edital via Internet, obrigam-se a acompa-
nhar o Diário Oficial do Distrito Federal à possíveis alterações.
xxbcet Brasília, 12 de agosto de 2003 xxecet
xxbcet LUCIMAR PINHEIRO DE DEUS xxecet
xxbcet Pregoeira xxecet
xxeob

xxbob"
67,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet CONCORRÊNCIA DE OBRAS No 016/2003-CEB xxecet
A COMPANHIA ENERGÉTICA DE BRASÍLIA CEB, através da Comissão Permanente
-
de Licitação CPL, situada no SGAS, Q. 904, Bloco “A”, Sala 22, Complexo Administra-
-
tivo da CEB, em Brasília DF, torna público que receberá até às 14:30 horas do dia 12/09/
-
2003, os Invólucros contendo os documentos de habilitação e as propostas comerciais
relativas à CONCORRÊNCIA DE OBRAS No 016/2003-CEB, para CONTRATAÇÃO
DE OBRAS DE EXTENSÃO DE REDE AÉREA DE ENERGIA ELÉTRICA DE DISTRI-
BUIÇÃO nan TENSÃO PRIMÁRIA (13,8KV) DO TIPO PROTEGIDA E TENSÃO
SECUNDÁRIA (220 / 380V) DO TIPO ISOLADA nan LOCALIDADE RIACHO FUN-
DO II / DF 3: ETAPA, COM FORNECIMENTO TOTAL DE MÃO-DE-OBRA E DE
-
MATERIAS. O Edital poderá ser adquirido, no endereço acima, pelo valor de R$ 15
(quinze) reais. Demais informações, no horário das 08:00 às 12:00 e das 14:00 às 17:00
horas, pelos telefones: 325-2969/325-2578 e telefax 224-7638.
xxbcet Brasília DF, 12 de agosto de 2003 xxecet
-
xxbcet CARLOS ALBERTO KOCH RIBEIRO xxecet
xxbcet Presidente xxecet
xxeob

xxbob"
68,"xxbcet AVISO DE LICITAÇÃO xxecet
Encontra-se a disposição dos interessados, na Comissão Permanente de Licitação do DE-
TRAN/DF, 2o andar, sala 213, fone: 342-2491, o seguinte edital:
xxbcet CONCORRÊNCIA No 004/2003 xxecet
Data de abertura: 15 de setembro de 2003, às 9:30h (nove horas e trinta minutos), Objeto:
Contratação de empresa especializada para executar serviços de manutenção do sistema
semafórico do Distrito Federal, compreendendo operação de central de controle, manuten-
ção preventiva, corretiva e assistência técnica aos sistemas semafórico ao nível de hardwa-
re e software, composto de: central de controle computadorizada, controladores eletrôni-
cos, postes, semáforos, sistemas elétricos, sistema de comunicação de dados, sistema de
xxeob



xxbob
PÁGINA 46
xxeob

xxbob
Diário Oficial do Distrito Federal
xxeob

xxbob
No 155, quarta-feira, 13 de agosto de 2003
xxeob

xxbob
análise de tráfego, detetores e laços indutivos, abrangendo serviços em campo, laboratório,
conforme o especificado no Capítulo XIV Da Especificação do Objeto, projeto básico e
-
anexos. Valor do Edital: R$ 13,80 (treze reais e oitenta centavos). Horário para retirada:
09:00 às 12:00h e 14:00 às 16:00h. O edital será gratuito para as empresas que trouxerem
disquete virgem 3 ) ou acessar o site do Detran: www detran .df.gov.br (licitações).
xxbcet Brasília, 12 de agosto de 2003 xxecet
xxbcet ISABEL CRISTINA DA SILVA GUTHIER xxecet
xxbcet Presidente xxecet
xxeob

xxbob"
69,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet TOMADA DE PREÇO No 02/2010. xxecet
Processo: 071.000.086/2010. Objeto: Aquisição de veículos para a CEASA/DF, conforme as
especificações, descrições, características, prazos, condições e demais obrigações e informações
constantes do Edital. Data para apresentação e abertura dos envelopes: 10/09/2010 às 10:00
horas. Local de realização: SIA SUL trecho 10 lote 05, pavilhão B-3, sobre loja, Sala de Reuniões.
Maiores informações no local, no horário das 08:00 às 12:00 h e das 13:00 às 17:00 h.
xxbcet Brasília/DF, 19 de agosto de 2010. xxecet
xxbcet GRAZIAN GONÇALVES DE MAGALHÃES xxecet
xxbcet Presidente da Comissão xxecet
xxeob

xxbob"
70,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet TOMADA DE PREÇOS No 09/2010. xxecet
O CONSÓRCIO CEMIG-CEB, por meio de sua Comissão Especial de Licitação CEL,
-
situado no SRTVS Q. 701, Ed. Centro Multi-Empresarial, Bloco O, salas 853/855, em Brasília-
DF, torna público que receberá invólucro contendo “Proposta” relativa a Tomada de Preços no.
09/2010 até às 10 horas do dia 16/09/2010, para a contratação de Serviços Ambientais Especi-
alizados, visando a elaboração de Relatório de Geração de Imagens de Satélite e Estudo de
Dinâmica e Ocupação da Área de Influencia do Empreendimento da Usina Hidrelétrica de
Queimado. O edital poderá ser retirado no endereço acima. Demais informações no horário
comercial das 08 às 12:30 horas e das 14 às 17:30 horas, pelos telefones (61) 3325-2230 e (61)
3325-2991. Brasília-DF, 30 de agosto de 2010.
xxbcet RAFAEL GONÇALVES PORTUGAL xxecet
xxbcet Presidente xxecet
xxeob

xxbob
xxbcet COMPANHIA DE SANEAMENTO xxecet
xxbcet AMBIENTAL DO DISTRITO FEDERAL xxecet
xxeob

xxbob
EDITAL No 34, DO CONCURSO PÚBLICO 01/2009, DE 26 DE AGOSTO DE 2010. (*)
xxbcet 11o CONVOCAÇÃO DE CANDIDATOS. xxecet
O PRESIDENTE DA COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO
FEDERAL, no uso de suas atribuições e tendo em vista o constante no Edital no 01/2009-
CAESB, Edital Normativo, publicado no DODF em 30 de julho de 2009, TORNA PÚBLICO
que CONVOCA os candidatos a seguir relacionados para comparecer à sede da CAESB, loca-
lizada à Avenida Sibipiruna, lotes 13, 15, 17,19e21- Águas Claras/DF, no Edifício Paraná, 1o
andar, no período de 27/08/2010 a 02/09/2010 (dias úteis) no horário de 14h às 17h, para
manifestação acerca de sua contratação e para encaminhamento à avaliação médica pré-admis-
sional com fins de contratação, conforme disposto nos itens 16 e 17 do Edital Normativo. O
não comparecimento no período, data e local indicado neste Edital, acarretará a eliminação
definitiva e automática do candidato do concurso público em referência.
1. Convocação de candidatos, aprovados para o cargo de AGENTE DE SUPORTE B
-
ESTÁGIO I, na seguinte ordem: área de contribuição, código: no de inscrição, nome, CPF
eclassificação.
1.1 ADMINISTRAÇÃO, 301: 1009701395, Kenio Marcio Avelar, 828.833.351-68, 67.
2. Convocação de candidatos, aprovados para o cargo de ANALISTA DE SUPORTE A
-
ESTÁGIO I, na seguinte ordem: área de contribuição, código: no de inscrição, nome, CPF
eclassificação.
2.1 ANALISTA DE SISTEMAS, 602: 1009475174, Sandro Livino de Siqueira, 703.815.421-49, 12.
3. Convocação de candidatos, aprovados para o cargo de ANALISTA OPERACIO-
xxeob

xxbob
NAL ESTÁGIO I, na seguinte ordem: área de contribuição, código: no de inscrição,
-
nome, CPF e classificação.
3.1 ENGENHEIRO CIVIL, 613: 1009249841, Ana Bárbara Alves Caixeta,
000.219.011-71, 26.
xxbcet FERNANDO RODRIGUES FERREIRA LEITE xxecet
xxeob

xxbob
(*) Republicado pela omissão de titulação (Editora Gráfica), no DODF no 166, de 27/08/2010,
páginas 56/57.
xxeob

xxbob"
71,"xxbcet AVISO DE JULGAMENTO DE LICITAÇÃO xxecet
xxbcet CONVITE No 05/2010. xxecet
O PRESIDENTE DA COMISSÃO PERMANENTE DE LICITAÇÕES, DA COMPANHIA
DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL, TORNA PÚBLICO o
resultado do julgamento do Convite no 05/2010-CAESB, processo 092.003.954/2010, tipo de
licitação: menor preço, para contratação de empresa especializada para prestação de serviços
de consultoria para implantação de Sistema de Gestão de Qualidade na Unidade de Negócio da
Caesb, segundo critérios da Norma ABNT ISO 9001:2008 “Requisitos Gerais para Sistema de
Gestão da Qualidade”, na forma de execução indireta, sob regime de empreitada por preço
global, da forma que se segue: a empresa TAISSA CAROLINA MENDONÇA MACHADO
CONSULTORIA LTDA julgada vencedora com o valor global de R$ 36.450,00 (trinta e seis
mil e quatrocentos e cingiienta reais).
xxbcet Brasília/DF, 27 de agosto de 2010 xxecet
xxbcet JERÔNIMO BAREICHA JÚNIOR xxecet
xxeob

xxbob"
72,"xxbcet AVISO DE JULGAMENTO DE LICITAÇÃO xxecet
xxbcet TOMADA DE PREÇOS No 07/2010. xxecet
O PRESIDENTE DA COMISSÃO PERMANENTE DE LICITAÇÕES, DA COMPANHIA
DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL, TORNA PÚBLICO o
resultado do julgamento da Tomada de Preços no 07/2010-CAESB, processo 092.001.810/
2010, tipo de licitação: menor preço, para contratação de empresa especializada para serviços
de projeto, fabricação e fornecimento de 01 (um) Centro de Controle de Motores (CCM) para
a Elevatória Booster do Lago Sul, EBO.LS.02, do Sistema de Abastecimento de Água da Caesb,
na forma de execução indireta, sob regime de empreitada por preço global, da forma que se
segue: a empresa AG TECH SISTEMAS LTDA - EPP julgada vencedora com o valor global de
R$ 80.000,00 (oitenta mil reais).
xxbcet Brasília/DF, 27 de agosto de 2010 xxecet
xxbcet JERÔNIMO BAREICHA JÚNIOR xxecet
xxeob

xxbob"
73,"xxbcet AVISO DE LICITAÇÃO xxecet
xxbcet PREGÃO ELETRÔNICO No 51/2010. xxecet
A COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL, TORNA
PÚBLICO que realizará o Pregão Eletrônico no 51/2010-CAESB, processo 092.005.401/2010,
para Registro de Preços para aquisição de Cartucho Purificadores de Água Soft Everest, Elementos
Filtrantes para Bebedouros de Pressão IBBL, Filtros para Bebedouros de Pressão BEGEL,
Refil de Tripla Filtragem para Bebedouros IBBL, Copos Descartáveis 50ml e 200ml e Garrafas
Térmicas de 01 e 05 litros, por Lote cotado. Data final para recebimento das Propostas: 13 de
setembro de 2010, às 8 horas e 30 minutos. Início da sessão de disputa: 13 de setembro de
2010, às 10 horas. O edital e seus anexos poderão ser encontrados no site www.licitacoes-
e.com.br a partir do dia 30 de agosto de 2010. Outras informações poderão ser obtidas por meio
do telefone (61) 3213-7575 e do fax (61) 3213-7234.
xxbcet Brasília/DF, 27 de agosto de 2010 xxecet
xxbcet GILMAR PERES MONTEIRO xxecet
xxbcet Pregoeiro xxecet
xxeob

xxbob"
74,"xxbcet AVISO DE LICITAÇÃO DESERTA xxecet
-
xxbcet PREGÃO ELETRÔNICO No 580/2010. xxecet
A PREGOEIRA comunica aos interessados que o presente Pregão, cujo objeto é a contra-
tação de empresa especializada para prestação de serviços de consultoria técnica para
implantação do Sistema de Gestão de Qualidade no Laboratório de Anemia Infecciosa
Eqgjúina da Secretaria de Estado de Agricultura, Pecuária e Abastecimento, referente ao
processo 070.001.066/2010 SEAPA, restou deserto pela segunda vez. http://
-
www.compras.df.gov.br/
xxbcet Brasilia/DF, 27 de agosto de 2010. xxecet
xxbcet CLEONICE NERI DOS SANTOS xxecet
xxeob

xxbob"
