,processo,objeto,valor_estimado,prazo,tipo,data,texto
114,," Aquisicao de suprimentos originais (cartuchos de grampos e
cilindros fotorreceptores) para impressora Xerox Versant 180 Press, conforme especificacoes constantes
do Termo de Referencia, Anexo I do Edital","55.271,06",," menor preco
por item","13/09/2019, as 9:30"," EXCLUSIVA
PREGAO ELETRONICO No 28/2019 (*)
Processo: 001-001.053/2019. Objeto: Aquisicao de suprimentos originais (cartuchos de grampos e
cilindros fotorreceptores) para impressora Xerox Versant 180 Press, conforme especificacoes constantes
do Termo de Referencia, Anexo I do Edital. Valor estimado: R$ 55.271,06. Data/hora da Sessao
Publica: 13/09/2019, as 9:30. Local: Internet no endereco www.comprasnet.gov.br. Tipo: menor preco
por item. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) ou
www.cl.df.gov.br, no link transparencia. Maiores informacoes (61) 3348-8650.
Brasilia/DF, 02 de setembro de 2019
GUILHERME TAPAJOS TAVORA"
115,," Registro de Precos para a aquisicao de cestas de alimentos (contendo: arroz parboilizado, acucar,
feijao carioca, feijao preto, macarrao, farinha de mandioca, farinha de milho, polvilho doce, oleo de soja,
carne bovina tipo charque, sardinha, sal, cafe e leite), em embalagem secundaria para os 14 (quatorze) itens
que compoe a cesta, visando o atendimento dos Programas Sociais da Secretaria de Estado de
Desenvolvimento Social (SEDES),, conforme especificacoes e condicoes estabelecidas no Edital e seus
Anexos, no valor global estimado de R$ 15","15.569.280,00"," de vigencia contratual 12 (doze) meses, com "," charque, sardinha, sal, cafe e leite), em embalagem secundaria para os 14 (quatorze) itens
que compoe a cesta, visando o atendimento dos Programas Sociais da Secretaria de Estado de
Desenvolvimento Social (SEDES),, conforme especificacoes e condicoes estabelecidas no Edital e seus
Anexos, no valor global estimado de R$ 15",13 de setembro de 2019,"
PREGAO ELETRONICO SRP No 5/2019
(UASG 926210)
Objeto: Registro de Precos para a aquisicao de cestas de alimentos (contendo: arroz parboilizado, acucar,
feijao carioca, feijao preto, macarrao, farinha de mandioca, farinha de milho, polvilho doce, oleo de soja,
carne bovina tipo charque, sardinha, sal, cafe e leite), em embalagem secundaria para os 14 (quatorze) itens
que compoe a cesta, visando o atendimento dos Programas Sociais da Secretaria de Estado de
Desenvolvimento Social (SEDES),, conforme especificacoes e condicoes estabelecidas no Edital e seus
Anexos, no valor global estimado de R$ 15.569.280,00 (quinze milhoes, quinhentos e sessenta e nove mil
duzentos e oitenta reais), prazo de vigencia contratual 12 (doze) meses, com data e horario marcado para
abertura do certame as 11 horas do dia 13 de setembro de 2019, objeto do procedimento administrativo no
00431-00001851/2019-72 . O Edital podera ser retirado exclusivamente no endereco eletronico
https://www.comprasgovernamentais.gov.br, Informacoes referentes ao cadastro para participacao e demais
procedimentos serao obtidas atraves do endereco https://www.comprasgovernamentais.gov.br. Brasilia -
D F.
Brasilia/DF, 30 de setembro de 2019.
JOSEMAR SALVIANO DA SILVA
Pregoeiro"
116,00401-00005902/2019-47," Registro de Precos com pretensao de aquisicao de 32 (trinta
e dois) nobreaks de 2,2 kVA, fator de potencia(FP) de no minimo 0,8, em virtude da maior eficiencia do
equipamento, com garantia do fabricante, a serem instalados nos racks da Sede e NAJ's da Defensoria
Publica do Distrito Federal-DPDF, para evitar o desligamento abrupto de dispositivos de rede, sensiveis a
variacao repentina de energia eletrica, para atender as necessidades da Defensoria Publica do Distrito
Federal, conforme condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos, mediante
SISTEMA DE REGISTRO DE PRECOS (SRP)",,," de
Licitacao: menor preco",,"
PREGAO ELETRONICO No 15/2019 - (UASG: 926314)
SISTEMA DE REGISTRO DE PRECOS
Processo: 00401-00005902/2019-47. Objeto: Registro de Precos com pretensao de aquisicao de 32 (trinta
e dois) nobreaks de 2,2 kVA, fator de potencia(FP) de no minimo 0,8, em virtude da maior eficiencia do
equipamento, com garantia do fabricante, a serem instalados nos racks da Sede e NAJ's da Defensoria
Publica do Distrito Federal-DPDF, para evitar o desligamento abrupto de dispositivos de rede, sensiveis a
variacao repentina de energia eletrica, para atender as necessidades da Defensoria Publica do Distrito
Federal, conforme condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos, mediante
SISTEMA DE REGISTRO DE PRECOS (SRP). A despesa com a execucao do objeto desta licitacao e
estimada em R$ 101.072,64 (cento e um mil, setenta e dois reais e sessenta e quatro centavos). Tipo de
Licitacao: menor preco. Data e horario de abertura do certame as 14h30 do dia 16 de setembro de 2019.
O Edital podera ser retirado nos enderecos eletronicos www.comprasgovernamentais.gov.br e
http://transparencia.defensoria.df.gov.br/. Informacoes pelo telefone: (61) 2196-4387.
SIDNEY FERREIRA DE SOUSA
Diretor de Licitacao
Substituto"
117,," Contratacao de empresas especializadas
para a prestacao de servico continuo, comum de preparacao e fornecimento de quatro alimentacoes diarias
para pessoas privadas de liberdade, recolhidas no Centro de Detencao Provisoria (CDP), Penitenciaria do
Distrito Federal I (PDF I), Penitenciaria do Distrito Federal II (PDF II), e Centro de Internamento e
Reeducacao (CIR), unidades que compoem o Sistema Penitenciario do Distrito Federal","295.608.393,00",, Menor Preco,,"
PREGAO ELETRONICO No 32/2018
PROCESSO: 0050-000653/2017. TIPO: Menor Preco. OBJETO: Contratacao de empresas especializadas
para a prestacao de servico continuo, comum de preparacao e fornecimento de quatro alimentacoes diarias
para pessoas privadas de liberdade, recolhidas no Centro de Detencao Provisoria (CDP), Penitenciaria do
Distrito Federal I (PDF I), Penitenciaria do Distrito Federal II (PDF II), e Centro de Internamento e
Reeducacao (CIR), unidades que compoem o Sistema Penitenciario do Distrito Federal. VALOR TOTAL
ESTIMADO:  R$  295.608.393,00  DOTACAO:  UO 24.101  -  SSP/DF.  PROG.  TRAB:"
118,00050-00035881/2019-11," Contratacao de
empresa especializada para substituicao das telhas e recuperacao da impermeabilizacao dos elementos
da cobertura e das fachadas cegas (laterais) do Edificio Sede da Secretaria de Seguranca Publica do
Distrito Federal","260.857,79"," De execucao: 75 (setenta e cinco)
dias a contar da emissao da Ordem de Servico. Vigencia do Contrato: 150 (cento e cinquenta) dias
a partir da data da assinatura. ", Menor Preco,19/09/2019 as 09:30,"
PREGAO ELETRONICO No 25/2019
PROCESSO SEI-GDF: 00050-00035881/2019-11. TIPO: Menor Preco. OBJETO: Contratacao de
empresa especializada para substituicao das telhas e recuperacao da impermeabilizacao dos elementos
da cobertura e das fachadas cegas (laterais) do Edificio Sede da Secretaria de Seguranca Publica do
Distrito Federal. VALOR ESTIMADO: R$ 260.857,79. PRAZOS: De execucao: 75 (setenta e cinco)
dias a contar da emissao da Ordem de Servico. Vigencia do Contrato: 150 (cento e cinquenta) dias
a partir da data da assinatura. DATA DA SESSAO PUBLICA: 19/09/2019 as 09:30 horas no
www.comprasgovernamentais.gov.br. UASG 450107. Edital esta disponivel no endereco acima e no
w w w. s s p . d f . g o v. b r / l i c i t a c o e s .
Brasilia/DF, 04 de setembro de 2019.
AMILCAR UBIRATAN URACH VIEIRA
Coordenador de Licitacoes, Contratos e Convenios"
119,00401-00009878/2019-15," Contratacao de empresa especializada para fornecimento de
microcomputadores, monitores de video, scanner's de mesa, wireless e notebook's, com garantia on-site de
60 (sessenta) meses para micros e monitores e garantia on-site de 48 (quarenta e oito) meses para os
scanner's de mesa e notebook's, garantia on-site de 12 (doze) meses para os wireless, conforme condicoes,
quantidades e exigencias estabelecidas neste Edital e seus anexos, mediante SISTEMA DE REGISTRO DE
PRECOS (SRP), com participacao de Ampla Concorrencia para os itens 1, 2, 3, 4, 5 e 6, e a participacao
sera Exclusiva a entidades preferenciais (COTA RESERVADA), para os itens 7, 8, 9, 10 e 11",,, de Licitacao: menor preco,,"
PREGAO ELETRONICO No 13/2019 - (UASG: 926314)
SISTEMA DE REGISTRO DE PRECOS
Processo: 00401-00009878/2019-15. Objeto: Contratacao de empresa especializada para fornecimento de
microcomputadores, monitores de video, scanner's de mesa, wireless e notebook's, com garantia on-site de
60 (sessenta) meses para micros e monitores e garantia on-site de 48 (quarenta e oito) meses para os
scanner's de mesa e notebook's, garantia on-site de 12 (doze) meses para os wireless, conforme condicoes,
quantidades e exigencias estabelecidas neste Edital e seus anexos, mediante SISTEMA DE REGISTRO DE
PRECOS (SRP), com participacao de Ampla Concorrencia para os itens 1, 2, 3, 4, 5 e 6, e a participacao
sera Exclusiva a entidades preferenciais (COTA RESERVADA), para os itens 7, 8, 9, 10 e 11. A despesa
com a execucao do objeto desta licitacao e estimada em R$ 2.370.744,48 (dois milhoes, trezentos e setenta
mil setecentos e quarenta e quatro reais e quarenta e oito centavos). Tipo de Licitacao: menor preco. Data
e horario de abertura do certame as 14h30 do dia 18 de setembro de 2019. O Edital podera ser retirado nos
enderecos eletronicos www.comprasgovernamentais.gov.br e http://trans p a r e n c i a . d e f e n s o r i a . d f . g o v. b r / .
Informacoes pelo telefone: (61) 2196-4387.
SIDNEY FERREIRA DE SOUSA
D i r e t o r- S u b s t i t u t o"
120,," Aquisicao de bens permanentes novos, de acordo com as quantidades
e especificacoes constantes do Termo de Referencia - Anexo I do Edital","36.673,10",, menor preco por item,"19/09/2019, as 10"," EXCLUSIVA
PREGAO ELETRONICO No 15/2019
Processo: 001-000937/2019. Objeto: Aquisicao de bens permanentes novos, de acordo com as quantidades
e especificacoes constantes do Termo de Referencia - Anexo I do Edital. Valor estimado: R$ 36.673,10.
Data/hora da Sessao Publica: 19/09/2019, as 10h. Local: Internet, no endereco www.comprasnet.gov.br.
Tipo: menor preco por item. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004)
e www.cl.df.gov.br, no link transparencia. Maiores informacoes (61) 3348-8650.
Brasilia/DF, 06/09/2019.
DIRCEU FALCAO DA MOTA NETO
Pregoeiro"
121,00072-00001149/2019-17,,"787.933,32"," de
entrega: Conforme Termo de Referencia. Recebimento das Propostas: ate 26/09/2019 as 10h00min no
endereco eletronico www.comprasnet.gov.br UASG 926241. "," Aquisicao de veiculos de tracao mecanica, conforme
especificacao constante no item 2 do termo de referencia Anexo I do Edital",,"
PREGAO ELETRONICO No 07/2019
Processo: 00072-00001149/2019-17. Tipo: Aquisicao de veiculos de tracao mecanica, conforme
especificacao constante no item 2 do termo de referencia Anexo I do Edital. Integram a este Edital todos
os seus Anexos. Valor estimado: R$ 787.933,32 (setecentos e oitenta e sete mil, novecentos e trinta e tres
reais e trinta e dois centavos). Programa de Trabalho; 20.606.6207.4107.5666. Fonte: 232/100. Prazo de
entrega: Conforme Termo de Referencia. Recebimento das Propostas: ate 26/09/2019 as 10h00min no
endereco eletronico www.comprasnet.gov.br UASG 926241. Data da Sessao Publica: 26/09/2019 as
10h00min. Edital disponivel no endereco descrito acima.
JOAO DE DEUS ABREU SOARES
Pregoeiro"
122,00050-00000905/2019-11," Registro de Precos para futura
aquisicao de insumos relacionados a ferramentas, aviamentos e tecidos que serao utilizados nas Oficinas de
Corte e Costura a serem implementadas no Sistema Penitenciario do Distrito Federal e tambem para
atender demanda provenientes do Convenio no","494.450,73"," Entrega: ate 30 dias corridos, contados do recebimento
da Nota de Empenho ou da assinatura do contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do
Contrato: 120 (cento e vinte) dias a partir da data da assinatura. ", Menor Preco,20/09/2019 as 14:00 horas no www.comprasgovernamentais.gov.br. UASG 450107," - SRP
PREGAO ELETRONICO No 20/2019-SSPDF
PROCESSO: 00050-00000905/2019-11. TIPO: Menor Preco. OBJETO: Registro de Precos para futura
aquisicao de insumos relacionados a ferramentas, aviamentos e tecidos que serao utilizados nas Oficinas de
Corte e Costura a serem implementadas no Sistema Penitenciario do Distrito Federal e tambem para
atender demanda provenientes do Convenio no. 774.198/2012/DEPEN/MJ, firmado entre o Departamento
Penitenciario Nacional - DEPEN e a Secretaria de Estado de Seguranca Publica do Distrito Federal.
VALOR ESTIMADO: R$ 494.450,73. PRAZOS: Entrega: ate 30 dias corridos, contados do recebimento
da Nota de Empenho ou da assinatura do contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do
Contrato: 120 (cento e vinte) dias a partir da data da assinatura. DATA DA SESSAO PUBLICA:
20/09/2019 as 14:00 horas no www.comprasgovernamentais.gov.br. UASG 450107. Edital esta disponivel
no endereco acima e no www.ssp.df.gov.br/licitacoes.
Brasilia/DF, 09 de setembro de 2019
GABRIELLA ALVES DA CUNHA
Pregoeira"
123,," Registro de precos para eventual aquisicao de bens de consumo, itens de higiene e vestuario, para
compor 8","3.656.009,00"," de vigencia contratual 12
(doze) meses, com ",,"5 de setembro de 2013,","
PREGAO ELETRONICO SRP N.o. 04/2019 (UASG 926210)
Objeto: Registro de precos para eventual aquisicao de bens de consumo, itens de higiene e vestuario, para
compor 8.650 Kits Natalidade, em atendimento ao Beneficio Eventual - Auxilio Natalidade, na modalidade
bens de consumo, instituido pela Lei no 5.165 publicada em 5 de setembro de 2013,, conforme
especificacoes e condicoes estabelecidas no Edital e seus Anexos, no valor global estimado de R$
3.656.009,00 (tres milhoes, seiscentos e cinquenta e seis mil e nove reais), prazo de vigencia contratual 12
(doze) meses, com data e horario marcado para abertura do certame as 11 horas do dia 20 de setembro de
2019, objeto do procedimento administrativo no 00431-00007557/2019-74 O Edital podera ser retirado
exclusivamente no endereco eletronico https://www.comprasgovernamentais.gov.br, Informacoes referentes
ao cadastro para participacao e demais procedimentos serao obtidas atraves do endereco
https://www.comprasgovernamentais.gov.br. Brasilia - DF.
Brasilia/DF, 06 de setembro de 2019.
JOSEMAR SALVIANO DA SILVA
Pregoeiro"
124,00401-00008929/2019-91," Aquisicao de 07 (sete) veiculos de transporte de
passageiros e de servicos, zero quilometro, visando o fortalecimento dos trabalhos desenvolvidos pelos
Nucleos de Assistencia Juridica da Defensoria Publica do Distrito Federal, para utilizacao do
Convenio 340/2016 firmado entre o Ministerio da Justica e a DPDF, conforme condicoes, quantidades
e exigencias estabelecidas no Edital e seus anexos",,, de Licitacao: menor preco,,"
PREGAO ELETRONICO No 14/2019 - (UASG: 926314)
Processo: 00401-00008929/2019-91. Objeto: Aquisicao de 07 (sete) veiculos de transporte de
passageiros e de servicos, zero quilometro, visando o fortalecimento dos trabalhos desenvolvidos pelos
Nucleos de Assistencia Juridica da Defensoria Publica do Distrito Federal, para utilizacao do
Convenio 340/2016 firmado entre o Ministerio da Justica e a DPDF, conforme condicoes, quantidades
e exigencias estabelecidas no Edital e seus anexos. A despesa com a execucao do objeto desta
licitacao e estimada em R$ 447.714,08 (quatrocentos e quarenta e sete mil setecentos e quatorze reais
e oito centavos). Tipo de Licitacao: menor preco. Data e horario de abertura do certame as 14h30 do
dia 20 de setembro de 2019. O Edital podera ser retirado nos enderecos eletronicos
www.comprasgovernamentais.gov.br  e http://transparencia.defensoria.df.gov.br/.  Informacoes pelo
telefone: (61) 2196-4387.
SIDNEY FERREIRA DE SOUSA
Diretor - Substituto"
125,00050-00000905/2019-11,,,,,172 de 10 de setembro de 2019," - SRP
PREGAO ELETRONICO No 20/2019-SSPDF
RETIFICAR Aviso de Abertura de Licitacao -SRP do Pregao Eletronico no 20/2019-SSPDF no
PROCESSO: 00050-00000905/2019-11, publicado no DODF no 172 de 10 de setembro de 2019, pagina
29, a data de abertura do certame: ONDE SE LE: "" ... DATA DA SESSAO PUBLICA: 20/09/2019 as
14:00 horas..."", LEIA-SE: ""...DATA DA SESSAO PUBLICA: 23/09/2019 as 14:00 horas ..."",
permanecendo inalterados os demais dispositivos do instrumento convocatorio, pois a alteracao nao afetara
na formulacao das propostas por parte dos licitantes.
Brasilia/DF, 10 de setembro de 2019.
GABRIELLA ALVES DA CUNHA
Pregoeira"
126,," Registro de precos para eventual contratacao de servicos tecnicos especializados no planejamento,
organizacao, desenvolvimento, implantacao e execucao continuada de atividades de atendimento, suporte
tecnico remoto e presencial a usuarios de solucoes Tecnologia da Informacao e Comunicacao (TIC), bem
como suporte especializado para sustentacao de todo ambiente, envolvendo Administracao, Operacao e
Suporte de Rede e Servidores no ambito da Sede Administrativa e unidades externas","1.835.772,72"," de vigencia contratual 12 (doze) meses, com ",,25 de setembro de 2019,"
PREGAO ELETRONICO SRP No 06/2019
(UASG 926210)
Objeto: Registro de precos para eventual contratacao de servicos tecnicos especializados no planejamento,
organizacao, desenvolvimento, implantacao e execucao continuada de atividades de atendimento, suporte
tecnico remoto e presencial a usuarios de solucoes Tecnologia da Informacao e Comunicacao (TIC), bem
como suporte especializado para sustentacao de todo ambiente, envolvendo Administracao, Operacao e
Suporte de Rede e Servidores no ambito da Sede Administrativa e unidades externas. Todos os servicos
serao atendidos por meio de uma Central de Suporte de forma a gerenciar os servicos de Nivel 1, 2 e 3,
conforme especificacoes e condicoes estabelecidas no Edital e seus Anexos, no valor global estimado de
R$ 1.835.772,72 (um milhao, oitocentos e trinta e cinco mil setecentos e setenta e dois reais e setenta e
dois centavos), prazo de vigencia contratual 12 (doze) meses, com data e horario marcado para abertura do
certame as 11 horas do dia 25 de setembro de 2019, objeto do procedimento administrativo no 00431-
00008016/2017-00 . O  Edital podera ser retirado exclusivamente  no endereco  eletronico
https://www.comprasgovernamentais.gov.br, Informacoes referentes ao cadastro para participacao e demais
procedimentos serao obtidas atraves do endereco https://www.comprasgovernamentais.gov.br. Brasilia -
D F.
Brasilia/DF, 10 de setembro de 2019.
JOSEMAR SALVIANO DA SILVA
Pregoeiro"
127,," Aquisicao de material de copa e cozinha para atender as necessidades
da CLDF","56.829,04",, menor preco por item,"24/09/2019, as 10:00"," EXCLUSIVA
PREGAO ELETRONICO No 29/2019
Processo: 001-001250/2019. Objeto: Aquisicao de material de copa e cozinha para atender as necessidades
da CLDF. Valor estimado: R$ 56.829,04. Data/hora da Sessao Publica: 24/09/2019, as 10:00. Local:
Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco por item. O edital encontra-se nos
enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no link transparencia. Maiores
informacoes (61) 3348-8650.
Brasilia/DF, 11 de setembro de 2019
NAILDE OLIVEIRA DO NASCIMENTO SILVEIRA
Pregoeira"
128,00050-00153018/2017-83," Registro de Precos para futura
aquisicao de carros para transporte de roupas, visando atender demanda das unidades prisionais do Distrito
Federal","31.627,68"," Entrega: ate 30 dias corridos contados do recebimento da Nota de Empenho ou da assinatura do
contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do Contrato: 120 (cento e vinte) dias a partir
da  data da  assinatura. ", Menor Preco,24/09/2019  as 10:30," - SRP
PREGAO ELETRONICO No 29/2019-SSPDF
Processo: 00050-00153018/2017-83. Tipo: Menor Preco. OBJETO: Registro de Precos para futura
aquisicao de carros para transporte de roupas, visando atender demanda das unidades prisionais do Distrito
Federal. Repeticao do item fracassado no PE no 14/2019-SSPDF. VALOR ESTIMADO: R$ 31.627,68.
PRAZOS: Entrega: ate 30 dias corridos contados do recebimento da Nota de Empenho ou da assinatura do
contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do Contrato: 120 (cento e vinte) dias a partir
da  data da  assinatura. DATA  DA SESSAO  PUBLICA: 24/09/2019  as 10:30  horas no
www.comprasgovernamentais.gov.br. UASG 450107. Edital esta disponivel no endereco acima e no
w w w. s s p . d f . g o v. b r / l i c i t a c o e s
Brasilia/DF, 11 de setembro de 2019
GABRIELLA ALVES DA CUNHA
Pregoeira"
129,00401-00005714/2019-19," Contratacao de empresa especializada no fornecimento de solucao
integrada de Firewall NEXT GENERATION via subscricoes, compreendendo suporte tecnico, atualizacoes e
servicos tecnicos para o periodo de 36 (trinta e seis) meses, conforme condicoes, quantidades e exigencias
estabelecidas no Edital e seus anexos",,, de Licitacao: menor preco global,,"
PREGAO ELETRONICO No 11/2019 - (UASG: 926314)
Processo: 00401-00005714/2019-19. Objeto: Contratacao de empresa especializada no fornecimento de solucao
integrada de Firewall NEXT GENERATION via subscricoes, compreendendo suporte tecnico, atualizacoes e
servicos tecnicos para o periodo de 36 (trinta e seis) meses, conforme condicoes, quantidades e exigencias
estabelecidas no Edital e seus anexos. A despesa com a execucao do objeto desta licitacao e estimada em R$
1.597.173,63 (um milhao, quinhentos e noventa e sete mil cento e setenta e tres reais e sessenta e tres centavos).
Tipo de Licitacao: menor preco global. Data e horario de abertura do certame as 14h30 do dia 24 de setembro de
2019. O Edital podera ser retirado nos enderecos eletronicos www.comprasgovernamentais.gov.br e
http://transparencia.defensoria.df.gov.br/. Informacoes pelo telefone: (61) 2196-4387.
SIDNEY FERREIRA DE SOUSA
Diretor de Licitacao - Substituto"
130,00401-00007695/2019-65," Registro de precos para a futura aquisicao de servidores
de rede, com instalacao e garantia on-site de 60 (sessenta) meses, visando atender as necessidades da
Defensoria Publica do Distrito Federal - DPDF, conforme condicoes e especificacoes constantes do
Edital e seus anexos, mediante SISTEMA DE REGISTRO DE PRECOS (SRP)",,, de Licitacao: menor preco,,"
PREGAO ELETRONICO No 12/2019 - (UASG: 926314)
SISTEMA DE REGISTRO DE PRECOS
Processo: 00401-00007695/2019-65. Objeto: Registro de precos para a futura aquisicao de servidores
de rede, com instalacao e garantia on-site de 60 (sessenta) meses, visando atender as necessidades da
Defensoria Publica do Distrito Federal - DPDF, conforme condicoes e especificacoes constantes do
Edital e seus anexos, mediante SISTEMA DE REGISTRO DE PRECOS (SRP). A despesa com a
execucao do objeto desta licitacao e estimada em R$ 266.035,95 (duzentos e sessenta e seis mil trinta
e cinco reais e noventa e cinco centavos). Tipo de Licitacao: menor preco. Data e horario de abertura
do certame as 14h30 do dia 26 de setembro de 2019. O Edital podera ser retirado nos enderecos
eletronicos www.comprasgovernamentais.gov.br e http://transparencia.defensoria.df.gov.br/. Informacoes
pelo telefone: (61) 2196-4387.
CINTHIA MARIA SANTOS DOMINGUES DE OLIVEIRA
Pregoeira"
131,,; 2) Tipo de licitacao; e 3) Valor estimado,,, de licitacao; e 3) Valor estimado,,"
O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras - C P L I C / T E R R A C A P,
no uso das atribuicoes que lhe confere a Portaria no 577/2019-DIRAF, comunica a realizacao do
seguinte certame.
ERRATA: da publicacao do dia 30/08/2019, folha 42 no DIARIO OFICIAL DO DISTRI TO
FEDERAL, folha 17 no JORNAL DE BRASILIA:
1) Retificacao do objeto; 2) Tipo de licitacao; e 3) Valor estimado. Mantendo-se as demais
informacoes referentes a Licitacao Presencial no 10/2019"
132,00050-00003463/2019-65," Contratacao de empresas especializadas para
a prestacao de servico continuo, comum de preparacao e fornecimento de alimentacoes diarias para pessoas
privadas de liberdade, recolhidas no Centro de Progressao Penitenciaria - CPP e na Penitenciaria Feminina do
Distrito Federal - PFDF, unidades que compoem o Sistema Penitenciario do Distrito Federal, conforme
especificacoes, condicoes e exigencias do Termo de Referencia que segue como Anexo I do Edital","55.978.668,00"," De Execucao: Diariamente, de acordo com o
Anexo I do Edital. Vigencia do contrato: 30 meses. ", Menor Preco,"04/10/2019, as 10h00","
PREGAO ELETRONICO No 23/2019
Processo: 00050-00003463/2019-65. Tipo: Menor Preco. Objeto: Contratacao de empresas especializadas para
a prestacao de servico continuo, comum de preparacao e fornecimento de alimentacoes diarias para pessoas
privadas de liberdade, recolhidas no Centro de Progressao Penitenciaria - CPP e na Penitenciaria Feminina do
Distrito Federal - PFDF, unidades que compoem o Sistema Penitenciario do Distrito Federal, conforme
especificacoes, condicoes e exigencias do Termo de Referencia que segue como Anexo I do Edital. VALOR
TOTAL ESTIMADO: R$ 55.978.668,00 DOTACAO: UO 24.101 - SSP/DF. PROG. TRAB:
06.421.6211.2540.0006. N.D. 33.90.39. F.R.: 100. PRAZOS: De Execucao: Diariamente, de acordo com o
Anexo I do Edital. Vigencia do contrato: 30 meses. DATA DA SESSAO PUBLICA: 04/10/2019, as 10h00min
no www.comprasgovernamentais.gov.br. UASG 450107. O Edital esta disponivel no endereco acima e no
h t t p : / / s s p . d f . g o v. b r / l i c i t a c o e s .
Brasilia/DF, 17 de setembro de 2019
AMILCAR UBIRATAN URACH VIEIRA
Coordenador"
133,," Aquisicao de equipamentos de audio e outros materiais, destinada a
atender a demanda da Camara Legislativa do Distrito Federal - CLDF, de acordo com o Termo de
Referencia - Anexo I do Edital","54.273,80",, menor preco por item,," EXCLUSIVA
PREGAO ELETRONICO No 31/2019
Processo: 001-001263/2019. Objeto: Aquisicao de equipamentos de audio e outros materiais, destinada a
atender a demanda da Camara Legislativa do Distrito Federal - CLDF, de acordo com o Termo de
Referencia - Anexo I do Edital. Valor estimado: R$ 54.273,80. Data/hora da Sessao Publica: 01/10/2019,
as 10h00. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco por item. O edital
encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no link
transparencia. Maiores informacoes (61) 3348-8650.
Brasilia/DF, 18 de setembro de 2019
EDMILSON DE JESUS
Pregoeiro"
134,00070-00004622/2019-74," Contratacao, por meio do Sistema de Registro de Precos, para futura aquisicao de alimento para
animais e medicamentos veterinarios para atender a Gerencia de Producao Vegetal, Piscicultura e Pecuaria,
Gerencia de Apreensao de Animais e Gerencia de Sanidade Animal da Secretaria de Estado da Agricultura,
Abastecimento e Desenvolvimento Rural do Distrito Federal, conforme quantitativos e especificacoes
contidas no Termo de Referencia e demais Anexos que integram o edital, com valor Total estimado de R$
443","443.379,04",," (SRP), Menor Preco
Unitario por item, na modalidade de PREGAO na forma ELETRONICA, com previsao de abertura do
certame para 03/10/2019, 09h00min, horario de Brasilia, Processo 00070-00004622/2019-74 (SEI)",," (UASG) 926523
PREGAO ELETRONICO (SRP) No 08/2019
A SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO
RURAL DO DISTRITO FEDERAL, torna publico a abertura de licitacao do tipo (SRP), Menor Preco
Unitario por item, na modalidade de PREGAO na forma ELETRONICA, com previsao de abertura do
certame para 03/10/2019, 09h00min, horario de Brasilia, Processo 00070-00004622/2019-74 (SEI).
OBJETO: Contratacao, por meio do Sistema de Registro de Precos, para futura aquisicao de alimento para
animais e medicamentos veterinarios para atender a Gerencia de Producao Vegetal, Piscicultura e Pecuaria,
Gerencia de Apreensao de Animais e Gerencia de Sanidade Animal da Secretaria de Estado da Agricultura,
Abastecimento e Desenvolvimento Rural do Distrito Federal, conforme quantitativos e especificacoes
contidas no Termo de Referencia e demais Anexos que integram o edital, com valor Total estimado de R$
443.379,04 (quatrocentos e quarenta e tres mil trezentos e setenta e nove reais e quatro centavos). O Edital
podera ser retirado a partir da sua publicacao no endereco: www.comprasgovernamentais.gov.br. e portal da
SEAGRI/DF, www.agricultura.df.gov.br, ""Edital"".
NATANAEL FELIX DOS SANTOS
Pregoeiro"
135,," Aquisicao de bens permanentes novos, destinada a atender a
demanda da Camara Legislativa do Distrito Federal - CLDF, de acordo com as especificacoes
constantes no Termo de Referencia, Anexo I do Edital","26.841,52",,"
menor preco por item","04/10/2019, as 09h30"," EXCLUSIVA
PREGAO ELETRONICO No 32/2019
Processo: 001-001002/2019. Objeto: Aquisicao de bens permanentes novos, destinada a atender a
demanda da Camara Legislativa do Distrito Federal - CLDF, de acordo com as especificacoes
constantes no Termo de Referencia, Anexo I do Edital. Valor estimado: R$ 26.841,52. Data/hora da
Sessao Publica: 04/10/2019, as 09h30. Local: Internet, no endereco www.comprasnet.gov.br. Tipo:
menor preco por item. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004)
e www.cl.df.gov.br, no link transparencia. Maiores informacoes (61) 3348-8650.
Brasilia/DF, 23/09/2019.
EDMILSON DE JESUS
Pregoeiro"
