,processo,objeto,valor_estimado,prazo,tipo,data,texto
123,nan," Registro de precos para eventual aquisicao de bens de consumo, itens de higiene e vestuario, para
compor 8","3.656.009,00"," de vigencia contratual 12
(doze) meses, com ",nan,nan,"
PREGAO ELETRONICO SRP N.o. 04/2019 (UASG 926210)
Objeto: Registro de precos para eventual aquisicao de bens de consumo, itens de higiene e vestuario, para
compor 8.650 Kits Natalidade, em atendimento ao Beneficio Eventual - Auxilio Natalidade, na modalidade
bens de consumo, instituido pela Lei no 5.165 publicada em 5 de setembro de 2013,, conforme
especificacoes e condicoes estabelecidas no Edital e seus Anexos, no valor global estimado de R$
3.656.009,00 (tres milhoes, seiscentos e cinquenta e seis mil e nove reais), prazo de vigencia contratual 12
(doze) meses, com data e horario marcado para abertura do certame as 11 horas do dia 20 de setembro de
2019, objeto do procedimento administrativo no 00431-00007557/2019-74 O Edital podera ser retirado
exclusivamente no endereco eletronico https://www.comprasgovernamentais.gov.br, Informacoes referentes
ao cadastro para participacao e demais procedimentos serao obtidas atraves do endereco
https://www.comprasgovernamentais.gov.br. Brasilia - DF"
124,00401-00008929/2019-91," Aquisicao de 07 (sete) veiculos de transporte de
passageiros e de servicos, zero quilometro, visando o fortalecimento dos trabalhos desenvolvidos pelos
Nucleos de Assistencia Juridica da Defensoria Publica do Distrito Federal, para utilizacao do
Convenio 340/2016 firmado entre o Ministerio da Justica e a DPDF, conforme condicoes, quantidades
e exigencias estabelecidas no Edital e seus anexos",nan,nan, de Licitacao: menor preco,nan,"
PREGAO ELETRONICO No 14/2019 - (UASG: 926314)
Processo: 00401-00008929/2019-91. Objeto: Aquisicao de 07 (sete) veiculos de transporte de
passageiros e de servicos, zero quilometro, visando o fortalecimento dos trabalhos desenvolvidos pelos
Nucleos de Assistencia Juridica da Defensoria Publica do Distrito Federal, para utilizacao do
Convenio 340/2016 firmado entre o Ministerio da Justica e a DPDF, conforme condicoes, quantidades
e exigencias estabelecidas no Edital e seus anexos. A despesa com a execucao do objeto desta
licitacao e estimada em R$ 447.714,08 (quatrocentos e quarenta e sete mil setecentos e quatorze reais
e oito centavos). Tipo de Licitacao: menor preco. Data e horario de abertura do certame as 14h30 do
dia 20 de setembro de 2019. O Edital podera ser retirado nos enderecos eletronicos
www.comprasgovernamentais.gov.br  e http://transparencia.defensoria.df.gov.br/.  Informacoes pelo
telefone: (61) 2196-4387"
125,00050-00000905/2019-11,nan,nan,nan,nan,nan," - SRP
PREGAO ELETRONICO No 20/2019-SSPDF
RETIFICAR Aviso de Abertura de Licitacao -SRP do Pregao Eletronico no 20/2019-SSPDF no
PROCESSO: 00050-00000905/2019-11, publicado no DODF no 172 de 10 de setembro de 2019, pagina
29, a data de abertura do certame: ONDE SE LE: "" ... DATA DA SESSAO PUBLICA: 20/09/2019 as
14:00 horas..."", LEIA-SE: ""...DATA DA SESSAO PUBLICA: 23/09/2019 as 14:00 horas ..."",
permanecendo inalterados os demais dispositivos do instrumento convocatorio, pois a alteracao nao afetara
na formulacao das propostas por parte dos licitantes"
126,nan," Registro de precos para eventual contratacao de servicos tecnicos especializados no planejamento,
organizacao, desenvolvimento, implantacao e execucao continuada de atividades de atendimento, suporte
tecnico remoto e presencial a usuarios de solucoes Tecnologia da Informacao e Comunicacao (TIC), bem
como suporte especializado para sustentacao de todo ambiente, envolvendo Administracao, Operacao e
Suporte de Rede e Servidores no ambito da Sede Administrativa e unidades externas","1.835.772,72"," de vigencia contratual 12 (doze) meses, com ",nan,nan,"
PREGAO ELETRONICO SRP No 06/2019
(UASG 926210)
Objeto: Registro de precos para eventual contratacao de servicos tecnicos especializados no planejamento,
organizacao, desenvolvimento, implantacao e execucao continuada de atividades de atendimento, suporte
tecnico remoto e presencial a usuarios de solucoes Tecnologia da Informacao e Comunicacao (TIC), bem
como suporte especializado para sustentacao de todo ambiente, envolvendo Administracao, Operacao e
Suporte de Rede e Servidores no ambito da Sede Administrativa e unidades externas. Todos os servicos
serao atendidos por meio de uma Central de Suporte de forma a gerenciar os servicos de Nivel 1, 2 e 3,
conforme especificacoes e condicoes estabelecidas no Edital e seus Anexos, no valor global estimado de
R$ 1.835.772,72 (um milhao, oitocentos e trinta e cinco mil setecentos e setenta e dois reais e setenta e
dois centavos), prazo de vigencia contratual 12 (doze) meses, com data e horario marcado para abertura do
certame as 11 horas do dia 25 de setembro de 2019, objeto do procedimento administrativo no 00431-
00008016/2017-00 . O  Edital podera ser retirado exclusivamente  no endereco  eletronico
https://www.comprasgovernamentais.gov.br, Informacoes referentes ao cadastro para participacao e demais
procedimentos serao obtidas atraves do endereco https://www.comprasgovernamentais.gov.br. Brasilia -
D F"
127,nan," Aquisicao de material de copa e cozinha para atender as necessidades
da CLDF","56.829,04",nan, menor preco por item,nan," EXCLUSIVA
PREGAO ELETRONICO No 29/2019
Processo: 001-001250/2019. Objeto: Aquisicao de material de copa e cozinha para atender as necessidades
da CLDF. Valor estimado: R$ 56.829,04. Data/hora da Sessao Publica: 24/09/2019, as 10:00. Local:
Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco por item. O edital encontra-se nos
enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no link transparencia. Maiores
informacoes (61) 3348-8650"
128,00050-00153018/2017-83," Registro de Precos para futura
aquisicao de carros para transporte de roupas, visando atender demanda das unidades prisionais do Distrito
Federal","31.627,68",nan, Menor Preco,nan," - SRP
PREGAO ELETRONICO No 29/2019-SSPDF
Processo: 00050-00153018/2017-83. Tipo: Menor Preco. OBJETO: Registro de Precos para futura
aquisicao de carros para transporte de roupas, visando atender demanda das unidades prisionais do Distrito
Federal. Repeticao do item fracassado no PE no 14/2019-SSPDF. VALOR ESTIMADO: R$ 31.627,68"
129,00401-00005714/2019-19," Contratacao de empresa especializada no fornecimento de solucao
integrada de Firewall NEXT GENERATION via subscricoes, compreendendo suporte tecnico, atualizacoes e
servicos tecnicos para o periodo de 36 (trinta e seis) meses, conforme condicoes, quantidades e exigencias
estabelecidas no Edital e seus anexos",nan,nan,nan,nan,"
PREGAO ELETRONICO No 11/2019 - (UASG: 926314)
Processo: 00401-00005714/2019-19. Objeto: Contratacao de empresa especializada no fornecimento de solucao
integrada de Firewall NEXT GENERATION via subscricoes, compreendendo suporte tecnico, atualizacoes e
servicos tecnicos para o periodo de 36 (trinta e seis) meses, conforme condicoes, quantidades e exigencias
estabelecidas no Edital e seus anexos. A despesa com a execucao do objeto desta licitacao e estimada em R$
1.597.173,63 (um milhao, quinhentos e noventa e sete mil cento e setenta e tres reais e sessenta e tres centavos)"
130,00401-00007695/2019-65," Registro de precos para a futura aquisicao de servidores
de rede, com instalacao e garantia on-site de 60 (sessenta) meses, visando atender as necessidades da
Defensoria Publica do Distrito Federal - DPDF, conforme condicoes e especificacoes constantes do
Edital e seus anexos, mediante SISTEMA DE REGISTRO DE PRECOS (SRP)",nan,nan, de Licitacao: menor preco,nan,"
PREGAO ELETRONICO No 12/2019 - (UASG: 926314)
SISTEMA DE REGISTRO DE PRECOS
Processo: 00401-00007695/2019-65. Objeto: Registro de precos para a futura aquisicao de servidores
de rede, com instalacao e garantia on-site de 60 (sessenta) meses, visando atender as necessidades da
Defensoria Publica do Distrito Federal - DPDF, conforme condicoes e especificacoes constantes do
Edital e seus anexos, mediante SISTEMA DE REGISTRO DE PRECOS (SRP). A despesa com a
execucao do objeto desta licitacao e estimada em R$ 266.035,95 (duzentos e sessenta e seis mil trinta
e cinco reais e noventa e cinco centavos). Tipo de Licitacao: menor preco. Data e horario de abertura
do certame as 14h30 do dia 26 de setembro de 2019. O Edital podera ser retirado nos enderecos
eletronicos www.comprasgovernamentais.gov.br e http://transparencia.defensoria.df.gov.br/. Informacoes
pelo telefone: (61) 2196-4387"
131,nan,nan,nan,nan,nan,nan,"
O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras - C P L I C / T E R R A C A P,
no uso das atribuicoes que lhe confere a Portaria no 577/2019-DIRAF, comunica a realizacao do
seguinte certame"
132,00050-00003463/2019-65," Contratacao de empresas especializadas para
a prestacao de servico continuo, comum de preparacao e fornecimento de alimentacoes diarias para pessoas
privadas de liberdade, recolhidas no Centro de Progressao Penitenciaria - CPP e na Penitenciaria Feminina do
Distrito Federal - PFDF, unidades que compoem o Sistema Penitenciario do Distrito Federal, conforme
especificacoes, condicoes e exigencias do Termo de Referencia que segue como Anexo I do Edital","55.978.668,00"," De Execucao: Diariamente, de acordo com o
Anexo I do Edital. Vigencia do contrato: 30 meses. ", Menor Preco,nan,"
PREGAO ELETRONICO No 23/2019
Processo: 00050-00003463/2019-65. Tipo: Menor Preco. Objeto: Contratacao de empresas especializadas para
a prestacao de servico continuo, comum de preparacao e fornecimento de alimentacoes diarias para pessoas
privadas de liberdade, recolhidas no Centro de Progressao Penitenciaria - CPP e na Penitenciaria Feminina do
Distrito Federal - PFDF, unidades que compoem o Sistema Penitenciario do Distrito Federal, conforme
especificacoes, condicoes e exigencias do Termo de Referencia que segue como Anexo I do Edital. VALOR
TOTAL ESTIMADO: R$ 55.978.668,00 DOTACAO: UO 24.101 - SSP/DF. PROG. TRAB:
06.421.6211.2540.0006. N.D. 33.90.39. F.R.: 100. PRAZOS: De Execucao: Diariamente, de acordo com o
Anexo I do Edital. Vigencia do contrato: 30 meses. DATA DA SESSAO PUBLICA: 04/10/2019, as 10h00min
no www.comprasgovernamentais.gov.br. UASG 450107. O Edital esta disponivel no endereco acima e no
h t t p : / / s s p . d f . g o v. b r / l i c i t a c o e s "
133,nan," Aquisicao de equipamentos de audio e outros materiais, destinada a
atender a demanda da Camara Legislativa do Distrito Federal - CLDF, de acordo com o Termo de
Referencia - Anexo I do Edital","54.273,80",nan, menor preco por item,nan," EXCLUSIVA
PREGAO ELETRONICO No 31/2019
Processo: 001-001263/2019. Objeto: Aquisicao de equipamentos de audio e outros materiais, destinada a
atender a demanda da Camara Legislativa do Distrito Federal - CLDF, de acordo com o Termo de
Referencia - Anexo I do Edital. Valor estimado: R$ 54.273,80. Data/hora da Sessao Publica: 01/10/2019,
as 10h00. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco por item. O edital
encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no link
transparencia. Maiores informacoes (61) 3348-8650"
134,00070-00004622/2019-74,nan,nan,nan,nan,nan," (UASG) 926523
PREGAO ELETRONICO (SRP) No 08/2019
A SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO
RURAL DO DISTRITO FEDERAL, torna publico a abertura de licitacao do tipo (SRP), Menor Preco
Unitario por item, na modalidade de PREGAO na forma ELETRONICA, com previsao de abertura do
certame para 03/10/2019, 09h00min, horario de Brasilia, Processo 00070-00004622/2019-74 (SEI)"
135,nan," Aquisicao de bens permanentes novos, destinada a atender a
demanda da Camara Legislativa do Distrito Federal - CLDF, de acordo com as especificacoes
constantes no Termo de Referencia, Anexo I do Edital","26.841,52",nan,"
menor preco por item",nan," EXCLUSIVA
PREGAO ELETRONICO No 32/2019
Processo: 001-001002/2019. Objeto: Aquisicao de bens permanentes novos, destinada a atender a
demanda da Camara Legislativa do Distrito Federal - CLDF, de acordo com as especificacoes
constantes no Termo de Referencia, Anexo I do Edital. Valor estimado: R$ 26.841,52. Data/hora da
Sessao Publica: 04/10/2019, as 09h30. Local: Internet, no endereco www.comprasnet.gov.br. Tipo:
menor preco por item. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004)
e www.cl.df.gov.br, no link transparencia. Maiores informacoes (61) 3348-8650"
136,nan," Registro de precos para eventual contratacao de servicos de
organizacao de eventos e correlatos, a serem realizados nas dependencias internas e externas da Camara
Legislativa do Distrito Federal, sob demanda, abrangendo o planejamento operacional, apoio logistico,
organizacao, execucao, montagem de infraestrutura,  fornecimento de bens e  mao-de-obra,
independentemente da prestacao de servicos concomitantes, utilizando mobiliario necessario e adequado,
fornecimento de layouts para estandes e exposicoes, compreendendo a montagem, desmontagem, limpeza,
manutencao, sonorizacao, iluminacao, instalacoes eletrica e equipamentos, conforme os requisitos e
condicoes estabelecidos no Termo de Referencia - Anexo I, do Edital","6.014.928,12",nan,nan,nan,"
PREGAO ELETRONICO No 34/2019
Processo: 001-001334/2019. Objeto: Registro de precos para eventual contratacao de servicos de
organizacao de eventos e correlatos, a serem realizados nas dependencias internas e externas da Camara
Legislativa do Distrito Federal, sob demanda, abrangendo o planejamento operacional, apoio logistico,
organizacao, execucao, montagem de infraestrutura,  fornecimento de bens e  mao-de-obra,
independentemente da prestacao de servicos concomitantes, utilizando mobiliario necessario e adequado,
fornecimento de layouts para estandes e exposicoes, compreendendo a montagem, desmontagem, limpeza,
manutencao, sonorizacao, iluminacao, instalacoes eletrica e equipamentos, conforme os requisitos e
condicoes estabelecidos no Termo de Referencia - Anexo I, do Edital. Valor estimado: R$ 6.014.928,12"
137,00050-00028014/2019-20," Registro de precos para futura
aquisicao de materiais de higiene pessoal, limpeza e conservacao, cama, copa, leite materno infantil,
material escolar e material de atividade esportiva para atender demanda dos internos do Sistema
Penitenciario e para atender demanda da Subsecretaria do Sistema Penitenciario da Secretaria de Estado de
Seguranca Publica do Distrito Federal","12.376.035,34"," Entrega: ate 30
dias corridos contados do recebimento da Nota de Empenho e/ou da assinatura do contrato. Vigencia: da
Ata de Registro de Precos: 12 meses; do Contrato: 90 (noventa) dias a partir da data da assinatura. ", Menor Preco,nan,"
PREGAO ELETRONICO No 27/2019
Processo: 00050-00028014/2019-20. TIPO: Menor Preco. OBJETO: Registro de precos para futura
aquisicao de materiais de higiene pessoal, limpeza e conservacao, cama, copa, leite materno infantil,
material escolar e material de atividade esportiva para atender demanda dos internos do Sistema
Penitenciario e para atender demanda da Subsecretaria do Sistema Penitenciario da Secretaria de Estado de
Seguranca Publica do Distrito Federal. VALOR ESTIMADO: R$ 12.376.035,34. PRAZOS: Entrega: ate 30
dias corridos contados do recebimento da Nota de Empenho e/ou da assinatura do contrato. Vigencia: da
Ata de Registro de Precos: 12 meses; do Contrato: 90 (noventa) dias a partir da data da assinatura. DATA
DA SESSAO PUBLICA: 10/10/2019 as 09:30 horas no www.comprasgovernamentais.gov.br. UASG
450107. Edital esta disponivel no endereco acima e no http://licitacoes.ss p . d f . g o v. b r"
138,nan," Contratacao de servicos tecnicos especializados de atendimento remoto (primeiro nivel) e
presencial (segundo nivel) de tecnologia de informacao e comunicacao Processo SEI no","379.245,48",nan,nan,nan," - PREGAO ELETRONICO No 09/2019
Objeto: Contratacao de servicos tecnicos especializados de atendimento remoto (primeiro nivel) e
presencial (segundo nivel) de tecnologia de informacao e comunicacao Processo SEI no. 00197-
00002408/2019-75. Valor estimado: R$ 379.245,48 (trezentos e setenta e nove mil duzentos e quarenta e
cinco reais e quarenta e oito centavos), para o periodo de 12 (doze) meses. Programa de trabalho
04.126.6001.2557.2606, naturezas da despesa 3.3.90.39. Copia do Edital encontra-se a disposicao sem
onus, no sitio www.comprasgovernamentais.gov.br e www.adasa.df.gov.br e no endereco: Setor Ferroviario
- Parque Ferroviario de Brasilia - Estacao Rodoferroviaria, Sobreloja Ala Norte, Cep: 70631-900 - Brasilia
- DF. Abertura da licitacao: 14/10/2019 as 10:00h em sessao publica processada no sitio do
Comprasgovernamentais, nos termos do Edital"
139,nan," Contratacao de assinatura de 260 (duzentas e sessenta) licencas da solucao em nuvem
Microsoft Office 365, integrante da modalidade enterprise agreement subscription",nan,nan,nan,nan,"
PREGAO ELETRONICO 08/2019
Objeto: Contratacao de assinatura de 260 (duzentas e sessenta) licencas da solucao em nuvem
Microsoft Office 365, integrante da modalidade enterprise agreement subscription. Processo SEI no"
140,00072-00001708/2019-99,nan,"1.070.113,30",nan," Contratacao de empresa especializada para a prestacao de
servicos de transporte, distribuicao, plantio de mudas de especies nativas do Bioma Cerrado com
manutencao e monitoramento das mesmas e a contratacao de servicos de semeadura direta em 25 ha (vinte
e cinco hectares) de especies vegetais nativas do Bioma Cerrado com manutencao e monitoramento das
mesmas por 03 (tres) anos na Bacia Hidrografica do Pipiripau, Regiao Administrativa de Planaltina - RA
- VI - Brasilia - DF, no ambito do Programa Produtor de Agua - Projeto Pipiripau",nan,"
PREGAO ELETRONICO No 12/2019
Processo :00072-00001708/2019-99. Tipo: Contratacao de empresa especializada para a prestacao de
servicos de transporte, distribuicao, plantio de mudas de especies nativas do Bioma Cerrado com
manutencao e monitoramento das mesmas e a contratacao de servicos de semeadura direta em 25 ha (vinte
e cinco hectares) de especies vegetais nativas do Bioma Cerrado com manutencao e monitoramento das
mesmas por 03 (tres) anos na Bacia Hidrografica do Pipiripau, Regiao Administrativa de Planaltina - RA
- VI - Brasilia - DF, no ambito do Programa Produtor de Agua - Projeto Pipiripau., conforme especificacao
constante no Termo de Referencia Anexo I do Edital. Integram a este Edital todos os seus Anexos. Valor
estimado: R$ 1.070.113,30 (um milhao setenta mil centro e treze reais e trinta centavos). Programa de
Trabalho: 20.122.6210.4116.0001. Fonte: 432. Prazo de entrega: Conforme Termo de Referencia"
141,00050-00018691/2018-59," Registro de precos para futura
aquisicao de equipamentos (escada telescopica, esclerometro, detector de metais, fissurometro, chave teste,
termometro, alicate wattimetro, alicate terrometro, anemometro, luximetro, decibelimetro, escalimetro,
nivelador a laser, lona de PVC, bota de PVC, colete de sinalizacao, gerador portatil, fita de isolamento de
area, mascara facial inteira, par de luva de vaqueta, cone para sinalizacao, lanterna ante explosao, detector
de gases, estacao de calibracao detector de gases, oculos de protecao), para atender demanda da
Coordenacao de Engenharia e Arquitetura/COENG e da Subsecretaria do Sistema de Defesa Civil da
Secretaria de Estado de Seguranca Publica do Distrito Federal","169.385,21",nan, Menor Preco,nan,"
PREGAO ELETRONICO No 09/2019
PARA PARTICIPACAO EXCLUSIVA DE ME/EPP
Processo: 00050-00018691/2018-59. TIPO: Menor Preco. OBJETO: Registro de precos para futura
aquisicao de equipamentos (escada telescopica, esclerometro, detector de metais, fissurometro, chave teste,
termometro, alicate wattimetro, alicate terrometro, anemometro, luximetro, decibelimetro, escalimetro,
nivelador a laser, lona de PVC, bota de PVC, colete de sinalizacao, gerador portatil, fita de isolamento de
area, mascara facial inteira, par de luva de vaqueta, cone para sinalizacao, lanterna ante explosao, detector
de gases, estacao de calibracao detector de gases, oculos de protecao), para atender demanda da
Coordenacao de Engenharia e Arquitetura/COENG e da Subsecretaria do Sistema de Defesa Civil da
Secretaria de Estado de Seguranca Publica do Distrito Federal. VALOR ESTIMADO: R$ 169.385,21"
142,00050-00028014/2019-20," Registro de precos para futura
aquisicao de materiais de higiene pessoal, limpeza e conservacao, cama, copa, leite materno infantil,
material escolar e material de atividade esportiva para atender demanda dos internos do Sistema
Penitenciario e para atender demanda da Subsecretaria do Sistema Penitenciario da Secretaria de Estado de
Seguranca Publica do Distrito Federal","24.782.476,92"," Entrega: ate 30
dias corridos contados do recebimento da Nota de Empenho e/ou da assinatura do contrato. Vigencia: da
Ata de Registro de Precos: 12 meses; do Contrato: 90 (noventa) dias a partir da data da assinatura. A SSP
informa que alterou os quantitativos constantes no item 4 do Termo de Referencia. NOVA ", Menor Preco,nan,"
PREGAO ELETRONICO No 27/2019
Processo: 00050-00028014/2019-20. TIPO: Menor Preco. OBJETO: Registro de precos para futura
aquisicao de materiais de higiene pessoal, limpeza e conservacao, cama, copa, leite materno infantil,
material escolar e material de atividade esportiva para atender demanda dos internos do Sistema
Penitenciario e para atender demanda da Subsecretaria do Sistema Penitenciario da Secretaria de Estado de
Seguranca Publica do Distrito Federal. VALOR ESTIMADO: R$ 24.782.476,92. PRAZOS: Entrega: ate 30
dias corridos contados do recebimento da Nota de Empenho e/ou da assinatura do contrato. Vigencia: da
Ata de Registro de Precos: 12 meses; do Contrato: 90 (noventa) dias a partir da data da assinatura. A SSP
informa que alterou os quantitativos constantes no item 4 do Termo de Referencia. NOVA DATA DA
SESSAO PUBLICA: 21/10/2019 as 10:00 horas no www.comprasgovernamentais.gov.br. UASG 450107"
143,nan," Objeto: Registro de Precos para eventual aquisicao de computadores portateis (notebook) , incluindo
em cada equipamento o sistema operacional Windows 10 Pro 64 Bits na modalidade OEM, NOVOS e EM
PRIMEIRO USO, abrangendo garantia de funcionamento on-site pelo periodo de 36 (trinta e seis) meses, a fim
de atender as demandas da Secretaria Adjunta de Desenvolvimento Social - SEADS - SEDES/DF,, conforme
especificacoes e condicoes estabelecidas no Edital e seus Anexos, no valor global estimado R$ 591","591.837,60"," de vigencia contratual
12 (doze) meses, com ",nan,nan,"
PREGAO ELETRONICO SRP No 3/2019
(UASG 926210)
Objeto: Objeto: Registro de Precos para eventual aquisicao de computadores portateis (notebook) , incluindo
em cada equipamento o sistema operacional Windows 10 Pro 64 Bits na modalidade OEM, NOVOS e EM
PRIMEIRO USO, abrangendo garantia de funcionamento on-site pelo periodo de 36 (trinta e seis) meses, a fim
de atender as demandas da Secretaria Adjunta de Desenvolvimento Social - SEADS - SEDES/DF,, conforme
especificacoes e condicoes estabelecidas no Edital e seus Anexos, no valor global estimado R$ 591.837,60
(quinhentos e noventa e um mil oitocentos e trinta e sete reais e sessenta centavos), prazo de vigencia contratual
12 (doze) meses, com data e horario marcado para abertura do certame as 11 horas do dia 23 de outubro de 2019,
objeto do procedimento administrativo no 00431-00002991/2018-87 . O Edital podera ser retirado
exclusivamente no endereco eletronico https://www.comprasgovernamentais.gov.br, Informacoes referentes ao
cadastro para participacao  e demais procedimentos serao obtidas  atraves do  endereco
https://www.comprasgovernamentais.gov.br. Brasilia/DF"
144,nan," Registro de precos para eventual contratacao de empresa especializada para aquisicao e instalacao de
equipamento de solucao de telefonia VOIP conforme normas tecnicas definidas pela ANATEL, abrangendo
garantia de funcionamento on-site pelo periodo de 12 (doze) meses, conforme condicoes e especificacoes
constantes neste Termo de Referencia e seus anexos, afim de atender as demandas da SEDES/DF","1.509.815,12"," de vigencia contratual 12 (doze) meses, com "," PABX Digital e IP
(transmissao de voz sobre dados via rede), controlado por programa armazenado (CPA-T), equipada com
aparelhos telefonicos, equipamentos de alimentacao eletrica, tarifacao, bilhetagem, gerenciamento;
equipamentos perifericos; ""software""com licenciamento na modalidade de licenca perpetua, Acessorios,
Documentacao Tecnica, Catalogos, Testes e Treinamento, conforme especificacoes e condicoes estabelecidas
no Edital e seus Anexos, no valor global estimado de R$ 1",nan,"
PREGAO ELETRONICO SRP No 7/2019
(UASG 926210)
Objeto: Registro de precos para eventual contratacao de empresa especializada para aquisicao e instalacao de
equipamento de solucao de telefonia VOIP conforme normas tecnicas definidas pela ANATEL, abrangendo
garantia de funcionamento on-site pelo periodo de 12 (doze) meses, conforme condicoes e especificacoes
constantes neste Termo de Referencia e seus anexos, afim de atender as demandas da SEDES/DF. O sistema
devera ser composto de: Central Privada de Comutacao Telefonica (CPCT) do Tipo PABX Digital e IP
(transmissao de voz sobre dados via rede), controlado por programa armazenado (CPA-T), equipada com
aparelhos telefonicos, equipamentos de alimentacao eletrica, tarifacao, bilhetagem, gerenciamento;
equipamentos perifericos; ""software""com licenciamento na modalidade de licenca perpetua, Acessorios,
Documentacao Tecnica, Catalogos, Testes e Treinamento, conforme especificacoes e condicoes estabelecidas
no Edital e seus Anexos, no valor global estimado de R$ 1.509.815,12 (um milhao, quinhentos e nove mil
oitocentos e quinze reais e doze centavos), prazo de vigencia contratual 12 (doze) meses, com data e horario
marcado para abertura do certame as 11 horas do dia 22 de outubro de 2019, objeto do procedimento
administrativo no 00431-00003305/2018-95. O Edital podera ser retirado exclusivamente no endereco
eletronico https://www.comprasgovernamentais.gov.br, Informacoes referentes ao cadastro para participacao e
demais procedimentos serao obtidas atraves do endereco https://www.compr a s g o v e r n a m e n t a i s . g o v. b r"
145,00050-00045458/2019-20," Contratacao de empresa
especializada para prestacao de servico comum de locacao de espaco fisico, infraestrutura fisica, de
apoio operacional, traducao simultanea e alimentacao, para realizacao do I Seminario Internacional
""UM NOVO OLHAR SOBRE A SEGURANCA PUBLICA"", agendado para os dias 25, 26 e 27 de
novembro de 2019, na cidade de Brasilia-DF, tendo para tanto como publico estimado, 450
(quatrocentos e cinquenta) pessoas","534.192,60"," Execucao: nos
dias 25, 26 e 27/11/2019; do Contrato: 120 (cento e vinte) dias a partir da data da assinatura. ", Menor Preco,nan,"
PREGAO ELETRONICO No 41/2019
Processo: 00050-00045458/2019-20. TIPO: Menor Preco. OBJETO: Contratacao de empresa
especializada para prestacao de servico comum de locacao de espaco fisico, infraestrutura fisica, de
apoio operacional, traducao simultanea e alimentacao, para realizacao do I Seminario Internacional
""UM NOVO OLHAR SOBRE A SEGURANCA PUBLICA"", agendado para os dias 25, 26 e 27 de
novembro de 2019, na cidade de Brasilia-DF, tendo para tanto como publico estimado, 450
(quatrocentos e cinquenta) pessoas. VALOR ESTIMADO: R$ 534.192,60. DOTACAO: UO 24.101 -
SSP/DF. PROG. TRAB: 06.181.6217.3678.0045. N.D. 3.3.90.39. F.R.: 100 PRAZOS: Execucao: nos
dias 25, 26 e 27/11/2019; do Contrato: 120 (cento e vinte) dias a partir da data da assinatura. DATA
DA SESSAO PUBLICA: 23/10/2019 as 9:00 horas no www.comprasgovernamentais.gov.br. UASG
450107. Edital esta disponivel no endereco acima e no http://www.ssp.df.go v. b r / l i c i t a c o e s / "
146,00072-00002645/2019-98, 1,"520.042,50"," de entrega:
Conforme Termo de Referencia. Recebimento das Propostas: ate 24/10/2019 as 14h00min no endereco
eletronico www.comprasnet.gov.br UASG 926241. ", Menor Preco global,nan,"
PREGAO ELETRONICO No 14/2019
Processo 00072-00002645/2019-98. Tipo: Menor Preco global. Objeto: 1.1. Aquisicao de calhas para
canalizacao de agua da chuva, caixa de agua da chuva, tubos e outros visando atender as necessidades da
Gerencia de Desenvolvimento Agropecuario. 1.2. Tendo em vista a necessidade de manter uma
padronizacao entre os itens, ou seja, tubos, joelhos e demais elementos serem da mesma marca, pois a
diversificacao de marcas ocasiona a incompatibilidade de encaixe umas nas outras, ainda, considerando a
necessidade da Emater-DF em receber um produto instalado e pronto para o uso a licitacao sera composta
por 1 (um) unico grupo. Valor estimado R$ 520.042,50 (quinhentos e vinte mil quarenta e dois reais e
cinquenta centavos). Programa de Trabalho: 20.606.6207.2173.0007 (EPI). Fonte: 100. Prazo de entrega:
Conforme Termo de Referencia. Recebimento das Propostas: ate 24/10/2019 as 14h00min no endereco
eletronico www.comprasnet.gov.br UASG 926241. Data da Sessao Publica: 24/10/2019 as 14h01min"
