,treated_text
328,"Contratada: Ana Lúcia Borba Assunção. Objeto do Contrato: Prestação de serviços de recebimento, sugestão de avaliação, remoção, conservação, guarda, estadia, depósito e alienação de bens móveis. Contrato nº: BRB-2012/190. Vigência: 12 meses a partir de 30/08/2012 (item 9.7 o Edital de Credenciamento denciamento BRB 004/2011). Valor Global: não especificado. Assinatura: 30/08/2012. Licitação: Credenciamento nº 004/2011. Signatários pelo BRB: Sr. Jorge de Souza Alves. Pela Contratada: Sra. Ana Lúcia Borba Assunção. Executor: Francisco de Assis Gomes. Processo 349/2011"
334,"Contratada: L. E. de Souza Ferreira ME. Objeto: Execução pela Contratada, como Correspondente Não Bancário e serviços Bancários básicos do BRB, situado na Estância Mestre D' Armas 01 Módulo U Lote 22 Planaltina DF. Contrato nº: DIATE/SUCOR-2012/078. Vigência: 30 meses a partir de 27/12/2012. Valor Global: R$ 100.000,00. Assinatura: 26/12/2012. Licitação: Credenciamento nº: 003/2011. Signatários pelo BRB: Alair José Martins Vargas. Pela Contratada: Zigmar Jorge Ferreira. Executor: Humberto Augusto Coelho. Processo 858/2012"
353,"Contratada: ORALDA Marcelino de Sousa ME. Objeto do Contrato: Serviços de Correspondente dente não bancário. Contrato: DIRAD/DESEG-2009/063. Assinatura: 19/04/2009. Vigência 36 meses. Valor: R$540.000,00. Signatários: pelo BRB: Marcos André Maia Bonel. Pela Contratada: da: Oralda Marcelino de Sousa. Processo: 200/2009. CARLOS FREDERICO FAGUNDES LONTRA Gerente de Área em Exercício"
357,"Espécie: Contrato nº 106/2006-SES/DF. Partes: DISTRITO FEDERAL, por intermédio de sua SECRETARIA DE ESTADO DE SAÚDE DO DISTRITO FEDERAL e MINEIRÃO AUTO PEÇAS E SERVIÇOS LTDA. Objeto: A prestação de serviços de manutenção preventiva tiva e corretiva, com aplicação de peças e acessórios genuínos e ou originais, dos veículos AMBULÂNCIA RENAULT MASTER, potência 114 cv, na cor branca, pertencentes à frota da Secretaria de Estado de Saúde do Distrito Federal, com fornecimento de peças a cargo da Contratada. Prazo de Vigência: 12 (doze) meses a contar de sua assinatura, podendo ser prorrogado rogado de acordo com a Lei nº 8.666/93 e suas alterações. Valor: Total de R$ 360.950,74 (trezentos e sessenta mil, novecentos e cinquenta reais e setenta e quatro centavos) e Mensal estimado: R$ 30.079,22 (trinta mil, setenta e nove reais e vinte e dois centavos). Dotação Orçamentária: Unidade Orçamentária: 23901. Programa de Trabalho: 10122010085170052. Fonte de Recurso: 100000000. Natureza de Despesa: 339039. Nota de Empenho: 2006NE08826. Valor: R$ 120.316,88 (cento e vinte mil, trezentos e dezesseis reais e oitenta e oito centavos). Despesa de Publicação: SES. Processo: 060.006.502/05. Data de Assinatura: 06.10.2006. Pela SES/DF: José Maria Freire. Pela contratada: José Sandro Leite dos Santos. Testemunhas: Andréa Porfírio Silva e Jefferson Leonardo Vieira de Souza"
364,"Espécie: Contrato 267/2016-CEB DISTRIBUIÇÃO. Partes: CEB Distribuição S/A e TYCO ELETRONICS BRASIL LTDA. Processo 310.001964/2016, regido pela Lei 8.666/93. Data de Assinatura: 27/10/2016. Objeto: Aquisição de terminais desconectáveis e plugs de conexão. nexão. Vigência: 4 meses. Valor: R$ 255.700,00. Despesa com publicação: CEB Distribuição. buição. Assinaturas: pela CEB Distribuição: Luis Fernando Magmani de Oliveira e Raphael Ehlers dos Santos; e pela Contratada: Belchior Rodrigues da S"
366,"ESPÉCIE: Contrato nº 79/2004-SES/DF. CONTRATANTES: DISTRITO FEDERAL, por intermédio de sua SECRETARIA DE ESTADO DE SAÚDE DO DISTRITO FEDERAL e RADION ELETRÔNICA LTDA. OBJETO: Prestação de serviços de manutenção preventiva va e corretiva, com reposição de peças, para o equipamento de COBALTOTERAPIA, modelo delo THERATRON 780C&233, instalado no Núcleo de Radioterapia do HBDF. PRAZO DE VIGÊNCIA: Doze meses a contar de sua assinatura. VALOR: Total de R$ 147.600,00 (cento e quarenta e sete mil e seiscentos reais). DOTAÇÃO ORÇAMENTÁRIA: UNIDADE ORÇAMENTÁRIA: 23901. PROGRAMA DE TRABALHO: 1030204002 1450013. FONTE TE DE RECURSO: 138000000. NATUREZA DA DESPESA: 339039. NOTA DE EMPENHO: NHO: 2004NE08626, emitida em 13/07/04. DESPESA DE PUBLICAÇÃO: SES. O presente te ajuste obedeceu aos termos do Edital de Tomada de Preços nº 022/2004-COPEL/SuCL/ SEF e demais disposições da Lei nº 8.666/93 e alterações posteriores. Processo nº 060.009.890/03. DATA DE ASSINATURA: 02.08.2004. PELA SES/DF: ALDERY SILVEIRA RA JÚNIOR. PELA CONTRATADA: REINALDO ESCÓRCIO DE OLIVEIRA. TESTEMUNHAS: MUNHAS: ANDRÉA PORFÍRIO SILVA e ÉRIKA VALESKA DOS SANTOS"
371,"Processo: 110.000.088/2009. Fundamento Legal: Edital de Tomada de Preços nº 50/2009-ASCAL/ PRES. Espécie: Contrato de Empreitada Obra Engº D.U. ASJUR/PRES nº 562/2009. Contratantes: COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL-NOVACAP e a firma CD CONSTRUÇÃO E ENGENHARIA LTDA. Objeto: Constitui objeto do presente contrato a execução de campo de futebol, com grama sintética, alambrados e passeios, na Quadra 14, Lotes 05 a 08, em Sobradinho RA V-DF. Valor: O valor total do presente contrato é R$ 862.266,02 (oitocentos e sessenta e dois mil, duzentos e sessenta e seis reais e dois centavos). Prazo/Vigência: O prazo de execução deste Contrato é de 90 (noventa) dias corridos, contados a partir do recebimento da correspondente Ordem de Serviço Externa, e a vigência do Contrato será de 180 (cento e oitenta) dias corridos, contados a partir da data de publicação de seu extrato no Diário Oficial do Distrito Federal. Recursos: A obra de que trata este contrato será executada com recursos procedentes do Convênio nº 124/2009 TERRACAP/NOVACAPISO, de 07/05/2009, publicado em 04/06/2009, vigente até 03/06/2011, conforme Ordem de Serviços nº 135/2009DITEC/TERRACAP DITEC/TERRACAP e Nota de Controle Interno/Extra-Orçamentário, Número/Exercício nº 3958 110/2009, emitida pela NOVACAP CAP em 12/11/2009, no valor de R$ 862.266,02 (oitocentos e sessenta e dois mil, duzentos e sessenta e seis reais e dois centavos). Data Da Assinatura: O termo tem sua assinatura em 19/11/2009. Pela NOVACAP: Luiz Carlos Pietschmann e Maurício Canovas Segura. Pela Contratada: Carlos Augusto Martins Mesquita. Testemunhas: Brieda Moreira Rodrigues e Hélio Mendes da Silva."
372,"Processo: 112.002.281/2007. Fundamento Legal: Edital de Tomada de Preços nº 79/2007-ASCAL/ PRES. Espécie: Contrato de Empreitada Obra Engº D.U. ASJUR/PRES nº 564/2009. Contratantes: COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL-NOVACAP e a firma JM TERRAPLENAGEM RAPLENAGEM E CONSTRUÇÕES LTDA. Objeto: Execução de remanejamento de rede de drenagem pluvia opção 02, na QE 40, Conjunto A, Via Contorno do Guará, no Guará I RA X-DF. valor: O valor total do presente contrato é R$ 1.096.118,19 (um milhão, noventa e seis mil, cento e dezoito reais e dezenove centavos). Prazo/Vigência: O prazo de execução deste Contrato é de 90 (noventa) dias corridos, contados a partir do recebimento da correspondente Ordem de Serviço Externa, e a vigência do Contrato será de 180 (cento e oitenta) dias corridos, contados a partir da data de publicação de seu extrato no Diário Oficial do Distrito Federal. Recursos: A obra de que trata este contrato será executada com recursos procedentes do Convênio nº 124/200 TERRACAP/NOVACAPISO, de 07/05/2009, publicado em 04/06/2009, vigente até 03/06/2011, conforme Ordem de Serviço nº 134/2009DITEC/ DITEC/ TERRACAP e Nota de Controle Interno/Extra-Orçamentário, Número/Exercício nº 3958 107/2009, emitida pela NOVACAP em 12/11/2009, no valor de R$ 1.096.118,19 (um milhão, noventa e seis mil, cento e dezoito reais e dezenove centavos). Data da Assinatura: O termo tem sua assinatura em 19/11/ 2009. Pela NOVACAP: Luiz Carlos Pietschmann e Maurício Canovas Segura. Pela Contratada: Júlio César de Ávila Oliveira. Testemunhas: Brieda Moreira Rodrigues e Hélio Mendes da Silva."
373,"Nº DO PROCESSO: 160.002.053/2001. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 0795/2002. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Márcia de Oliveira-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 25, Quadra 200, Conjunto 02, ADE, Recanto das Emas-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 170,00 (cento e setenta reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 11.09.2002. P/TERRACAP: Eri Rodrigues Varela, Maria Júlia Monteiro da Silva e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: CESSIONÁRIA: Márcia de Oliveira. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira veira e Carvílio Pereira Gomes"
374,"Nº DO PROCESSO: 160.002.144/2001. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 0804/2002. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Annete Comércio de Produtos Alimentícios Ltda-Epp. OBJETO: Concessão são de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 1, Conjunto 20, ADE, Águas Claras-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GABPRG, PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 597,00 (quinhentos e noventa e sete reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: CAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 12.09.2002. P/ TERRACAP: Eri Rodrigues Varela, Maria Júlia Monteiro da Silva e Juvenal Antunes Pereira. P/ CONCESSIONÁRIA: Eliane da Glória Silva Ferreira. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
375,"Nº DO PROCESSO: 160.000.439/2001. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 0807/2002. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Strada Veículos Ltda-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 11, Quadra 15, Conjunto 08, SCIA, Guará-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GABPRG, PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: SAL: R$ 1.086,75 (hum mil e oitenta e seis reais e setenta e cinco centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 12.09.2002. PITERRACAP: Eri Rodrigues Varela, Maria Júlia Monteiro da Silva e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Carlos Antônio David. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
376,"Nº DO PROCESSO: 160.001.991/2001. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 0815/2002. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Restaurante e Lanchonete Potência de Minas Ltda-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado do Lote 09, Quadra 14, Conjunto 02, SCIA, Guará-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 318,50 (trezentos e dezoito reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: CAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 12.09.2002. P/TERRACAP: Eri Rodrigues Varela, Maria Júlia Monteiro da Silva e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Isaac Naves de Oliveira. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
377,"Nº DO PROCESSO: 160.002.014/2001. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 0816/2002. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Beatriz Celina Alves Ferreira da Silva-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 12, Rua 17, Sria, Pólo de Modas do Guará-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo trativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 336,50 (trezentos e trinta e seis reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: CAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 12.09.2002. P/TERRACAP: Eri Rodrigues Varela, Maria Júlia Monteiro da Silva e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: Beatriz Celina Alves Ferreira da Silva. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
378,"Nº DO PROCESSO: 160.000.742/2000. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº. 0821/2002. CONTRATANTES: Companhia Imobiliária de Brasília Terracap e Loja da Borracha Planalto Ltda-me. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 10, Conjunto 04, Quadra 200, ADE, Recanto das Emas-DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 190,50 (cento e noventa reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 16.09.2002. P/TERRACAP: Eri Rodrigues Varela, Maria Júlia Monteiro da Silva e Juvenal Antunes Pereira. P/CONCESSIONÁRIA: João Batista couto Sobrinho. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Carvílio Pereira Gomes"
387,"Processo: — 00111-00005866/2020-57; — ESPÉCIE: Contrato nº 10/2021; CONTRATANTES: COMPANHIA IMOBILIÁRIA DE BRASÍLIA TERRACAP e TECNOVA INSTALAÇÕES E CONSTRUÇÕES DE REDE ELÉTRICA EIRELI ME; OBJETO: A execução de obras para remanejamento de infraestrutura de energia elétrica, no trecho denominado ""Rota de Fuga"", no Setor de Inflamáveis, no Setor de Indústria e Abastecimento, SIA / RA-SIA Distrit Federal; EMBASAMENTO LEGAL: Conforme Edital na modalidade de LICITAÇÃO PRESENCIAL Nº 36/2020-CPLIC/TERRACAP, realizada de acordo com a Lei Federal nº 13.303/2016, assim como pela Resolução nº 267/2020CONAD/TERRACAFP, CONAD/TERRACAFP, à qual se sujeitam as partes contratantes, homologado pela Decisão nº 019/2021, Diretor Técnico da TERRACAP, datada de 10/02/2021, nos termos do item 5.1 da Norma Organizacional nº 4.2.2-B; VALOR: R$136.000,00 (cento e trinta e seis mil reais); VIGÊNCIA: De 22/02/2021 a 22/08/2021; PRAZO DE EXECUÇÃO: 3 (três) meses, contados a partir da emissão da Ordem de Serviço; DOTAÇÃO ORÇAMENTÁRIA: Programa de Trabalho 23.451.6209.5006.2917 Execução de Infraestrutura em Parcelamento TERRACA DF, Classificação Econômica 4490.51 Obras e Instalações, conforme Nota de Empenho nº 0169/2021, datada de 11/02/2021; DESPESAS DE PUBLICAÇÃO: Correrão sob a responsabilidade da TERRACAP; DATA DE ASSINATURA: 22/02/2021; P/CONTRATANTE;: Izidio Santos Junior, Edward Johnson Gonçalves de Abrantes e Hamilton Lourenço Filho; P/CONTRATADA: Dorivam Soares da Silva; TESTEMUNHAS: Leandro do Carmo Cruz e Vanda Maria Costa"
394,"Espécie: Contrato nº 23/2009-FEPECS. Contratantes: FUNDAÇÃO DE ENSINO E PESQUISA QUISA EM CIÊNCIAS DA SAÚDE e a EMPRESA POSITIVE IDIOMAS LTDA ME. Objeto: prestação de serviços profissionais especializados de revisão de texto na língua portuguesa e inglesa dos artigos aprovados para publicação na Revista Comunicação em Ciências da Saúde CCS. Valor Total: R$ 4.400,00 (quatro mil e quatrocentos reais) Dotação Orçamentári Unidade Orçamentária: 23203. Programa de Trabalho: 12573035022300001 Natureza da despesa: 339039. Contrapartida: 99999. Fonte de Recursos: cursos: 100000000. Nota de Empenho Nº 2009NE00219. Prazo de Vigência: 12 (doze) meses, a contar da data de sua assinatura. Modalidade: estimativo. Despesa de Publicação: FEPECS. Processo 064.000.247/2008. A FEPECS e Contratada sujeitar-se-ão as normas da Lei nº 8.666/93 e às cláusulas contratuais. Data de Assinatura: 15/06/2009. Pela FEPECS: PECS: Augusto Carvalho, Pela Contratada: Walter Ribeiro Junior"
396,"Nº DO PROCESSO: 160.000.659/98. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 801/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap — e Centro Automotivo Trato 10 Ltda ME. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 01, Quadra 12, Setor de Expansão Econômica, Sobradinho/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000,273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 137,00 (cento e trinta e sete reais). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Fernando Rosa Gomes. TESTEMUNHAS: Viviane de Castro e Francisca Ferreira de Sena Oliveira"
397,"Nº DO PROCESSO: 160.003.493/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 802/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap — e Speed Car Automóveis Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 04, Conjunto 05, Quadra 15, SCIA, Guará/ DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 831,50 (oitocentos e trinta e um reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P'TERRACAP: Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Gilvan Farah. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Cristiana dos Santos"
398,"Nº DO PROCESSO: 160.000.412/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 803/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap — e Tech Computadores Informática Representações e Serviços Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 02, Conjunto “D”, Quadra 02, Setor de Indústria Bemardo Sayão, Núcleo Bandeirante/ DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 785,00 (setecentos e oitenta cinco reais). VIGÊNCIA: 60 (sessenta) meses contados a e partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária DATA DE ASSINATURA: 27.07.2000. P/""TERRACAP: Alexandre Gonçalves, IIdeu de Oliveira Ronaldo Márcio do Valle. 6CONCESSIONÁRIA: Artur Cezar de Abreu e Benvenuto. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Cristiana dos Santos"
399,"Nº DO PROCESSO: 160.000.140/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 805/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap — e Móveis German Indústria Comércio Hotéis e Turismo Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra dos imóveis denominados Lotes 04 e 05, Conjunto 01, Área de Desenvolvimento Econômico de águas Claras/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GABPRG, PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07,99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 1.210,50 (um mil! duzentos dez reais cinquenta centavos) para cada lote. VIGÊNCIA: 60 (sessenta) e e meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: German Celestino Diaz Garcia. TESTEMUNHAS: Viviane de Castro e Cristiana dos Santos"
400,"Nº DO PROCESSO: 160.000.392/1997. ESPÉCIE: Contrato de Concessao de Direito Real de Uso com Opção de Compra nº 804/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap — e Luzia Elena de Andrade Mariano ME. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 20, Conjunto D, Área Complementar 219, Santa Maria/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 72,50 (setenta e dois reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Ildeu de Oliveira e Ronaldo Múárcio do Valle. P/CONCESSIONÁRIA: Luzia Elena de Andrade Mariano. TESTEMUNHAS: Francisca Ferreira de Sena Oliveira e Cristiana dos Santos"
401,"Nº DO PROCESSO: 160.003.472/99. ESPÉCIE: Contrato de Concessão de Direito Real de Uso com Opção de Compra nº 807/2000. CONTRATANTES: Companhia Imobiliária de Brasíli Terracap — e Speed Comércio, Representação e Intermediação de Veículos Ltda. OBJETO: Concessão de Direito Real de Uso com Opção de Compra do imóvel denominado Lote 03, Conjunto 05, Quadra 15, SCIA, Guará/DF. EMBASAMENTO LEGAL: Tendo em vista o que consta do art. 174 da Constituição Federal, do art. 161 da Lei Orgânica do Distrito Federal, da Lei no. 2.427, de 14 de julho de 1999, regulamentada pelo Decreto nº 21.077, de 23 de março de 2000 e dos Pareceres nºs 28/95-GAB-PRG, exarado no Processo Administrativo nº 111.000.273/90-4 e 152/99-GAB-PRG, de 13.07.99, ambos aprovados pelo Senhor Procurador Geral do Distrito Federal. VALOR DA TAXA MENSAL: R$ 831,50 (oitocentos e trinta um reais e cinquenta centavos). VIGÊNCIA: 60 (sessenta) meses contados a partir da data de e assinatura do instrumento contratual. DESPESAS DE PUBLICAÇÃO: Correrão a expensas da Concessionária. DATA DE ASSINATURA: 27.07.2000. P/TERRACAP: Alexandre Gonçalves, Ildeu de Oliveira Ronaldo Márcio do Valle. P/CONCESSIONÁRIA: Gilvan Farah. TESTEMUNHAS: Francisca e Ferreira de Sena Oliveira e Cristiana dos Santos"
