,Tipo do Ato,Id Ato,DODF,Data Ato/DODF,Processo GDF/SEI,Tipo,Modo de Disputa,Objeto,Valor Estimado,Texto,Redator
44,AVISO DE ABERTURA DE LICITACAO,,2021\03_Março\DODF 057 25-03-2021 1,24 de marco de 2021,0005000012112201864, Menor Preco, Aberto,,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 06/2021 Processo: 0005000012112201864. Tipo: Menor Preco. Modo de disputa: Aberto. Objeto: Aquisicao de tecidos, grampeador, fita crepe, jogo de curvas, papel, rodos, sacaria, graficos, materiais escolares, barbantes, pinceis, quadro branco, apagador, kit de maquiagem, chapas de madeira, atadura, gesso, cola branca, spray, luvas, telas para serigrafia e lanterna tatica para atender ao Programa Picasso Nao Pichava da SSPDF. VALOR TOTAL ESTIMADO: R$ SIGILOSO. DOTACAO: UO 24.101 SSP/DF. PROG. TRAB.: 06.422.6217.2775.0001 e 06.181.6217.3029.0015. N.D. 3.3.90.30, 3.3.90.32 e 4.4.90.52. F.R.: 100. PRAZOS: De Entrega: 30 dias corridos contados da assinatura do contrato ou do recebimento da Nota de Empenho. Vigencia do contrato: 90 (noventa) dias a contar de sua assinatura. DATA DA SESSAO PUBLICA: dia 07/04/2021, as 10h00min no https://www.gov.br/compras/pt-br/. UASG 450107. O Edital esta disponivel no endereco acima e no http://ssp.df.gov.br/licitacoes. Brasilia/DF, 24 de marco de 2021 AMILCAR UBIRATAN URACH VIEIRA ",
45,AVISO DE ABERTURA DE LICITACAO,,2021\03_Março\DODF 060 30-03-2021 1,30-03-2021,0000100033436202017, maior desconto,,," R$ 30.000,00.Data/hora da Sessao Publica: 14/04/2021","AVISO DE ABERTURA DE LICITACAO EXCLUSIVA PREGAO ELETRONICO No 10/2021 Processo: 0000100033436202017. Objeto: Contratacao de empresa especializada para o fornecimento de medicamentos e materiais hospitalares, para atendimento do Setor de Assistencia a Saude da Camara Legislativa do Distrito Federal (SAS/CLDF) de acordo com as especificacoes e quantitativos constantes do Termo de Referencia Anexo I do Edital. Valor estimado: R$ 30.000,00.Data/hora da Sessao Publica: 14/04/2021, as 14h30min. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: maior desconto. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no linkPortal da Transparencia. Maiores informacoes (61) 3348-8650 ou pelo e-mail: cpl@cl.df.gov.br. LANA MARTA GONCALVES PIRES ",
46,AVISO DE ABERTURA DE LICITACAO,,2021\03_Março\DODF 061 31-03-2021 1,29 de marco de 2021,0011100009757202017," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao de obras de engenharia para implantacao de infraestrutura
de drenagem",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100009757202017 Modalidade/numero: Licitacao Presencial no 01/2021 Tipo: Menor Preco Objeto: Contratacao de obras de engenharia para implantacao de infraestrutura de drenagem, pavimentacao, sinalizacao e meios-fios, na Quadra 01, do Setor Habitacional Jardim Botanico III RA XXVII/DF Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 27/04/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 29 de marco de 2021 GLAUBER TEODORO FARIA Presidente da Comissao SECRETARIA DE ESTADO DE ",
47,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 062 05-04-2021 1,05-04-2021,0009400006618201963,"
MENOR PRECO",,," R$ 536.802,03 ","AVISO DE ABERTURA DE LICITACAO TOMADA DE PRECOS No 01/2021 Processo: 0009400006618201963. Objeto: Contratacao Regular de empresa especializada para construcao de 02 (dois) Reservatorios de Efluentes Liquidos (Chorume) - Tanque de Seguranca/Equalizacao localizado no Aterro Sanitario de Brasilia - ASB, conforme quantidades, especificacoes tecnicas e demais condicoes constantes do Anexo I do Edital. A COMISSAO PERMANENTE DE LICITACAO, DO SERVICO DE LIMPEZA URBANA DO DISTRITO FEDERAL, torna publico a Tomada de Precos no 01/2021-SLU/DF. Tipo: MENOR PRECO. Valor estimado: R$ 536.802,03 (quinhentos e trinta e seis mil, oitocentos e dois reais e tres centavos). Unidade Orcamentaria: 22214, Elemento de Despesa: 44.90.51. PT: 15.452.6209.3016.0001. DATA DA SESSAO PUBLICA: 22/04/2021, as 09h (horario de Brasilia) no endereco SETOR COMERCIAL SUL Quadra 08 Bl. B-50, 6o andar Ed. Venancio 2.000 Auditorio - Brasilia/DF. O Edital ficara disponivel no sitio http://www.slu.df.gov.br/tomadade precos/2021. Outras informacoes e esclarecimentos poderao ser obtidos nos telefones 3213-0200, no horario de 9h as 12h e das 14h as 17h. NEIDE APARECIDA BARROS DA SILVA ",
48,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 064 07-04-2021 1,31 de marco de 2021,0011100008444202033," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo de empresa especializada para execucao de
obras de pavimentacao",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100008444202033 Modalidade/numero: Licitacao Presencial no 06/2021 Tipo: Menor Preco Objeto: Contratacao por escopo de empresa especializada para execucao de obras de pavimentacao, sinalizacao e drenagem nas vias de acesso e estacionamentos publicos da SQNW 102, Projecao E; SQNW 103, Projecao B e SQNW 104, Projecao D/E. Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 29/04/2021 as, 10 horas. Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 31 de marco de 2021 GLAUBER TEODORO FARIA Presidente da Comissao BIOTIC S/A DIRETORIA DE ADMINISTRACAO E FINANCAS ",
49,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 066 09-04-2021 1,08 de abril de 2021,0005000037157202066, Menor Preco, Aberto,,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 07/2021 Processo: 0005000037157202066. TIPO: Menor Preco. Modo de disputa: Aberto. OBJETO: Contratacao de empresa especializada para prestacao de servicos em arquitetura e/ou engenharia para fornecer a Secretaria de Estado de Seguranca Publica do Distrito Federal projetos executivos de arquitetura e engenharia (incluindo todas as pecas tecnicas pertinentes), para a SSPDF. VALOR TOTAL ESTIMADO: R$ 727.771,80. DOTACAO: UO 24.101 SSP/DF. PROG. TRAB.: 06.181.6217.1569.0004. N.D. 3.3.90.39. F.R.: 100. PRAZOS: De Entrega: 90 dias corridos contados da assinatura do contrato ou do recebimento da Nota de Empenho. Vigencia do contrato: 180 (cento e oitenta) dias a contar de sua assinatura. DATA DA SESSAO PUBLICA: dia 26/04/2021, as 10h00min no https://www.gov.br/compras/pt-br/. UASG 450107. O Edital esta disponivel no endereco acima e no http://ssp.df.gov.br/licitacoes. Brasilia/DF, 08 de abril de 2021 AMILCAR UBIRATAN URACH VIEIRA ",
50,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 067 12-04-2021 1,12-04-2021,0006300002703202026,,,," de R$ 34.237,50 ","AVISO DE ABERTURA DE LICITACAO No 06/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia, torna publico a realizacao de Licitacao, por Menor Preco por Item, para contratacao de empresa especializada na prestacao de servicos de CERTIFICACAO de sistemas de gestao, em conformidade com a Norma ABNT NBR ISO 9001:2015 Sistemas de Gestao da Qualidade Requisitos para atender as necessidades da Fundacao Hemocentro de Brasilia, de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos; Processo: 0006300002703202026. Valor estimado de R$ 34.237,50 (trinta e quatro mil duzentos e trinta e sete reais e cinquenta centavos). Data limite de recebimento das propostas ate as 10:00 horas do dia 26/04/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte CEP 70710-908  Brasilia/DF. A sessao Publica sera processada no dia 25/03/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HENRIQUE SANJIRO YUZUKI FARIAS ",
51,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 068 13-04-2021 1,13-04-2021,0010008532019, menor preco,,," R$ 32.975,00","AVISO DE ABERTURA DE LICITACAO EXCLUSIVA PREGAO ELETRONICO No 11/2021 Processo: 0010008532019. Objeto: Contratacao de empresa especializada na execucao de servicos de confeccao e fornecimento de cartao em PVC, personalizados, que serao utilizados pelos associados do Fundo de Assistencia a Saude dos Servidores e Deputados da Camara Legislativa do Distrito. Valor estimado: R$ 32.975,00. Data/hora da Sessao Publica: 26/04/2021, as 14h30min. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no linkPortal da Transparencia. Maiores informacoes (61) 3348-8650 ou pelo e-mail: cpl@cl.df.gov.br. LANA MARTA GONCALVES PIRES ",
52,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 069 14-04-2021 1,14-04-2021,0006300000936202094,,,,,"AVISO DE ABERTURA DE LICITACAO No 07/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia torna publico a realizacao de Licitacao, por Menor Preco, para contratacao de empresa especializada no fornecimento de insumos, com disponibilizacao de equipamentos, em regime de comodato, e servicos de manutencao, para realizacao do exame de deteccao de hemoglobinas anormais, pelas metodologias de Cromatografia Liquida de Alta Eficiencia (HPLC) ou Eletroforese Automatizada, pelo Laboratorio de Imuno-hematologia de Doadores, da Fundacao Hemocentro de Brasilia - FHB, de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos; Processo: 0006300000936202094, valor de R$ 568.400,00 (quinhentos e sessenta e oito mil e quatrocentos reais). Data limite de recebimento das propostas ate as 10:00 horas do dia 28/04/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte CEP 70710-908  Brasilia/DF. A sessao Publica sera processada no dia 28/04/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HENRIQUE SANJIRO YUZUKI FARIAS ",
53,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 069 14-04-2021 1,12 de abril de 2021,0011100007847202065," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao pelo menor preco",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no298/2020 - DIRAF, comunica a realizacao do seguinte certame. PAGINA 100 Diario Oficial do Distrito Federal         No 69, QUARTA-FEIRA, 14 DE ABRIL DE 2021 Documento assinado digitalmente, original em https://www.dodf.df.gov.br Processo: 0011100007847202065 Modalidade/numero: Pregao Eletronico no 01/2021 Tipo: Menor Preco Objeto: Contratacao pelo menor preco, sob demanda para eventual, prestacao de servicos de empresa especializada de forma continua de higienizacao e manutencao preventiva/corretiva incluindo troca com fornecimento de pecas de equipamentos de aparelhos de ar condicionado tipo ""Split/Piso"", sob forma de execucao indireta, no regime de empreitada por preco unitario, visando atender as necessidades detodas as edificacoes que a Terracap utiliza como imoveis proprios Valor estimado (R$): O valor estimado e de R$ 66.604,94 (sessenta e seis mil seiscentos e quatro reais e noventa e quatro centavos). Data/hora de abertura: 04/05/2021, as 10:00 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 12 de abril de 2021 GLAUBER TEODORO FARIA SECRETARIA DE ESTADO DE ",
54,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 070 15-04-2021 1,14 de abril de 2021,0005000001870202152, Menor Preco, Aberto,,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 08/2021 Processo: 0005000001870202152 TIPO: Menor Preco. Modo de disputa: Aberto. OBJETO: Aquisicao de bens, Totens/Dispenser para alcool em gel e alcool em gel galao de 5 litros, para atender demanda da Secretaria de Estado de Seguranca Publica do Distrito Federal. VALOR TOTAL ESTIMADO: R$ SIGILOSO. DOTACAO: UO 24.101  SSP/DF. PROG. TRAB: 06.122.8217.8517.0135. N.D. 3.3.90.30. F.R.: 100. PRAZOS: De Entrega: 10 dias corridos contados da assinatura do contrato ou do recebimento da Nota de Empenho. Vigencia do contrato: 90 (noventa) dias a contar de sua assinatura. DATA DA SESSAO PUBLICA: dia 28/04/2021, as 10h00min no https://www.gov.br/compras/pt-br/. UASG 450107. O Edital esta disponivel no endereco acima e no http://ssp.df.gov.br/licitacoes. Brasilia/DF, 14 de abril de 2021 AMILCAR UBIRATAN URACH VIEIRA ",
55,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 070 15-04-2021 1,14 de abril de 2021,0011100008912202070," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo de empresa especializada com vistas a
EXECUCAO DAS OBRAS DE URBANIZACAO E CONSTRUCAO
DAS ILHAS OESTE E LESTE DO PARQUE BURLE MARX 
SETOR HABITACIONAL NOROESTE  SHNW",,, ,"AVISO DE ABERTURA DE LICITACAO (*) O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a REPETICAO do seguinte certame: Processo: 0011100008912202070 Modalidade/numero: Licitacao Presencial no 03/2021 - REPETICAO Tipo: Menor Preco Objeto: Contratacao por escopo de empresa especializada com vistas a EXECUCAO DAS OBRAS DE URBANIZACAO E CONSTRUCAO DAS ILHAS OESTE E LESTE DO PARQUE BURLE MARX  SETOR HABITACIONAL NOROESTE SHNW, BRASILIA/DF Valor estimado (R$): O valor estimado pela TERRACAP com o BDI e de R$ 7.483.621,77 (sete milhoes, quatrocentos e oitenta e tres mil, seiscentos e vinte e um reais e setenta e sete centavos). Data/hora de abertura: 11/05/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 14 de abril de 2021 GLAUBER TEODORO FARIA Presidente da Comissao __________________ (*) Republicado por ter sido encaminhado com incorrecao no original, publicado no DODF no 54, de 22 de marco de 2021 pagina 96. O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100008912202070 Modalidade/numero: Licitacao Presencial no 07/2021 Tipo: Menor Preco Objeto: Contratacao por escopo de servicos com vistas a elaboracao de laudos de sondagem a trado, para verificar o n/a (nivel dagua), com o objetivo de delinear a presenca dos solos hidromorficos no terreno relativo ao imovel 058045 - mspw/s trecho 02 supermercado SETOR DE MANSOES PARK WAY RA XXIV, BRASILIA/DF Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 06/05/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF,13 de abril de 2021 GLAUBER TEODORO FARIA Presidente da Comissao SECRETARIA DE ESTADO DE ",
56,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 071 16-04-2021 1,16-04-2021,0006300005383202066,,,,,"AVISO DE ABERTURA DE LICITACAO No 08/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia torna publico a realizacao de Licitacao, por Menor Preco Global, para Registro de Precos para Aquisicao de insumos para realizacao dos ensaios de contagem automatica de celulas sanguineas dos hemocomponentes produzidos pela Fundacao Hemocentro de Brasilia (FHB) e para a realizacao dos hemogramas dos candidatos a doacao por Aferese, de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos; Processo: 0006300005383202066, valor de R$ 19.057,26 (dezenove mil cinquenta e sete reais e vinte e seis centavos).Data limite de recebimento das propostas ate as 10:00 horas do dia 03/05/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte  CEP 70710-908 Brasilia/DF. A sessao Publica sera processada no dia 03/05/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HENRIQUE SANJIRO YUZUKI FARIAS ",
57,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 071 16-04-2021 1,16-04-2021,0006300000338202104,,,,,"AVISO DE ABERTURA DE LICITACAO No 09/2021 - UASG 926334 A Fundacao Hemocentro de Brasilia torna publico a realizacao de Licitacao, por Menor Preco, para Registro de Precos para Aquisicao de MATERIAIS TECNICOS visando atender as demandas das areas tecnicas da FHB, de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos; Processo: 0006300000338202104, valor de R$ 223.935,86 (Duzentos e vinte e tres mil e novecentos e trinta e cinco reais e oitenta e seis centavos).Data limite de recebimento das propostas ate as 10:00 horas do dia 04/05/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte CEP 70710-908 Brasilia/DF. A sessao Publica sera processada no dia 04/05/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HENRIQUE SANJIRO YUZUKI FARIAS ",
58,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 072 19-04-2021 1,15 de abril de 2021,0011100000196202163," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo de empresa especializada para a
execucao das obras de remanejamento de linha de distribuicao
de 34",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100000196202163 Modalidade/numero: Licitacao Presencial no 04/2021 Tipo: Menor Preco Objeto: Contratacao por escopo de empresa especializada para a execucao das obras de remanejamento de linha de distribuicao de 34,5 kV, no Setor de Habitacoes Coletivas Noroeste - SHCNW, Plano Piloto / RA-I - Distrito Federal, na forma de execucao indireta, sob regime de empreitada por preco unitario Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 18/05/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 15 de abril de 2021 GLAUBER TEODORO FARIA Presidente da Comissao SECRETARIA DE ESTADO DE EMPREENDEDORISMO JUNTA COMERCIAL, INDUSTRIAL E SERVICOS DO DISTRITO FEDERAL ",
59,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 074 22-04-2021 1,22-04-2021,,,,,,AVISO DE ABERTURA DE LICITACAO PUBLICA NACIONAL PROJETO BR-L 1076 SDE-DF/BID PROCIDADES PROGRAMA DE DESENVOLVIMENTO ECONOMICO DO ,
60,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 077 27-04-2021 1,27-04-2021,0005300061532202012, Menor preco,,,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 42/2021 Processo: 0005300061532202012. TIPO: Menor preco. OBJETO: Aquisicao de 8 (oito) motos aquaticas de tres lugares, como motor a 4 tempos/gasolina, potencia minima de 170 HP/1600cc com carretas rodoviarias, para uso nas atividades de Salvamento Aquatico do Grupamento de Busca e Salvamento -GBS do Corpo de Bombeiros Militar do Distrito Federal, conforme Edital e anexos. VALOR MAXIMO DA CONTRATACAO: R$ 1.078.985,76; PROGRAMA DE TRABALHO: 28.845.0903.00NR.0053; ELEMENTO DE DESPESA: 44.90.52; FONTE DO RECURSO: 100 FCDF. O DICOA informa a ABERTURA da licitacao, para o dia 07/05/2021 as 13:30h. LOCAL: site: www.gov.br/compras/pt-br. RETIRADA DO EDITAL pela internet, nos sites www.cbm.df.gov.br e www.gov.br/compras/pt-br. UASG: 170394. Inf.: (61) 3901-3614. HELIO PEREIRA LIMA ",
61,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 078 28-04-2021 1,28-04-2021,0006300005521202015,,,," de
R$ 38.281,20 ","AVISO DE ABERTURA DE LICITACAO No 10/2021- UASG 926334 A Fundacao Hemocentro de Brasilia, torna publico a realizacao de Licitacao, por Menor Preco Global, para aquisicao de insumos necessarios para resolucao de casos complexos imuno-hematologicos de pacientes atendidos na Hemorrede do Distrito Federal e de doadores de sangue da Fundacao Hemocentro de Brasilia - FHB, pelo Laboratorio de Imuno- hematologia de Pacientes da FHB, de acordo com as condicoes, quantidades e exigencias estabelecidas no Edital e seus anexos; Processo: 0006300005521202015, valor estimado de R$ 38.281,20 (trinta e oito mil duzentos e oitenta e um reais e vinte centavos). Data limite de recebimento das propostas ate as 10:00 horas do dia 10/05/2021. O Edital encontra-se disponibilizado, no sitio: www.gov.br/compras, no sitio www.fhb.df.gov.br e no endereco: Setor Medico Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte CEP 70710-908 Brasilia/DF. A sessao Publica sera processada no dia 11/05/2021 as 10:00 horas no sitio do Compras Governamentais, nos termos do Edital. HENRIQUE SANJIRO YUZUKI FARIAS ",
62,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 079 29-04-2021 1,29-04-2021,,,,,,AVISO DE ABERTURA DE LICITACAO COMPARACAO DE PRECO PUBLICA CPP 001/2021 PROJETO BR-L 1076 SDE-DF/BID PROCIDADES PROGRAMA DE DESENVOLVIMENTO ECONOMICO DO ,
63,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 079 29-04-2021 1,29-04-2021,,,,,,AVISO DE ABERTURA DE LICITACAO COMPARACAO DE PRECO PUBLICA CPP 002/2021 PROJETO BR-L 1076 SDE-DF/BID PROCIDADES PROGRAMA DE DESENVOLVIMENTO ECONOMICO DO DISTRITO ,
64,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 079 29-04-2021 1,29-04-2021,,,,,,AVISO DE ABERTURA DE LICITACAO DE COMPARACAO DE PRECO PUBLICA PROJETO BR-L 1076 SDE-DF/BID PROCIDADES PROGRAMA DE DESENVOLVIMENTO ECONOMICO ,
65,AVISO DE ABERTURA DE LICITACAO,,2021\04_Abril\DODF 080 30-04-2021 1,30-04-2021,,,,,,AVISO DE ABERTURA DE LICITACAO PUBLICA NACIONAL PROJETO BR-L 1076 SDE-DF/BID PROCIDADES PROGRAMA DE DESENVOLVIMENTO ECONOMICO DO ,
66,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 081 03-05-2021 1,29 de abril de 2021,0011100000532202178," Menor Preco
<END_OF_BLOCK>
Objeto:
<END_OF_BLOCK>
Contratacao por escopo de empresa especializada",,, ,"AVISO DE ABERTURA DE LICITACAO O Presidente da Comissao de Licitacao para Compra de Bens, Servicos e Obras  CPLIC/TERRACAP, no uso das atribuicoes que lhe confere a Portaria no 298/2020 - DIRAF, comunica a realizacao do seguinte certame. Processo: 0011100000532202178 Modalidade/numero: Licitacao Presencial no 10/2021 Tipo: Menor Preco Objeto: Contratacao por escopo de empresa especializada, para elaboracao de projeto de Sistema de Protecao contra Incendio e Panico que contemple todo o Aerodromo de Brasilia, tambem conhecido como Aerodromo Botelho, com obtencao da aprovacao do projeto, por parte do Contratado, junto ao Corpo de Bombeiros Militar do Distrito Federal (CBMDF), visando a adequacao das instalacoes prediais existentes, as Normas e exigencias do Corpo de Bombeiros. Valor estimado (R$): O valor estimado e sigiloso nos termos do Art. 34 da Lei no 13.303/2016. Data/hora de abertura: 27/05/2021 as, 10 horas Retirada do Edital e anexos: Gratuitamente no sitio da Terracap www.terracap.df.gov.br, na secao licitacoes compras/servicos. Brasilia/DF, 29 de abril de 2021 GLAUBER TEODORO FARIA Presidente da Comissao PAGINA 77 Diario Oficial do Distrito Federal         No 81, SEGUNDA-FEIRA, 03 DE MAIO DE 2021 Documento assinado digitalmente, original em https://www.dodf.df.gov.br COMISSAO DE VENDA DIRETA ",
67,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 082 04-05-2021 1,04-05-2021,,,,,,AVISO DE ABERTURA DE LICITACAO DE COMPARACAO DE PRECO PUBLICA PROJETO BR-L 1076 SDE-DF/BID PROCIDADES PROGRAMA DE DESENVOLVIMENTO ECONOMICO DO ,
68,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 084 06-05-2021 1,06-05-2021,0000100013872202061, menor preco,,," R$ 73.510,95","AVISO DE ABERTURA DE LICITACAO EXCLUSIVA PREGAO ELETRONICO No 14/2021 Processo: 0000100013872202061. Objeto: Aquisicao de licencas anuais do software ZOOM do tipo Zoom Business Host, de acordo com as condicoes, especificacoes e quantidades estabelecidas no Termo de Referencia Anexo I do Edital. Valor estimado: R$ 73.510,95. Data/hora da Sessao Publica: 18/05/2021, as 09:30h. Local: Internet, no endereco www.comprasnet.gov.br. Tipo: menor preco. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) e www.cl.df.gov.br, no link Portal da Transparencia. Maiores informacoes (61) 3348- 8650 ou cpl@cl.df.gov.br. DIRCEU FALCAO DA MOTA NETO ",
69,AVISO DE ABERTURA DE LICITACAO,,2021\05_Maio\DODF 086 10-05-2021 1,10-05-2021,0040100010208202085, menor preco por item,,,,"AVISO DE ABERTURA DE LICITACAO PREGAO ELETRONICO No 03/2021 - (UASG: 926314) Processo: 0040100010208202085. Objeto: Contratacao de empresa, por meio de Pregao Eletronico, para aquisicao de 32 (trinta e dois) nobreaks de no minimo 3,0 kVA, fator de potencia(FP) de no minimo 0,7, contemplando os servicos de instalacao, configuracao, teste de funcionamento e prestacao de garantia do fabricante, conforme condicoes, quantidades e exigencias estabelecidas neste Edital e seus anexos. A despesa com a execucao do objeto desta licitacao e estimada em R$ 218.808,96 (duzentos e dezoito mil oitocentos e oito reais e noventa e seis centavos) para o custo total da contratacao. Tipo de Licitacao: menor preco por item. Horario e data de abertura do certame: 14h00, do dia 20 de maio de 2021. O Edital podera ser retirado nos enderecos eletronicos www.comprasgovernamentais.gov.br e http://transparencia.defensoria.df.gov.br/. CINTHIA MARIA S. D. DE OLIVEIRA Pregoeira INEDITORIAL ",
