,texto
1797,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 126/2019
COTA RESERVADA (ME/EPP/MEI). PROCESSO No: 092.002101/2019. OBJETO: Registro de precos
para aquisicao de equipamentos e utensilios para refeitorio, copa e cozinha. (cartucho, filtro, garrafa
termica, entre outros). CRITERIO DE JULGAMENTO: Menor Preco; DOTACAO ORCAMENTARIA:
UO: 22.202; PROGRAMA DE TRABALHO: 17.122.6001.8517/6977; NATUREZA DE DESPESA:
33.90.30; Codigo de Aplicacao: 12.403.402.200-0. FONTE DE RECURSO: Recursos Proprios,
CODIGO: 11.101.000.000-3. ENTREGA: 30 dias. VIGENCIA: 365 dias. ABERTURA: 04/06/2019, as
09 horas no site www.comprasnet.gov.br (UASG: 974200). INFORMACOES: O edital e seus anexos
encontram-se disponiveis no site: www.caesb.df.gov.br - menu Licitacoes, a partir do dia 21/05/2019.
Fone: (61) 3213-7340, E-mail: licitacao@caesb.df.gov.br.
NARA MAGALHAES DA SILVA
Pregoeira"
1808,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 127/2019
COTA RESERVADA (ME/EPP/MEI). PROCESSO No: 092.001884/2019. OBJETO: Registro de precos
para aquisicao de barrilha leve - carbonato de sodio. CRITERIO DE JULGAMENTO: Menor Preco.
DOTACAO ORCAMENTARIA: UO: 22.202; PROGRAMA DE TRABALHO: 17.122.6001.8517/6977;
NATUREZA DE DESPESA: 339030; Codigo de Aplicacao: 12.403.402.200-0. FONTE DE RECURSO:
Recursos Proprios, CODIGO: 11.101.000.000-3. ENTREGA: 05 dias. VIGENCIA: 365 dias.
ABERTURA:  05/06/2019,  as  09  horas no  site  www.comprasnet.gov.br  (UASG:  974200).
INFORMACOES: O edital e seus anexos encontram-se disponiveis no site: www.caesb.df.gov.br -
menu  Licitacoes,  a  partir  do  dia  21/05/2019.  Fone:  (61)  3213-7575,  E-mail:
l i c i t a c a o @ c a e s b . d f . g o v. b r.
ELISA TEREZINHA HAMMES
Pregoeira"
1809,"AVISO DE ABERTURA DE LICITACAO
PREGAO ELETRONICO No 41/2019
Processo: 001-001438/2019. Objeto Contratacao de empresa especializada para o fornecimento de
medicamentos e insumos medico-hospitalares, sob demanda, para atendimento do Setor de Assistencia a
Saude da CLDF, conforme Termo de Referencia, Anexo I do Edital. Valor estimado: R$ 22.500,00.
Data/hora da Sessao Publica: 12/12/2019, as 14:30. Local: Internet, no endereco www.comprasnet.gov.br.
Tipo: maior desconto. O edital encontra-se nos enderecos: www.comprasnet.gov.br (UASG 974004) e
www.cl.df.gov.br, no link transparencia. Maiores informacoes (61) 3348-8650.
Brasilia/DF, 27 de novembro de 2019
DANIEL LUCHINE ISHIHARA
Pregoeiro"
1832,"AVISO DO PREGAO ELETRONICO No 085/2019
O BRB - BANCO DE BRASILIA S.A. torna publica a data de realizacao do Pregao Eletronico no
085/2019.  Data,  horario  e  endereco  eletronico  para  abertura:  11/12/2019,  as  8h,
www.comprasgovernamentais.gov.br. Objeto: fornecimento parcelado de aproximadamente 36.120
(trinta e seis mil cento e vinte) garrafoes de 20 litros de agua mineral e/ou natural potavel, sem gas,
incluindo o servico de entrega, para o consumo das dependencias do BRB - Banco de Brasilia S.A.
no exercicio de 2020. O valor estimado e sigiloso e esta em conformidade com o Art. 34 da Lei no
13.303/2016. Local de obtencao do edital: www.comprasgovernamentais.gov.br. UASG: 925008.
Processo no 1078/2019. Carlos F. L Fagundes - Pregoeiro."
1845,"AVISO DO PREGAO ELETRONICO No 036/2019
O BRB - BANCO DE BRASILIA S.A. torna publica a data de realizacao do Pregao Eletronico no
036/2019.  Data,  horario  e  endereco  eletronico  para  abertura:  20/12/2019,  as  14h,
www.comprasgovernamentais.gov.br. Objeto: a contratacao de Solucao de filtro Web para
monitoramento, filtragem e melhoria do desempenho durante o acesso as redes nao confiaveis. O valor
estimado esta em conformidade com o Art. 34 da Lei no 13.303/2016. Local de obtencao do edital:
www.comprasgovernamentais.gov.br. UASG: 925008. Processo no 058/2019. Rafael Madruga Lopes -
Pregoeiro."
1857,"AVISO DE LICITACAO
AVISO DE REABERTURA PREGAO ELETRONICO 11/2019
AMPLA CONCORRENCIA
A SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO
RURAL DO DISTRITO FEDERAL - SEAGRI/DF, torna publico que reabre a licitacao do tipo
MENOR PRECO POR ITEM na modalidade de PREGAO na forma ELETRONICA, com previsao de
abertura do certame para 11/12/2019, as 09h00m. Processo no 00070-00006432/2019-91 (SEI).
OBJETO: Aquisicao de veiculos de passeio com motor 1.0 para serem utilizados pela Diretoria de
Inspecao de Produtos de Origem Vegetal e Animal - DIPOVA da SEAGRI/DF, conforme descricao,
caracteristicas, prazos, condicoes e demais obrigacoes e informacoes constantes dos Anexos do Edital,
com valor Total Estimado de R$ 93.791,70 (noventa e tres mil, setecentos e noventa e um reais e
setenta  centavos).  O  Edital podera  ser  retirado  a  partir  da publicacao  no  Portal
www.comprasgovernamentais.gov.br ou no portal da seagri.df.gov.br, ""Licitacao"", a partir da sua
publicacao e/ou divulgacao.
Brasilia/DF, 28 de novembro de 2019
EDILENE DIAS CERQUEIRA
Pregoeira"
1868,"AVISO DE LICITACAO
LIC ALIENACAO CEB-DIS No 001-A001-A01229/2019 ELETRONICO
Processo: 00310-00010898/2019-76; Objeto: ALIENACAO DE BENS INSERVIVEIS: F-1000,
REBOQUE, MOTO ESMERIL, MONTADOR DE RODA, MB 709, MERCEDES BENS, GM 12000,
GIRAFA (DE RETIRAR O MOTOR), F-4000, F-12000 SKY, EMPILHADEIRA, ARREBITADEIRA,
ENTRE OUTROS. Abertura: 18/12/2019 as 15h. Valor minimo geral: R$105.500,00 (cento e cinco
mil e quinhentos reais). O Edital podera ser adquirido no Portal de Compras da CEB Distribuicao
(http://compras.ceb.com.br). Demais informacoes pelos telefones 3465-9014/9317/9297.
Brasilia/DF, 28 de novembro de 2019.
MARCELO ANDRADE CRUZ
Presidente da Comissao"
1879,"AVISO DE LICITACAO
LIC ALIENACAO CEB-DIS No 001-A001-A01230/2019 - ELETRONICO
Processo: 00310-00010898/2019-76; Objeto: ALIENACAO DE BENS INSERVIVEIS: IVECO DAILY,
S-10 2.8-CD E REBOQUE DE BOBINA. Abertura: 16/12/2019 as 10h. Valor minimo geral:
R$130.000,00 (cento e trinta mil reais). O Edital podera ser adquirido no Portal de Compras da CEB
Distribuicao (http://compras.ceb.com.br). Demais informacoes pelos telefones 3465-9014/9317/9297.
Brasilia/DF, 28 de novembro de 2019.
MARCELO ANDRADE CRUZ
Presidente da Comissao"
1890,"AVISO DE LICITACAO
LIC ALIENACAO CEB-DIS No 001-A001-A01231/2019 - ELETRONICO
Processo: 00310-00010898/2019-76; Objeto: ALIENACAO DE BENS INSERVIVEIS: UNO MILLE,
S-10 C.D, TOYOTA E TORNO. Abertura: 17/12/2019 as 10h. Valor minimo geral: R$73.030,00
(setenta e tres mil e trinta reais). O Edital podera ser adquirido no Portal de Compras da CEB
Distribuicao (http://compras.ceb.com.br). Demais informacoes pelos telefones 3465-9014/9317/9297.
Brasilia/DF, 28 de novembro de 2019.
MARCELO ANDRADE CRUZ
Presidente da Comissao"
1901,"AVISO DE LICITACAO
LIC ALIENACAO CEB-DIS No 001-A001-A01233/2019 - ELETRONICO
Processo: 00310-00010898/2019-76: Objeto: ALIENACAO DE BENS INSERVIVEIS: SUCATAS DE
CONECTORES, POSTES, MESAS DE MADEIRA, CADEIRAS E OUTROS. Abertura: 19/12/2019
as 10h. Valor minimo geral: R$1.437.337,00 (um milhao e quatrocentos e trinta e sete mil e trezentos
e trinta e sete reais). O Edital podera ser adquirido no Portal de Compras da CEB Distribuicao
(http://compras.ceb.com.br). Demais informacoes pelos telefones 3465-9014/9317/9297.
Brasilia/DF, 28 de novembro de 2019.
MARCELO ANDRADE CRUZ
Presidente da Comissao"
1912,"AVISO DE LICITACAO
LIC ALIENACAO CEB-DIS No 001-A001-A01234/2019 - ELETRONICO
Processo: 00310-00010898/2019-76; Objeto: ALIENACAO DE BENS INSERVIVEIS: SUCATAS DE
CABO DE ALUMINIO E COBRE, TRANSFORMADORES E OUTROS. Abertura: 20/12/2019 as
10h. Valor minimo geral: R$11.719.190,00 (onze milhoes e setecentos e dezenove mil e cento e
noventa reais). O Edital podera ser adquirido no Portal de Compras da CEB Distribuicao
(http://compras.ceb.com.br). Demais informacoes pelos telefones 3465-9014/9317/9297.
Brasilia/DF, 28 de novembro de 2019.
MARCELO ANDRADE CRUZ
Presidente da Comissao"
1923,"AVISO DE LICITACAO
LIC SERVICOS CEB-D No 001-S01185/2019 - (ELETRONICO)
Processo: 00310-00010488/2019-25; Objeto: CONTRATACAO DE EMPRESA ESPECIALIZADA NA
PRESTACAO DE SERVICOS DE EMISSAO DE BILHETES ELETRONICOS (E-TICKET COM
RESPECTIVO  ""CODIGO LOCALIZADOR"")  DE PASSAGENS  AEREAS NACIONAIS  E
INTERNACIONAIS, CONFORME PROJETO BASICO No GRSG/2019. Abertura: 20/12/2019 as 15h.
Valor global estimado: R$750.000,00 (setecentos e cinquenta mil reais). O Edital podera ser adquirido
no Portal de Compras da CEB Distribuicao (http://compras.ceb.com.br). Demais informacoes pelos
telefones (61) 3465-9012/9317.
Brasilia/DF, 28 de novembro de 2019.
MARCELO ANDRADE CRUZ
Presidente da Comissao"
1927,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 286/2019
Processo: 092.006222/2019. OBJETO: Registro de precos para aquisicao de tubos de PVC para obras
de Esgoto no Setor Habitacional Sol Nascente, Brasilia-DF (tubo PVC coletor esgoto). CRITERIO DE
JULGAMENTO: Menor Preco; DOTACAO ORCAMENTARIA: UO: 22.202; PROGRAMA DE
TRABALHO: 17.512.6210.1832/0001; NATUREZA DE DESPESA: 44.90.51; Codigo de Aplicacao:
22.204.013.021-5.  FONTE  DE  RECURSO: Recursos  Proprios,  CODIGO:  21.101.100.000-6.
ENTREGA: 30/45 dias. VIGENCIA: 365 dias. ABERTURA: 12/12/2019, as 09 horas no site
www.comprasnet.gov.br (UASG: 974200). INFORMACOES: O edital e seus anexos encontram-se
disponiveis no site: www.caesb.df.gov.br - menu Licitacoes, a partir do dia 29/11/2019. Fone: (61)
3213-7130, E-mail: licitacao@caesb.df.gov.br.
SILVIO SANTOS GONCALVES SOARES
Pregoeiro"
1939,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 287/2019
Processo: 092.005762/2019. OBJETO: Registro de precos para aquisicao de materiais em aco para
Adutoras e redes de agua (parafusos, porcas, dentre outros). CRITERIO DE JULGAMENTO: Menor
Preco; DOTACAO  ORCAMENTARIA: UO: 22.202; PROGRAMA  DE TRABALHO:
17.122.6001.8517/6977; NATUREZA DE DESPESA: 33.90.30; Codigo de Aplicacao: 12.403.402.200-
0. FONTE DE RECURSO: Recursos Proprios, CODIGO: 11.101.000.000-3. ENTREGA: 30 dias.
VIGENCIA: 365 dias. ABERTURA: 12/12/2019, as 09 horas no site www.comprasnet.gov.br (UASG:
974200).  INFORMACOES:  O edital  e  seus  anexos  encontram-se disponiveis  no  site:
www.caesb.df.gov.br - menu Licitacoes, a partir do dia 28/11/2019. Fone: (61) 3213-7429, E-mail:
l i c i t a c a o @ c a e s b . d f . g o v. b r.
JULIO CESAR SEGURADO COELHO
Pregoeiro"
1949,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 288/2019
Processo: 092.006409/2019. OBJETO: Registro de precos para aquisicao de materiais plasticos, rigidos
e flexiveis, para redes de esgoto, PEAD (tubo PEAD PE 100 de 225mm, tubo PEAD PE 100 de
180mm e tubo PEAD PE 100 de 280mm). CRITERIO DE JULGAMENTO: Menor Preco; DOTACAO
ORCAMENTARIA:  UO: 22.202;  PROGRAMA  DE TRABALHO:  17.512.6210.7012/6024;
NATUREZA DE DESPESA: 44.90.51; Codigo de Aplicacao: 22.207.013.021-3. FONTE DE
RECURSO: Recursos Proprios, CODIGO: 21.101.100.000-6. ENTREGA: 30 dias. VIGENCIA: 365
dias. ABERTURA: 12/12/2019, as 09 horas no site www.comprasnet.gov.br (UASG: 974200).
INFORMACOES: O edital e seus anexos encontram-se disponiveis no site: www.caesb.df.gov.br -
menu Licitacoes,  a partir  do dia 29/11/2019.  Fone: (61)  3213-7233, E-mail:
l i c i t a c a o @ c a e s b . d f . g o v. b r.
PAULO CESAR RIBEIRO DOS SANTOS
Pregoeiro"
1965,"AVISO DE LICITACAO
PREGAO ELETRONICO No 17/2019 - UASG 926334
Objeto: Aquisicao de insumos para realizacao dos exames de CROSSMATCH (prova cruzada) pelo
Laboratorio de Imunologia dos Transplantes/FHB. Processo no 00063-00000272/2019-20. Total de 08
item (s). Valor Total Global Estimado: R$ 111.786,04. Elementos de despesas 33.90.30. Programa de
Trabalho no 10.303.6202.4054.0002. Fonte de Recursos 138. Data limite de recebimento das propostas
03 de julho de 2019, as 10:00 horas. O Edital encontra-se disponibilizado, sem onus, no sitio:
www.comprasgovernamentais.gov.br ou www.fhb.df.gov.br, ou com onus no endereco: Setor Medico
Hospitalar Norte-SMHN, Quadra 03, Conjunto A, Bloco 03, Asa Norte - CEP 70710-908 -
Brasilia/DF. A sessao Publica sera processada no sitio do Compras Governamentais, nos termos do
Edital.
SALOMAO SANCHES LEONEL BATISTA
Pregoeiro"
1977,"AVISO DE LICITACAO PREGAO ELETRONICO No 07/2019
AMPLA CONCORRENCIA
A SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO
RURAL DO DISTRITO FEDERAL - SEAGRI/DF torna publico que realizara licitacao do tipo MENOR
PRECO GLOBAL ANUAL, na modalidade de PREGAO na forma ELETRONICA, com previsao de
abertura do certame para 04/07/2019, as 09h00m. Processo no 00070-00001397/2019-14 (SEI). OBJETO:
Contratacao de empresa especializada na prestacao de Servico Telefonico Fixo Comutado STFC, nas
modalidades Local, Longa Distancia Nacional - LDN e Longa Distancia Internacional - LDI, para ligacoes
por meio de Central Telefonica nos telefones fixos da SEAGRI/DF, conforme descricao, caracteristicas,
prazos, condicoes e demais obrigacoes e informacoes constantes dos Anexos do Edital, com valor Total
estimado de R$ 53.521,39 (cinquenta e tres mil quinhentos e vinte e um reais e trinta e nove centavos). O
Edital podera ser retirado a partir da publicacao no Portal www.comprasgovernamentais.gov.br ou no portal
da SEAGRI-DF, ""Licitacao"", a partir da sua publicacao e/ou divulgacao.
NATANAEL FELIX DOS SANTOS
Pregoeiro"
1989,"AVISO DE LICITACAO - ABERTURA
PREGAO ELETRONICO No 29/2019
PROCESSO: 00053-00058989/2018-17/CBMDF. TIPO: Menor preco. OBJETO: Registro de precos para
eventual aquisicao de mascara facial com camera termica integrada CBMDF, conforme Edital e anexos.
VALOR MAXIMO DA CONTRATACAO: R$ 824.209,20; ELEMENTO DE DESPESA: 44.90.52;
FONTE DO RECURSO: 100 FCDF. O DICOA informa a ABERTURA da licitacao, para o dia 04/07/2019
as 13:30h. LOCAL: site: www.comprasnet.gov.br. RETIRADA DO EDITAL pela internet, nos sites
www.cbm.df.gov.br e www.comprasnet.gov.br. UASG: 170394. Inf.: (61) 3901-3481. Marcelo Teixeira
Dantas, Diretor."
2001,"AVISO DE LICITACAO
PREGAO ELETRONICO No 05/2019
PROCESSO No 00052.00017469/2018-82. OBJETO: Aquisicao de cartoes de memoria tipo SD, 64GB,
Classe 10, SDXC e lentes super telefoto para complementar as 100 (cem) cameras fotograficas tipo DSLR,
CANON T5 da PCDF, conforme especificacoes e condicoes estabelecidas no termo de referencia
constante do Anexo I do Edital. TIPO: Menor Preco. Valor estimado da licitacao: R$ 300.850,00
(trezentos mil oitocentos e cinquenta reais). Fundo Constitucional do Distrito Federal. Natureza de
Despesa 3.3.90.30. Fonte 100. Programa de Trabalho 28.845.0903.00NR.0053 - Manutencao da Policia
Civil do Distrito Federal. Unidade Orcamentaria: 73.901 - UASG 926015. Prazo de entrega: ate 60
(sessenta) dias corridos. Data limite do recebimento das propostas: 03 de julho de 2019, as 14h. O Edital,
com todos seus anexos, devera ser obtido no site www.comprasnet.gov.br ou www.pcdf.df.gov.br ou ainda
na Comissao Permanente de Licitacao, localizada no SPO, Conjunto A, Lote 23, Edificio da Direcao
Geral, 3o Andar, Complexo da PCDF, Brasilia-DF, nos dias uteis, das 12h as 18h30min, atraves de midia,
a qual devera ser fornecida pelo interessado. Maiores informacoes na CPL/PCDF fones: 3207-
4071/4046.
Brasilia/DF, 17 de junho de 2019
CRISTINA JANE LETIERI
Pregoeira"
2013,"AVISO DE LICITACAO
PREGAO ELETRONICO No 24/2019
PROCESSO: 0052.000.080/2018. OBJETO: Aquisicao de material medico-hospitalar (balanca
antropometrica, oximetro de pulso, mesa ginecologica, colposcopio, etc), conforme especificacoes e
condicoes estabelecidas no termo de referencia constante dos Anexos deste Edital, que a ele integram-se.
TIPO: Menor Preco. Valor estimado da licitacao: R$ 32.040,47 (trinta e dois mil quarenta reais e quarenta
e sete centavos). Natureza de Despesa: 33.90.39 e 44.90.52. Fonte 100 (FCDF). Programa de Trabalho
28.845.0903.00NR.0053 - Manutencao da Policia Civil do Distrito Federal. Unidade Orcamentaria:
73.901. UASG 926015. Prazo de entrega: 30 dias corridos. Data limite do recebimento das propostas: 12
de julho de 2019, as 10:30h. O Edital, com todos seus anexos, devera ser obtido no site
www.comprasnet.gov.br ou www.pcdf.df.gov.br ou ainda na Comissao Permanente de Licitacao, localizada
no SPO, Conjunto A, Lote 23, Edificio da Direcao Geral, 3o Andar, Complexo da PCDF, Brasilia-DF, nos
dias uteis, no horario: das 12h as 18h30min, atraves de CD, o qual devera ser fornecido pelo interessado.
Maiores informacoes na CPL/PCDF fones: 3207-4071/4046.
Brasilia/DF, 18 de junho de 2019
JUNIA MARIA DE ALMEIDA SANTOS
Pregoeira"
2023,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 153/2019
Processo: 092.002843/2019. OBJETO: Registro de precos para aquisicao de lubrificantes, oleos e graxas.
CRITERIO DE JULGAMENTO: Menor Preco; DOTACAO ORCAMENTARIA: UO: 22.202;
PROGRAMA DE TRABALHO: 18.122.6001.8517/6977; NATUREZA DE DESPESA: 33.90.30; Codigo
de Aplicacao: 12.403.402.200-0. FONTE DE RECURSO: Recursos Proprios, CODIGO: 12.101.000.000-
3. ENTREGA: 20 dias. VIGENCIA: 365 dias. ABERTURA: 03/07/2019, as 09 horas no site
www.comprasnet.gov.br (UASG: 974200). INFORMACOES: O edital e seus anexos encontram-se
disponiveis no site: www.caesb.df.gov.br - menu Licitacoes, a partir do dia 19/06/2019. Fone: (61) 3213-
7233, E-mail: licitacao@caesb.df.gov.br.
PAULO CESAR RIBEIRO DOS SANTOS
Pregoeiro"
2035,"AVISO DE LICITACAO
PREGAO ELETRONICO No 05/2019
A Centrais de Abastecimento do Distrito Federal S.A torna publico que realizara o Pregao Eletronico- PE
no 05/2019 dia 13 de Junho de 2019, processo n 0071-000079/2018, cujo objeto: : Aquisicoes de materiais
permanentes e de consumo, na modalidade de registro de preco, para atender as necessidades da Unidade
de Excelencia em Agroqualidade e Aproveitamento Integral dos Alimentos, instalada na Diretoria de
Seguranca Alimentar e Nutricional da Centrais de Abastecimento do Distrito Federal - CEASA/DF. Tipo:
Menor Valor por grupo. O valor estimado dos grupos encontra-se disponiveis no Edital e no Termo de
Referencia. Inicio da sessao de disputa: 13 de Junho de 2019, as 10:00h. Outras informacoes poderao ser
obtidas por meio do telefone (61) 3363-1024. Brasilia, 30 de Junho de 2019.
PEDRO SEABRA
Pregoeiro"
2047,"AVISO DE ABERTURA DE LICITACAO
PREGAO ELETRONICO No 30/2018
Com tratamento favorecido e diferenciado a ME e EPP
PROCESSO: 00050-00021505/2018-69. TIPO: Menor Preco. OBJETO: Registro de Precos para futura
aquisicao de pastas, blocos de anotacoes, cartoes de identificacao em PVC e alvos para tiro, para atender
demanda unidades da Secretaria de Estado de Seguranca Publica do Distrito Federal. VALOR ESTIMADO: R$
97.575,00. PRAZOS: Entrega: ate 30 dias contados do recebimento da Nota de Empenho e/ou da assinatura do
contrato. Vigencia: da Ata de Registro de Precos: 12 meses; do Contrato: 90 (noventa) dias a partir da data da
assinatura.  DATA  DA SESSAO  PUBLICA:  12/06/2019  as 09:30  horas  no
www.comprasgovernamentais.gov.br. UASG 450107. Edital esta disponivel no endereco acima e no
h t t p : / / l i c i t a c o e s . s s p . d f . g o v. b r.
Brasilia/DF, 30 de maio de 2019.
GABRIELLA ALVES DA CUNHA
Pregoeira"
2059,"AVISO DE LICITACAO
PREGAO ELETRONICO No 19/2019
PROCESSO: 052-001.0892/2018-51. OBJETO: Aquisicao de insumos para os extratores automaticos de
DNA da marca QIAGEN modelo EZ1 a fim de garantir o funcionamento deste equipamento da PCDF,
conforme especificacoes e condicoes estabelecidas no termo de referencia constante do Anexo I do Edital.
TIPO: Menor Preco. Valor estimado da licitacao: R$ 231.488,20 (duzentos e trinta e um mil, quatrocentos
e oitenta e oito reais e vinte centavos). Natureza de Despesa 33.90.30. Fonte 332 e 321. Programa de
Trabalho 06.181.6217.1569.0001 - Desenvolvimento dos Programas Nacionais de Seguranca Publica -
SSP. Unidade Orcamentaria: 24.101. UASG 926015. Prazo de entrega: 30 (trinta) dias corridos. Data
limite do recebimento das propostas: 13 de junho de 2019, as 14h. O Edital, com todos seus anexos,
devera ser obtido no site www.comprasnet.gov.br ou www.pcdf.df.gov.br ou ainda na Comissao
Permanente de Licitacao, localizada no SPO, Conjunto A, Lote 23, Edificio da Direcao Geral, 3o Andar,
Complexo da PCDF, Brasilia-DF, nos dias uteis, no horario: das 12h as 18h30min, atraves de midia, a
qual devera ser fornecida pelo interessado. Maiores informacoes na CPL/PCDF fones: 3207-
4071/4046.
Brasilia/DF, 30 de maio de 2019
CRISTINA JANE LETIERI
Pregoeira"
2071,"AVISO DE LICITACAO
PREGAO ELETRONICO PE 138/2019-CAESB
PROCESSO: 092.001920/2019. OBJETO: Registro de precos para aquisicao de materiais plasticos,
rigidos e flexiveis para redes de agua e esgoto (adaptador, anel, bucha, entre outros). CRITERIO DE
JULGAMENTO: Menor Preco DOTACAO ORCAMENTARIA: UO: 22.202; PROGRAMA DE
TRABALHO: 17.122.6001.8517/6977; NATUREZA DE DESPESA: 339030; Codigo de Aplicacao:
12.403.402.200-0. FONTE DE RECURSO: Proprios da Caesb, CODIGO: 11.101.000.000-3. PRAZO
DE ENTREGA: 30 dias. ABERTURA: 14/06/2019, as 09 horas no site www.comprasne t . g o v. b r
(UASG: 974200) INFORMACOES: O edital e seus anexos encontram-se disponiveis no site:
www.caesb.df.gov.br - menu Licitacoes ou no www.comprasnet.gov.br, a partir do dia 31/05/2019.
Fone: (61) 3213-7230, E-mail: licitacao@caesb.df.gov.br.
SILVIO SANTOS GONCALVES SOARES
Pregoeiro"
2081,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 139/2019
COTA RESERVADA (ME/EPP/MEI). PROCESSO: 092.002102/2019. OBJETO: Registro de precos
para aquisicao de materiais em aco para adutoras e redes de agua (arruelas, buchas, juntas, parafusos
e outros). CRITERIO DE JULGAMENTO: Menor Preco; DOTACAO ORCAMENTARIA: UO:
22.202; PROGRAMA DE TRABALHO: 17.122.6001.8517/6977; NATUREZA DE DESPESA:
33.90.30; Codigo de Aplicacao: 12.403.402.200-0. FONTE DE RECURSO: Recursos Proprios,
CODIGO: 11.101.000.000-3. ENTREGA: 30 dias. VIGENCIA: 365 dias. ABERTURA: 17/06/2019, as
09 horas no site www.comprasnet.gov.br (UASG: 974200). INFORMACOES: O edital e seus anexos
encontram-se disponiveis no site: www.caesb.df.gov.br - menu Licitacoes, a partir do dia 31/05/2019.
Fone: (61) 3213-7340, E-mail: licitacao@caesb.df.gov.br.
NARA MAGALHAES DA SILVA
Pregoeira"
2092,"AVISO DE LICITACAO
PREGAO ELETRONICO PE No 140/2019-CAESB
PROCESSO: 092.002402/2019. OBJETO: Contratacao de empresa para a prestacao de servicos de
limpeza, tratamento da agua e manutencao geral de piscinas, subdivididas em 03 (tres) tipos de
manutencao, contemplando: limpeza das piscinas por meio da sanitizacao e desinfeccao atraves de
cloro, substituicao de piso ceramico, pedras e revestimento, manutencao da casa de maquinas e
equipamentos, abrangendo as bombas d'agua, quadro eletrico, aquecedores solar e eletrico,
rebobinamento de motores eletricos e pintura, incluindo a cloracao, aquecimento e filtros de agua,
alem do fornecimento de todo material quimico necessario para limpeza, manutencao e funcionamento
diario das piscinas do Projeto Golfinho. CRITERIO DE JULGAMENTO: Menor Preco; DOTACAO
ORCAMENTARIA: UO:  22.202; PROGRAMA DE  TRABALHO: 17.244.6211.2782.0001;
NATUREZA DE DESPESA: 33.90.39; Codigo de Aplicacao: 12.407.403.310-0. FONTE DE
RECURSO: Recursos Proprios, CODIGO: 11.101.100.000-7. VIGENCIA: 365 dias. ABERTURA:
24/06/2019, as 09 horas no site www.comprasnet.gov.br (UASG: 974200). INFORMACOES: O edital
e seus anexos encontram-se disponiveis no site: www.caesb.df.gov.br - menu Licitacoes, a partir do
dia 31/05/2019. Fone: (61) 3213-7340, E-mail: licitacao@caesb.df.gov.br.
NARA MAGALHAES DA SILVA
Pregoeira"
2102,"AVISO DE LICITACAO
PREGAO ELETRONICO PE 141/2019
PROCESSO: 092.001123/2019. OBJETO: Registro de precos para aquisicao de materiais plasticos,
rigidos e flexiveis para redes de agua (PEAD), como conexao de reparo, curva, joelho, luva, reducao,
TE e outros. CRITERIO DE JULGAMENTO: Menor Preco. DOTACAO ORCAMENTARIA: UO:
22.202; PROGRAMA DE TRABALHO: 17.122.6001.8517/6977; NATUREZA DE DESPESA:
339030; Codigo de Aplicacao: 12.403.402.200-0. FONTE DE RECURSO: Recursos Proprios,
CODIGO: 11.101.000.000-3. VIGENCIA: 12 meses. ABERTURA: 12/06/2019, as 09 horas no site
www.comprasnet.gov.br (UASG: 974200). INFORMACOES: O edital e seus anexos encontram-se
disponiveis nos sites: www.caesb.df.gov.br - menu Licitacoes ou www.comprasnet.gov.br, a partir do
dia 31/05/2019. Fone: (61) 3213- 7130, E-mail: licitacao@caesb.df.gov.br.
SILVIO SANTOS GONCALVES SOARES
Pregoeiro"
2116,"AVISO DO PREGAO ELETRONICO No 067/2018
O BRB - BANCO DE BRASILIA S.A. torna publica a data de realizacao do Pregao Eletronico no
067/2018.  Data, horario  e endereco  eletronico  para abertura:  21/01/2019, as  09h,
www.comprasgovernamentais.gov.br. Objeto: contratacao de empresa para prestacao de servicos tecnicos
de engenharia e arquitetura. Valor estimado: R$3.750.000,00 (tres milhoes, setecentos e cinquenta mil
reais) para 30 (trinta) meses. Local de obtencao do edital: www.comprasgovernamentais.gov.br. UASG:
925008. Processo no 1118/2018. Carlos F. L. Fagundes - Pregoeiro"
