,numero_contrato,processo_gdf,data_escrito,text,labels
712,12/2021,00146-00000620/2021-27,22/09/2021,"EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇO PÚBLICO DE ENERGIA ELÉTRICA PARA CONSUMIDORES TITULARES DE UNIDADES CONSUMIDORAS DO GRUPO B Nº 12/2021 - REGISTRO SIGGO Nº 044694/2021 ( * ) Espécie : 3º Termo Aditivo ao Contrato nº 02/2018 . Processo : 00146-00000620/ 2021-27 . Das Partes : O Distrito Federal , por meio da ADMINISTRAÇÃO REGIONAL DO LAGO SUL - RA - XVI , CNPJ nº 16.615.705/ 0001-53 , doravante denominado Consumidor , Código do Órgão 1.019.1901 X e a empresa NEO ENERGIA DISTRIBUIÇÃO BRASÍLIA , CNPJ nº 07.522.669/0001- 92 , doravante denominada distribuidora . DO OBJETO : prestação e utilização do serviço público de energia elétrica entre a distribuidora e o consumidor , de acordo com as Condições Gerais de Fornecimento de Energia Elétrica e demais regulamentos expedidos pela Agência Nacional de Energia Elétrica - ANEEL . DO VALOR : o valor total do contrato é de R$ 58.796,62 ( cinquenta e oito mil setecentos e noventa e seis reais e sessenta e dois centavos ) NOTA DE EMPENHO INICIAL : valor de R$ 25.000,00 ( vinte e cinco mil reais ) , conforme 2021NE00170 , emitida em 15/09/2021 , sob o evento nº 400091 , na modalidade estimativa , Dispensa de Licitação - inciso XIII , do artigo 24 da Lei 8.666/93 e correrá à conta de dotação orçamentária consignada no orçamento corrente - Lei Orçamentária Anual . DA DOTAÇÃO ORÇAMENTÁRIA : A despesa correrá à conta da seguinte Dotação Orçamentária : UO : 9118 ; PROGRAMA DE TRABALHO : 04.122.8205.8517.0047 , FONTE DE RECURSO : 120 ; DO PRAZO VIGÊNCIA : 12(doze ) meses , a contar da data de sua assinatura . DATA DA ASSINATURA : 22/09/2021 . DOS SIGNATÁRIOS : Pela ADMINISTRAÇÃO REGIONAL DO LAGO SUL : RUBENS SANTORO NETO , na qualidade de Administrador Regional e pela DISTRIBUIDORA : SEBASTIÃO ELIAS DA SILVA e FRANCISCO GERALDO FRANCO JUNIOR , na qualidade Representantes Legal da NEO ENERGIA DISTRIBUIÇÃO BRASÍLIA _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ( * ) Republicado por ter sido encaminhado com incorreção no original , publicado no DODF nº 191 , de 08 de outubro de 2021 , página 67 . ",O O O O O O O O O O O O O O O O O O O O O B-numero_contrato O O O O O O O O O O O O O O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
713,45/2017,00410-00018467/2017-40,22/10/2021,"EXTRATO DO QUARTO TERMO ADITIVO AO CONTRATO Nº 45/2017 Processo : 00410-00018467/ 2017-40 . A SECRETARIA DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL , na qualidade de CONTRATANTE e a STAR LOCAÇÃO DE SERVIÇOS GERAIS LTDA - EPP , na qualidade de CONTRATADA . DO OBJETO : a ) prorrogar o prazo de vigência do contrato por 12 ( doze ) meses , a partir de 26/10/2021 a 25/10/2022 , nos termos do art. 57 , inciso II , da Lei nº 8.666 , de 21 de junho de 1993 ; e b ) conceder reajuste contratual , aplicando-se a variação acumulada do Índice Nacional de Preços ao Consumidor Amplo ( IPCA ) , referente ao mês de setembro de 2021 , ou seja , 10,24638 % , apurado pelo Instituto Brasileiro de Geografia e Estatística ( IBGE ) , passando o valor total do Contrato de R$ 587.749,44 ( quinhentos e oitenta e sete mil setecentos e quarenta e nove reais e quarenta e quatro centavos ) para o montante de R$ 647.973,60 ( seiscentos e quarenta e sete mil novecentos e setenta e três reais e sessenta centavos ) , com seus efeitos financeiros a contar de 26/10/2021 . DO VALOR : O valor do contrato é de R$ 647.973,60 ( seiscentos e quarenta e sete mil novecentos e setenta e três reais e sessenta centavos ) . DA DOTAÇÃO ORÇAMENTÁRIA : I Unidade Orçamentária : 19.101 ; II Programa de Trabalho : 04.122.8203.2984.0001 ; III Natureza da Despesa : 3.3.90.39 ; IV Fonte de Recursos : 183 . O empenho é de R$ 116.995,24 ( cento e dezesseis mil novecentos e noventa e cinco reais e vinte e quatro centavos ) conforme Nota de Empenho nº 2021NE12129 , emitida em 20/10/2021 , sob o evento nº 400092 , na modalidade Estimativo . DO PRAZO DE VIGÊNCIA : O presente Termo Aditivo entra em vigência a partir de 26/10/2021 a 25/10/2022 . DA ASSINATURA : 22/10/2021 . DOS SIGNATÁRIOS : Pela SEEC : ANALICE MARQUES DA SILVA , Subsecretária de Compras Governamentais e pela CONTRATADA : MIGUEL MENDONÇA DE SOUSA , na qualidade de Sócio-Administrador da Empresa . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
714,63/2019,00080-00121606/2021-22,25/10/2021,"EXTRATO DO 5º TERMO ADITIVO AO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 63/2019 Processo : 00080-00121606/ 2021-22 - Partes : SEEDF X GE SERVIÇOS TERCEIRIZADOS LTDA . Objeto : a prorrogação do prazo de vigência do Contrato nº 63/2019 por mais 12 ( doze ) meses , com base no inciso II do art. 57 da Lei nº 8.666 , de 21/06/1993 . Unidade Orçamentária : 18101 . Programas de Trabalho : 12.361.6221.2389.0001 , 12.362.6221.2390.0001 , 12.365.6221.2388.0008 , 12.365.6221.2388.4380 e 12.367.6221.2393.0001 . Natureza da Despesa : 3.3.90.37 . Fonte de Recursos : 103 . Notas de Empenho : nº 2021NE05727 , referente ao Reforço da 2021NE00574 , no valor de R$ 200.000,00 ( duzentos mil reais ) , nº 2021NE05728 , referente ao Reforço da 2021NE00576 , no valor de R$ 250.000,00 ( duzentos e cinquenta mil reais ) e nº 2021NE05729 , referente ao Reforço da 2021NE00580 , no valor de R$ 170.230,53 ( cento e setenta mil duzentos e trinta reais e cinquenta e três centavos ) , emitidas em 18/10/2021 . Evento : 400092 . Modalidade : Estimativo . Valor total do termo aditivo : R$ 43.726.973,98 ( quarenta e três milhões , setecentos e vinte e seis mil novecentos e setenta e três reais e noventa e oito centavos ) . Vigência : 12 ( doze ) meses , a contar de 26/10/2021 até 25/10/2022 . Assinatura : 25/10/2021 . Assinantes : Pela SEEDF : HÉLVIA MIRIDAN PARANAGUÁ FRAGA . Pela GE SERVIÇOS TERCEIRIZADOS : GUILHERME LEITE CASTELLO BRANCO . ",O O O O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O 
715,64/2019,00080-00121607/2021-77,25/10/2021,"EXTRATO DO 2º TERMO ADITIVO AO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 64/2019 Processo : 00080-00121607/ 2021-77 - Partes : SEEDF X GE SERVIÇOS TERCEIRIZADOS LTDA . Objeto : a prorrogação do prazo de vigência do Contrato nº 64/2019 por mais 12 ( doze ) meses , com base no inciso II do art. 57 da Lei nº 8.666 , de 21/06/1993 . Unidade Orçamentária : 18101 . Programas de Trabalho : 12.361.6221.2389.0001 , 12.362.6221.2390.0001 , 12.365.6221.2388.4380 e 12.367.6221.2393.0001 . Natureza da Despesa : 3.3.90.37 . Fontes de Recursos : 101 e 103 . Notas de Empenho : nº 2021NE05717 , referente ao reforço da Nota de Empenho nº 2021NE00585 , no valor de R$ 541.077,00 ( quinhentos e quarenta e um mil e setenta e sete reais ) , nº 2021NE05718 , referente ao reforço da Nota de Empenho nº 2021NE00592 , no valor de R$ 100.000,00 ( cem mil reais ) e nº 2021NE05719 , referente ao reforço da Nota de Empenho nº 2021NE00596 , no valor de R$ 88.780,50 ( oitenta e oito mil , setecentos e oitenta reais e cinquenta centavos ) , emitidas em 15/10/2021 . Evento : 400092 . Modalidade : Estimativo . Valor total do termo aditivo : R$ 50.149.622,35 ( cinquenta milhões , cento e quarenta e nove mil , seiscentos e vinte e dois reais e trinta e cinco centavos ) . Vigência : 12 ( doze ) meses , a contar de 26/10/2021 até 25/10/2022 . Assinatura : 25/10/2021 . Assinantes : Pela SEEDF : HÉLVIA MIRIDAN PARANAGUÁ FRAGA . Pela GE SERVIÇOS TERCEIRIZADOS : GUILHERME LEITE CASTELLO BRANCO . ",O O O O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O 
716,12/2020,00080-00198982/2019-91,25/10/2021,"EXTRATO DO 1º TERMO ADITIVO AO CONTRATO DE LOCAÇÃO Nº 12/2020 Processo : 00080-00198982/ 2019-91 - Partes : SEEDF X SAÍDA SUL HOSPEDAGEM LTDA . Objeto : registrar a redução do valor atual do metro quadrado ( m2 ) de R$ 23,50 ( vinte e três reais e cinquenta centavos ) para R$ 21,21 ( vinte e um reais e vinte e um centavos ) , conforme valor apresentado no Laudo de Avaliação SEI-Nupea nº 937/2020 , passando o valor mensal do Contrato de R$ 329.000,00 ( trezentos e vinte e nove mil reais ) para R$ 297.000,00 ( duzentos e noventa e sete mil reais ) , representado uma redução de 9,726 % ( nove inteiros e setecentos e vinte e seis centésimos por cento ) ao valor mensal do aluguel ; e registrar o acréscimo de 2.209,15 m² ( dois mil duzentos e nove metros e quinze centímetros quadrados ) na área locada do imóvel , que corresponde à 15,7796 % , passando dos atuais 14.000 m² ( quatorze mil metros quadrados ) para 16.209,15 m² ( dezesseis mil duzentos e nove metros e quinze centímetros quadrados ) , alterando o valor mensal do Contrato nº 12/2020 para R$ 343.796,07 ( trezentos e quarenta e três mil setecentos e noventa e seis reais e sete centavos ) , e o valor anual para R$ 4.125.552,84 ( quatro milhões , cento e vinte cinco mil , quinhentos e cinquenta e dois reais e oitenta e quatro centavos ) . Unidade Orçamentária : 18101 . Programa de Trabalho : 12.361.6221.2389.0001 . Natureza da Despesa : 3.3.90.39 . Fonte de Recursos : 100 . Nota de Empenho : nº 2021NE04191 , no valor de R$ 594.000,00 ( quinhentos e noventa e quatro mil reais ) , emitida em 31/08/2021 . Evento : 400091 . Modalidade : Global . Valor : o valor mensal do Contrato é de R$ 343.796,07 ( trezentos e quarenta e três mil , setecentos e noventa e seis reais e sete centavos ) . Vigência : a partir de sua assinatura . Assinatura : 25/10/2021 . Assinantes : Pela SEEDF : HÉLVIA MIRIDAN PARANAGUÁ FRAGA . Pela SAÍDA SUL HOSPEDAGEM LTDA . : CARLOS EDUARDO COELHO FERREIRA . ",O O O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O 
717,43/2019,00054.00052263/2018-42,26/10/2021,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONTRATO Nº 43/2019 Processo : 00054.00052263/ 2018-42 PARTES : DF / PMDF x MINHA BIBLIOTECA LTDA . Objeto : Prorrogação do prazo de vigência do contrato , cujo objeto é a prestação de serviço anual de acesso rápido a diversos títulos acadêmicos das principais publicações de áreas como direito , ciências sociais aplicadas , administração , entre outras , para 5.000 ( cinco mil ) usuários , sendo estudantes dos Cursos de Tecnólogo em Segurança Pública e Processos Gerenciais , Bacharel em Ciências Policiais do Instituto Superior de Ciências Policiais ( ISCP ) mantido pela PMDF , aos Alunos do Curso Formação de Praças , Cursos de Aperfeiçoamentos de Oficiais e Praças , bem como aos Policiais que trabalhem na atividade meio da Corporação e ao público externo que utiliza da biblioteca da APMB para estudo , com acesso ilimitado , 24 ( vinte e quatro ) horas por dia nos 7 ( sete ) dias da semana , por mais 24 ( vinte e quatro ) meses , de 28/10/2021 até 27/10/2023 , bem como a concessão de reajuste conforme proposta negociada da Contratada ( Doc . SEI nº 68259368 ) , com base no Parecer Técnico nº 1320/ 2021-PMDF / DLF / ATJ ( Doc . SEI nº 71269088 ) e no Despacho do Chefe do DLF ( Doc . SEI nº 71280109 ) . VALOR : 128.400,00 ( cento e vinte e oito mil e quatrocentos reais ) . NOTA DE EMPENHO : nº 2021NE382 , de 22/10/2021 . FONTE DE RECURSO : 0100000000 . Unidade Emitente : 170393 . PTRES : 89306 . NATUREZA DA DESPESA : 33.90.40 . ASSINATURA : 26/10/2021 . VIGÊNCIA : A partir da data de assinatura . SIGNATÁRIOS : Pelo DISTRITO FEDERAL : BILMAR ANGELIS DE ALMEIDA FERREIRA . Pela Contratada : MAURO LOPES DE AZEVEDO , na qualidade de Diretor Executivo . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
718,63/2019,00054-00027148/2019-11,25/10/2021,"EXTRATO DO TERCEIRO TERMO ADITIVO AO CONTRATO Nº 63/2019 Processo : 00054-00027148/ 2019-11 PARTES : DF / PMDF x AEROMOT AERONAVES E MOTORES S / A. Objeto : Prorrogação do prazo de vigência do contrato , cujo objeto é a prestação de serviço de manutenção preventiva e corretiva de 1º , 2º , e 3º níveis , cumprimento de Diretrizes Técnica ( SB s , SA s , SN s , DA s , etc. ) , fornecimento e aplicação de peças , acessórios , componentes , ferramental , capotaria e pintura para o helicóptero ROBINSON R44 RAVEN II , operado pela Polícia Militar do Distrito Federal , por mais 12 ( doze ) meses , de 05/11/2021 a 04/11/2022 , com base no Parecer Técnico nº 1292/ 2021-PMDF / DLF / ATJ ( Doc . SEI 69092070 ) e no Despacho do Chefe do DLF ( Doc . SEI n. 69094279 ) . VALOR : 520.275,09 ( quinhentos e vinte mil , duzentos e setenta e cinco reais e nove centavos ) , procedentes do Orçamento do Distrito Federal para o corrente exercício , nos termos da correspondente Lei Orçamentária Anual . NOTAS DE EMPENHO : 2021NE000377 , 2020NE000378 , de 15/10/2021 , FONTE DE RECURSO : 0100000000 . UG EMITENTE : 170393 . PTRes : 89306 . NATUREZA DA DESPESA : 33.90.30 e 33.90.39 respectivamente . ASSINATURA : 25/10/2021 . VIGÊNCIA : A partir da data de assinatura . SIGNATÁRIOS : Pelo DISTRITO FEDERAL : BILMAR ANGELIS DE ALMEIRA FERREIRA , Chefe do Departamento de Logística e Finanças . Pela Contratada : GUILHERME ROBERTO DA CUNHA , na qualidade de Presidente . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
719,,00056-00002652/2021-76,26/10/2021,"EXTRATO DO PRIMEIRO TERMO ADITIVO Processo : 00056-00002652/ 2021-76 . Das Partes : Fundação de Amparo ao Trabalhador Preso do Distrito Federal - FUNAP / DF e IOTA EMPREENDIMENTOS IMOBILIÁRIOS S.A. Do Objeto : retificação da atividade de capacitação e produção , em razão de erro material , devendo constar o ramo da contratante , que é o ramo da construção civil , constantes na Cláusula Segunda - Do objeto . Da Vigência : O Termo Aditivo entra em vigência a partir da data de sua assinatura . Da Ratificação : Permanecem inalteradas as demais cláusulas do Contrato a que se refere o presente Termo Aditivo . Data da Assinatura : 26/10/2021 . Signatários : Pela FUNAP / DF , DEUSELITA PEREIRA MARTINS , na qualidade de Diretora Executiva , e pela Contratante , GUSTAVO CORREA FANTATO , na qualidade de Representante Legal . ",O O O O O O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
720,04/2020,04017-00014776/2020-12,22 de outubro de 2021,"EXTRATO DO SEGUNDO TERMO ADITIVO AO CONTRATO Nº 04/2020 Processo : 04017-00014776/ 2020-12 . SIGGO Nº 041871 . DAS PARTES : SECRETARIA DE ESTADO DE PROTEÇÃO DA ORDEM URBANÍSTICA DO DISTRITO FEDERAL DF LEGAL e LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA , CNPJ nº 00.482.840/ 0001-38 . DO OBJETO : 1 . Prorrogar , com base no art. 57 , inciso II , da Lei nº 8.666/1993 , o prazo de vigência do Contrato nº 4/2020 ( prestação de serviços de Supervisor de Transporte , Encarregados de Transporte , Motoristas e Operadores de Trator de Esteira ) por mais 12 ( doze ) meses , das 7 ( sete ) horas do dia 24 de outubro de 2021 até 23 de outubro de 2022 ; 2 . Repactuar , em 4,33 % ( quatro vírgula trinta e três por cento ) , o valor do Contrato , nos termos do § 1º do art. 65 c / c o inciso I do art. 58 , ambos da Lei nº 8.666 , de 21 de junho de 1993 ; 3 . Remanejar , com base no art. 58 , inciso I , c / c o art. 65 , inciso I , alínea "" b "" e § 1º , da Lei nº 8.666/93 , 03 ( três ) postos de trabalho de motoristas , do Noturno 12x36 para o Diurno 12x36 , o que acarretará em uma diminuição de 0,77 % ( zero vírgula setenta e sete por cento ) no valor do Contrato . DO VALOR : O valor anual , estimativo , do Contrato é deR$ 7.872.400,80 ( sete milhões oitocentos e setenta e dois mil e quatrocentos reais e oitenta centavos ) . DA DOTAÇÃO ORÇAMENTÁRIA : I - Unidade Orçamentária : 63101 ; II - Programa de Trabalho : 04.122.8208.8517.0125 ; III - Natureza da Despesa : 33.90.37 ; IV - Fonte de Recursos : 160 . DO EMPENHO : Nota de Empenho nº 2021NE00425 , emitida em 15 de outubro de 2021 , sob o Evento : 400092 , na Modalidade Estimativo . DATA DA ASSINATURA : 22 de outubro de 2021 . DOS PRAZOS DE VIGÊNCIA : O contrato foi prorrogado por mais 12 ( doze ) meses , com base no art. 57 , inciso II , da Lei nº 8.666/1993 , das 7 ( sete ) horas do dia 24 de outubro de 2021 até 23 de outubro de 2022 , sendo que , em 1º de novembro de 2021 , será formalizado o remanejamento dos 03 ( três ) postos de trabalho de Motoristas , do Noturno 12x36 para o Diurno 12x36 . DOS SIGNATÁRIOS : Pelo DISTRITO FEDERAL : CRISTIANO MANGUEIRA DE SOUSA , na qualidade de Secretário de Estado , e pela CONTRATADA : WILLIAN LOPES DE AGUIAR , na qualidade de Representante Legal . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
721,04/2020,04017-00014776/2020-12,22 de outubro de 2021,"EXTRATO DO SEGUNDO TERMO ADITIVO AO CONTRATO Nº 04/2020 Processo : 04017-00014776/ 2020-12 . SIGGO Nº 041871 . DAS PARTES : SECRETARIA DE ESTADO DE PROTEÇÃO DA ORDEM URBANÍSTICA DO DISTRITO FEDERAL DF LEGAL e LIDERANÇA LIMPEZA E CONSERVAÇÃO LTDA , CNPJ nº 00.482.840/ 0001-38 . DO OBJETO : 1 . Prorrogar , com base no art. 57 , inciso II , da Lei nº 8.666/1993 , o prazo de vigência do Contrato nº 4/2020 ( prestação de serviços de Supervisor de Transporte , Encarregados de Transporte , Motoristas e Operadores de Trator de Esteira ) por mais 12 ( doze ) meses , das 7 ( sete ) horas do dia 24 de outubro de 2021 até 23 de outubro de 2022 ; 2 . Repactuar , em 4,33 % ( quatro vírgula trinta e três por cento ) , o valor do Contrato , nos termos do § 1º do art. 65 c / c o inciso I do art. 58 , ambos da Lei nº 8.666 , de 21 de junho de 1993 ; 3 . Remanejar , com base no art. 58 , inciso I , c / c o art. 65 , inciso I , alínea "" b "" e § 1º , da Lei nº 8.666/93 , 03 ( três ) postos de trabalho de motoristas , do Noturno 12x36 para o Diurno 12x36 , o que acarretará em uma diminuição de 0,77 % ( zero vírgula setenta e sete por cento ) no valor do Contrato . DO VALOR : O valor anual , estimativo , do Contrato é deR$ 7.872.400,80 ( sete milhões oitocentos e setenta e dois mil e quatrocentos reais e oitenta centavos ) . DA DOTAÇÃO ORÇAMENTÁRIA : I - Unidade Orçamentária : 63101 ; II - Programa de Trabalho : 04.122.8208.8517.0125 ; III - Natureza da Despesa : 33.90.37 ; IV - Fonte de Recursos : 160 . DO EMPENHO : Nota de Empenho nº 2021NE00425 , emitida em 15 de outubro de 2021 , sob o Evento : 400092 , na Modalidade Estimativo . DATA DA ASSINATURA : 22 de outubro de 2021 . DOS PRAZOS DE VIGÊNCIA : O contrato foi prorrogado por mais 12 ( doze ) meses , com base no art. 57 , inciso II , da Lei nº 8.666/1993 , das 7 ( sete ) horas do dia 24 de outubro de 2021 até 23 de outubro de 2022 , sendo que , em 1º de novembro de 2021 , será formalizado o remanejamento dos 03 ( três ) postos de trabalho de Motoristas , do Noturno 12x36 para o Diurno 12x36 . DOS SIGNATÁRIOS : Pelo DISTRITO FEDERAL : CRISTIANO MANGUEIRA DE SOUSA , na qualidade de Secretário de Estado , e pela CONTRATADA : WILLIAN LOPES DE AGUIAR , na qualidade de Representante Legal . ",O O O O O O O O B-numero_contrato O O B-processo_gdf I-processo_gdf O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-data_escrito I-data_escrito I-data_escrito I-data_escrito I-data_escrito O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
