dodf,num_doc_dodf,data_doc_dodf,ato,texto_ato,hierarquia_lotacao,orgao,motivo,nome,matricula,cargo_efetivo,vigencia,matricula_SIAPE,cargo_comissionado,simbolo,a_pedido_ou_nao,IOB
83_216.30.10.8,216,30.10.8,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, TOMAZ HENRIQUE IKEDA do Cargo em Comissao, Simbolo DFA06, 06, de Assistente, da Subsecretaria de Ocupacao e Renda, da Secretaria de Estado de Trabalho do Distrito Federal, a contar do dia 11 de setembro de 2008.",Subsecretaria de Ocupacao e Renda,Secretaria de Estado de Trabalho do Distrito Federal,,TOMAZ HENRIQUE IKEDA,,,11 de setembro de 2008,,Assistente,DFA06 06,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome O O O O O O B-simbolo O O O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O B-a_pedido_ou_nao O O O B-vigencia I-vigencia I-vigencia I-vigencia I-vigencia O
83_216.30.10.8,216,30.10.8,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, FABIO MONTEIRO FERREIRA do Cargo em Comissao, DFA-06, de Assistente, da Unidade de Administracao Geral, da Secretaria de Estado de Trabalho do Distrito Federal.",Unidade de Administracao Geral,Secretaria de Estado de Trabalho do Distrito Federal,nomeado para outro cargo,FABIO MONTEIRO FERREIRA,,,,,Assistente,DFA-06,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
83_216.30.10.8,216,30.10.8,Ato_Exoneracao_Comissionado,"EXONERAR LEDA FAUSTINO COSTA do Cargo em Comissao, Simbolo DFA-06, de Assistente, tente, da Gerencia de Recursos Humanos, da Unidade de Administracao Geral, da Secretaria de Estado de Trabalho do Distrito Federal.","Gerencia de Recursos Humanos, da Unidade de Administracao Geral",Secretaria de Estado de Trabalho do Distrito Federal,,LEDA FAUSTINO COSTA,,,,,Assistente tente,DFA-06,,O B-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
83_216.30.10.8,216,30.10.8,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro cargo, LORENA JULIANE DA SILVA do Cargo em Comissao, Simbolo DFA-04, de Secretario Administrativo, da Assessoria JuridicoLegislativa, Legislativa, da Secretaria de Estado de Trabalho do Distrito Federal.",Assessoria JuridicoLegislativa Legislativa,Secretaria de Estado de Trabalho do Distrito Federal,nomeada para outro cargo,LORENA JULIANE DA SILVA,,,,,Secretario Administrativo,DFA-04,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao O O O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
83_216.30.10.8,216,30.10.8,Ato_Exoneracao_Comissionado,"EXONERAR, por extincao do cargo, SANDRA REGINA CARVALHO do Cargo em Comissao, Simbolo DFG-03, de Encarregado, da Coordenacao de Procedimentos Licitatorios, da Central de Compras, da Subsecretaria de Suprimentos, da Secretaria de Estado de Planejamento e Gestao do Distrito Federal.","Coordenacao de Procedimentos Licitatorios, da Central de Compras, da Subsecretaria de Suprimentos",Secretaria de Estado de Planejamento e Gestao do Distrito Federal,extincao do cargo,SANDRA REGINA CARVALHO,,,,,Encarregado,DFG-03,,O O O B-motivo I-motivo I-motivo O B-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
83_216.30.10.8,216,30.10.8,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, VANDERLI DIAS LEITE do Cargo em Comissao, Simbolo DFG-12, de Gerente, da Gerencia de Orcamento e Financas, da Unidade de Administracao Geral, da Secretaria de Estado de Trabalho do Distrito Federal.","Gerencia de Orcamento e Financas, da Unidade de Administracao Geral",Secretaria de Estado de Trabalho do Distrito Federal,,VANDERLI DIAS LEITE,,,,,Gerente,DFG-12,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
83_216.30.10.8,216,30.10.8,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, ROGERIO CARVALHO CHINA do Cargo em Comissao, Simbolo DFG-10, de Chefe, do Nucleo de Execucao Orcamentaria e Financeira, ceira, da Gerencia de Orcamento, da Unidade de Administracao Geral, da Secretaria de Estado de Trabalho do Distrito Federal.","Nucleo de Execucao Orcamentaria e Financeira, ceira, da Gerencia de Orcamento, da Unidade de Administracao Geral",Secretaria de Estado de Trabalho do Distrito Federal,nomeado para outro cargo,ROGERIO CARVALHO CHINA,,,,,Chefe,DFG-10,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
83_216.30.10.8,216,30.10.8,Ato_Exoneracao_Comissionado,"EXONERAR SANDRA LUCIA FURLAN RIBEIRO do Cargo em Comissao, Simbolo DFA-08, de Assistente, da Gerencia da Biblioteca Nacional, da Diretoria de Patrimonio Historico e Artistico, da Subsecretaria de Politicas Culturais, da Secretaria de Estado de Cultura do Distrito Federal.","Gerencia da Biblioteca Nacional, da Diretoria de Patrimonio Historico e Artistico, da Subsecretaria de Politicas Culturais",Secretaria de Estado de Cultura do Distrito Federal,,SANDRA LUCIA FURLAN RIBEIRO,,,,,Assistente,DFA-08,,O B-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
83_216.30.10.8,216,30.10.8,Ato_Exoneracao_Comissionado,"EXONERAR ANGELO FERRARIS NETO, matricula 160.079-6, do Cargo em Comissao, Simbolo bolo DFG-14, de Diretor, da Diretoria de Analise de Projetos, da Subsecretaria do Pro-DF, da Secretaria de Estado de Desenvolvimento Economico e Turismo do Distrito Federal.","Diretoria de Analise de Projetos, da Subsecretaria do Pro-DF",Secretaria de Estado de Desenvolvimento Economico e Turismo do Distrito Federal,,ANGELO FERRARIS NETO,160.079-6,,,,Diretor,DFG-14,,O B-nome I-nome I-nome O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
83_216.30.10.8,216,30.10.8,Ato_Exoneracao_Comissionado,"EXONERAR JONAS ALVES MENDES do Cargo em Comissao, Simbolo DFA-08, de Assistente, te, da Gerencia de Licenciamento, da Diretoria de Obras, da Administracao Regional do Guara, da Coordenadoria das Cidades, da Secretaria de Estado de Governo do Distrito Federal.","Gerencia de Licenciamento, da Diretoria de Obras, da Administracao Regional do Guara, da Coordenadoria das Cidades",Secretaria de Estado de Governo do Distrito Federal,,JONAS ALVES MENDES,,,,,Assistente te,DFA-08,,O B-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
83_216.30.10.8,216,30.10.8,Ato_Exoneracao_Comissionado,"EXONERAR FABIO LUIS DE OLIVEIRA RODRIGUES do Cargo em Comissao, Simbolo DFA-12, de Assessor da Agencia de Tecnologia da Informacao do Distrito Federal AGEMTI- AGEMTIDF. DF.",,Agencia de Tecnologia da Informacao do Distrito Federal AGEMTI- AGEMTIDF DF,,FABIO LUIS DE OLIVEIRA RODRIGUES,,,,,Assessor,DFA-12,,O B-nome I-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O
85_151.5.8.8,151,5.8.8,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro cargo, MICHELE DE ALMEIDA COSTA, Professora, matricula 29767-4, do Cargo em Comissao, Simbolo DFA-09, de Assistente, da Diretoria Regional de Ensino de Taguatinga, da Secretaria de Estado da Educacao.",Diretoria Regional de Ensino de Taguatinga,Secretaria de Estado da Educacao,nomeada para outro cargo,MICHELE DE ALMEIDA COSTA,29767-4,Professora,,,Assistente,DFA-09,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome O B-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao O
85_151.5.8.8,151,5.8.8,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro cargo, SUELY KAZUKO HAYASHI E SOUZA, professora, matricula 041.754-8, do Cargo em Comissao, Simbolo DFA-04, de Encarregado regado de Expediente, da Diretoria Regional de Ensino de Taguatinga, da Secretaria de Estado de Educacao do Distrito Federal.",Diretoria Regional de Ensino de Taguatinga,Secretaria de Estado de Educacao do Distrito Federal,nomeada para outro cargo,SUELY KAZUKO HAYASHI E SOUZA,041.754-8,professora,,,Encarregado regado de Expediente,DFA-04,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
85_151.5.8.8,151,5.8.8,Ato_Exoneracao_Comissionado,"EXONERAR, a pedido, RAIMUNDO DA SILVA RIBEIRO NETO do Cargo de Natureza Especial, Simbolo CNE-03, de Secretario de Estado, da Secretaria de Estado de Justica, Direitos Humanos e Cidadania do Distrito Federal.",,"Secretaria de Estado de Justica, Direitos Humanos e Cidadania do Distrito Federal",,RAIMUNDO DA SILVA RIBEIRO NETO,,,,,Secretario de Estado,CNE-03,a pedido,O O B-a_pedido_ou_nao I-a_pedido_ou_nao O B-nome I-nome I-nome I-nome I-nome O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
85_151.5.8.8,151,5.8.8,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro cargo, ADRIANA BLANDIM DE ANDRADE DE FREITAS, professora, matricula 023.769-8, do Cargo em Comissao, Simbolo DFA-09, de Assistente da Diretoria Regional de Ensino de Taguatinga, da Secretaria de Estado de Educacao do Distrito Federal.",Diretoria Regional de Ensino de Taguatinga,Secretaria de Estado de Educacao do Distrito Federal,nomeada para outro cargo,ADRIANA BLANDIM DE ANDRADE DE FREITAS,023.769-8,professora,,,Assistente,DFA-09,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
85_151.5.8.8,151,5.8.8,Ato_Exoneracao_Comissionado,"EXONERAR EDNA GUIMARAES CAMPOS, professora, matricula 43015-3, do Cargo em Comissao, Simbolo DFG-08, de Chefe do Nucleo de Documentacao da Escola de Aperfeicoamento to dos Profissionais da Educacao, da Subsecretaria de Educacao Basica, da Secretaria de Estado de Educacao do Distrito Federal.","Nucleo de Documentacao da Escola de Aperfeicoamento to dos Profissionais da Educacao, da Subsecretaria de Educacao Basica",Secretaria de Estado de Educacao do Distrito Federal,,EDNA GUIMARAES CAMPOS,43015-3,professora,,,Chefe,DFG-08,,O B-nome I-nome I-nome O B-cargo_efetivo O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
85_151.5.8.8,151,5.8.8,Ato_Exoneracao_Comissionado,"EXONERAR CELSO PEREIRA DE OLIVEIRA DE JESUS FILHO do Cargo em Comissao, Simbolo DFA-10, de Assessor, da Gerencia de Planejamento e Ordenamento Territorial, da Diretoria Tecnica, da Administracao Regional de Taguatinga, da Coordenadoria das Cidades, da Secretaria de Estado de Governo do Distrito Federal, a contar de 1o de julho de 2008.","Gerencia de Planejamento e Ordenamento Territorial, da Diretoria Tecnica, da Administracao Regional de Taguatinga, da Coordenadoria das Cidades",Secretaria de Estado de Governo do Distrito Federal,,CELSO PEREIRA DE OLIVEIRA DE JESUS FILHO,,,1o de julho de 2008,,Assessor,DFA-10,,O B-nome I-nome I-nome I-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O B-vigencia I-vigencia I-vigencia I-vigencia I-vigencia O
84_208.17.10.8,208,17.10.8,Ato_Exoneracao_Comissionado,"EXONERAR, por ter sido nomeada para outro cargo, NAIARA TAVARES DOMINGOS, Analista de Administracao Publica, matricula 127.252-7, do Cargo em Comissao, Simbolo DFA-12, de Assessor, da Diretoria de Acompanhamento de Projetos, da Subsecretaria de Modernizacao da Gestao, da Secretaria de Estado de Planejamento e Gestao do Distrito Federal, a contar de 14 de outubro de 2008.","Diretoria de Acompanhamento de Projetos, da Subsecretaria de Modernizacao da Gestao",Secretaria de Estado de Planejamento e Gestao do Distrito Federal,por ter sido nomeada para outro cargo,NAIARA TAVARES DOMINGOS,127.252-7,,14 de outubro de 2008,,Assessor,DFA-12,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O O O O O O B-matricula O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O B-vigencia I-vigencia I-vigencia I-vigencia I-vigencia O
84_208.17.10.8,208,17.10.8,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeado para outro cargo, WILSON EURICO NOBRE DA SILVA do Cargo em Comissao, Simbolo DFA-13, de Assessor da Assessoria Juridico-Legislativo, da Secretaria de Estado de Agricultura, Pecuaria e Abastecimento do Distrito Federal.",Assessoria Juridico-Legislativo,"Secretaria de Estado de Agricultura, Pecuaria e Abastecimento do Distrito Federal",nomeado para outro cargo,WILSON EURICO NOBRE DA SILVA,,,,,Assessor,DFA-13,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
84_208.17.10.8,208,17.10.8,Ato_Exoneracao_Comissionado,"EXONERAR GERSEY ALMEIDA SOBRINHO, do Cargo em Comissao, Simbolo DFA-06, de Secretario tario Administrativo, da Gerencia de Orientacao e Normatizacao de Servicos Publicos, da Diretoria de Orientacao de Normas Tecnicas e Administrativas, da Coordenadoria de Feiras, da Secretaria de Estado de Governo do Distrito Federal.","Gerencia de Orientacao e Normatizacao de Servicos Publicos, da Diretoria de Orientacao de Normas Tecnicas e Administrativas, da Coordenadoria de Feiras",Secretaria de Estado de Governo do Distrito Federal,,GERSEY ALMEIDA SOBRINHO,,,,,Secretario tario Administrativo,DFA-06,,O B-nome I-nome I-nome O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
84_208.17.10.8,208,17.10.8,Ato_Exoneracao_Comissionado,"EXONERAR JOSENI DA SILVA FERREIRA do Cargo em Comissao, Simbolo DFG-12, de Administrador, trador, da Administracao do Parque da Cidade, da Diretoria de Administracao de Parques, da Superintendencia dencia de Gestao de Areas Protegidas, do Instituto do Meio Ambiente e dos Recursos Hidricos do Distrito Federal Brasilia Brasilia Ambiental.","Administracao do Parque da Cidade, da Diretoria de Administracao de Parques, da Superintendencia dencia de Gestao de Areas Protegidas",Instituto do Meio Ambiente e dos Recursos Hidricos do Distrito Federal Brasilia Brasilia Ambiental,,JOSENI DA SILVA FERREIRA,,,,,Administrador trador,DFG-12,,O B-nome I-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
84_208.17.10.8,208,17.10.8,Ato_Exoneracao_Comissionado,"EXONERAR TIAGO ALKIMIM RODRIGUES, matricula 161.406-1, do Cargo em Comissao, Simbolo bolo DFA-10, de Assistente, da Chefia de Gabinete, da Administracao Regional do Gama, da Coordenadoria doria das Cidades, da Secretaria de Estado de Governo do Distrito Federal.","Chefia de Gabinete, da Administracao Regional do Gama, da Coordenadoria doria das Cidades",Secretaria de Estado de Governo do Distrito Federal,,TIAGO ALKIMIM RODRIGUES,161.406-1,,,,Assistente,DFA-10,,O B-nome I-nome I-nome O O B-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
84_208.17.10.8,208,17.10.8,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro cargo, REJANE DUARTE RODRIGUES do Cargo em Comissao, Simbolo DFA-08, de Assistente, da Administracao do Parque da Cidade, da Diretoria de Administracao de Parques, da Superintendencia de Gestao de Areas Protegidas, do Instituto do Meio Ambiente e dos Recursos Hidricos do Distrito Federal Brasilia Brasilia Ambiental.","Administracao do Parque da Cidade, da Diretoria de Administracao de Parques, da Superintendencia de Gestao de Areas Protegidas",Instituto do Meio Ambiente e dos Recursos Hidricos do Distrito Federal Brasilia Brasilia Ambiental,nomeada para outro cargo,REJANE DUARTE RODRIGUES,,,,,Assistente,DFA-08,,O O O O O B-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
81_231.20.11.8,231,20.11.8,Ato_Exoneracao_Comissionado,"EXONERAR, por estar sendo nomeada para outro Cargo, LUCIANA COLARES MENDES do Cargo em Comissao, Simbolo DFA-04, de Encarregado, da Gerencia de Servicos Publicos, da Diretoria de Servicos, da Administracao Regional do Cruzeiro, da Coordenadoria das Cidades, da Secretaria de Estado de Governo do Distrito Federal.","Gerencia de Servicos Publicos, da Diretoria de Servicos, da Administracao Regional do Cruzeiro, da Coordenadoria das Cidades",Secretaria de Estado de Governo do Distrito Federal,por estar sendo nomeada para outro Cargo,LUCIANA COLARES MENDES,,,,,Encarregado,DFA-04,,O O B-motivo I-motivo I-motivo I-motivo I-motivo I-motivo I-motivo O B-nome I-nome I-nome O O O O O O B-simbolo O O B-cargo_comissionado O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
