dodf,num_doc_dodf,data_doc_dodf,ato,texto_ato,hierarquia_lotacao,orgao,nome,matricula,cargo_efetivo,matricula_SIAPE,cargo_comissionado,simbolo,IOB
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"Nomear MONICA SOARES VELLOSO para exercer o Cargo em Comissao, Simbolo DFG-14, de Coordenadora de Planejamento do Departamento de Estradas de Rodagem do Distrito Federal.",,Departamento de Estradas de Rodagem do Distrito Federal,MONICA SOARES VELLOSO,,,,Coordenadora de Planejamento,DFG-14,O B-nome I-nome I-nome O O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR MONICA SONEGHET MELCHIORS, Carreira Medica (Clinica Medica), Matricula no 126.277-7, lotada no Centro de Saude no 03 da Diretoria Regional de Saude de Sobradinho, para exercer o Cargo em Comissao, Simbolo DFG-14, criado pela Lei no 2.733 de 04 de julho de 2001, publicado no DODF no 128 de 05 de julho de 2001, da Secretaria de Estado de Saude do Distrito Federal.",Centro de Saude no 03 da Diretoria Regional de Saude de Sobradinho,Secretaria de Estado de Saude do Distrito Federal,MONICA SONEGHET MELCHIORS,126.277-7,Carreira Medica (Clinica Medica),,,DFG-14,O B-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O O B-matricula O O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O O O O O O O O B-simbolo O O O O O O O O O O O O O O O O O O O O O O O O O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR LOURDES MING CHI SHEN, Carreira Medica (Gineco. e Obstetricia) Matricula no 137.213-0, lotada no Centro de Saude No 08 da Diretoria Regional de Saude de Taguatinga para exercer o Cargo em Comissao, Simbolo DFG-14, criado pela Lei 2.733/01 de 04 de julho de 2001 publicado no DODF No 128 de 05 de julho de 2001 da Secretaria de Estado de Saude do Distrito Federal.",Centro de Saude No 08 da Diretoria Regional de Saude de Taguatinga,Secretaria de Estado de Saude do Distrito Federal,LOURDES MING CHI SHEN,137.213-0,Carreira Medica (Gineco. e Obstetricia),,,DFG-14,O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula O O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O O O O O O O B-simbolo O O O O O O O O O O O O O O O O O O O O O O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR ROGERIO BANDEIRA LOBO Carreira Medica (Pediatria) matricula no 119 666-9, lotado no Centro de Saude No 01 da Diretoria Regional de Saude de Ceilandia para exercer o Cargo em Comissao Simbolo DFG-14, criado pela Lei 2.733/01 de 04 de julho de 2001 publicado no DODF No 128 de 05 de julho de 2001 da Secretaria de Estado de Saude do Distrito Federal.",Centro de Saude No 01 da Diretoria Regional de Saude de Ceilandia,Secretaria de Estado de Saude do Distrito Federal,ROGERIO BANDEIRA LOBO,119 666-9,Carreira Medica (Pediatria),,,DFG-14,O B-nome I-nome I-nome B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O B-matricula I-matricula O O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O O O O O O B-simbolo O O O O O O O O O O O O O O O O O O O O O O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR JOCELIA DE LIRA MENDES, Carreira Medica (Pediatria), Matricula no 138.019-2, para exercer o Cargo em Comissao, Simbolo DFG-05, de Chefe da Unidade de Pediatria da Gerencia",Unidade de Pediatria da Gerencia,,JOCELIA DE LIRA MENDES,138.019-2,Carreira Medica (Pediatria),,Chefe,DFG-05,O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR CYNTIA HORTA DE SOUZA BITTAR, Carreira Medica (Pediatria), Matricula no 130.8564, 4, lotada no Centro de Saude no 10 da Diretoria Regional de Saude de Ceilandia, para exercer o Cargo em Comissao, Simbolo DFG-14, criado pela Lei no 2.733 de 04 de julho de 2001, publicado no DODF no 128 de 05 de julho de 2001, da Secretaria de Estado de Saude do Distrito Federal.",Centro de Saude no 10 da Diretoria Regional de Saude de Ceilandia,Secretaria de Estado de Saude do Distrito Federal,CYNTIA HORTA DE SOUZA BITTAR,130.8564 4,Carreira Medica (Pediatria),,,DFG-14,O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O O B-matricula O O O O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O O O O O O O O B-simbolo O O O O O O O O O O O O O O O O O O O O O O O O O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR MARIA DE LURDES OPPELT RAAB, Carreira Medica (Ginecologia e Obstetricia), Matricula no 137.891-0, lotada no Centro de Saude no 05 da Diretoria Regional de Saude de Ceilandia, para exercer o Cargo em Comissao, Simbolo DFG-14, criado pela Lei no 2.733 de 04 de julho de 2001, publicado no DODF no 128 de 05 de julho de 2001, da Secretaria de Estado de Saude do Distrito Federal.",Centro de Saude no 05 da Diretoria Regional de Saude de Ceilandia,Secretaria de Estado de Saude do Distrito Federal,MARIA DE LURDES OPPELT RAAB,137.891-0,Carreira Medica (Ginecologia e Obstetricia),,,DFG-14,O B-nome I-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo O O O B-matricula O O O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O O O O O O O O B-simbolo O O O O O O O O O O O O O O O O O O O O O O O O O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR RITA ARAUJO DE LIMA, para exercer o Cargo em Comissao, Simbolo DFG-04, de Chefe do Nucleo de Regulacao, Controle e Avaliacao do Centro de Saude no 01 da Diretoria Regional de Saude de Sao Sebastiao da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Regulacao, Controle e Avaliacao do Centro de Saude no 01 da Diretoria Regional de Saude de Sao Sebastiao",Secretaria de Estado de Saude do Distrito Federal,RITA ARAUJO DE LIMA,,,,Chefe,DFG-04,O B-nome I-nome I-nome I-nome O O O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR EMILIA MAGDALENA ORLANDO, para exercer o Cargo em Comissao, Simbolo DFG04, 04, de Chefe do Nucleo de Recepcao de Emergencia da Gerencia de Regulacao, Controle e Avaliacao do Hospital Regional do Gama da Secretaria de Estado de Saude do Distrito Federal.","Nucleo de Recepcao de Emergencia da Gerencia de Regulacao, Controle e Avaliacao do Hospital Regional do Gama",Secretaria de Estado de Saude do Distrito Federal,EMILIA MAGDALENA ORLANDO,,,,Chefe,DFG04 04,O B-nome I-nome I-nome O O O O O O O O O B-simbolo O O O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR MARCOS DE SOUZA MACHADO, Agente de Policia, matricula 31.948-1, para exercer o Cargo em Comissao, Simbolo DFG-05, de Chefe da Tesouraria da Divisao Financeira, do Departamento mento de Administracao Geral da Secretaria de Estado de Seguranca Publica do Distrito Federal.","Tesouraria da Divisao Financeira, do Departamento mento de Administracao Geral",Secretaria de Estado de Seguranca Publica do Distrito Federal,MARCOS DE SOUZA MACHADO,"31.948-1,",,,Chefe,DFG-05,O B-nome I-nome I-nome I-nome O O O O O O B-matricula I-matricula O O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR RENATO TEIXEIRA RANGEL, para exercer o Cargo em Comissao, Simbolo DFA-03, de Secretario Administrativo do Sistema Integrado de Vigilancia do Uso do Solo da Secretaria de Estado de Seguranca Publica do Distrito Federal.",Sistema Integrado de Vigilancia do Uso do Solo,Secretaria de Estado de Seguranca Publica do Distrito Federal,RENATO TEIXEIRA RANGEL,,,,Secretario Administrativo,DFA-03,O B-nome I-nome I-nome O O O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR LUCILENE ALVES LEAO, para exercer o Cargo em Comissao, Simbolo DFA-03, de Secretario Administrativo do Sistema Integrado de Vigilancia do Uso do Solo da Secretaria de Estado de Seguranca Publica do Distrito Federal.",Sistema Integrado de Vigilancia do Uso do Solo,Secretaria de Estado de Seguranca Publica do Distrito Federal,LUCILENE ALVES LEAO,,,,Secretario Administrativo,DFA-03,O B-nome I-nome I-nome O O O O O O O O O B-simbolo O O B-cargo_comissionado I-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR KAJILLA CONTENTE JACOMO, para exercer o Cargo em Comissao, Simbolo DFA-10, de Assessor do Sistema Integrado de Vigilancia do Uso do Solo da Secretaria de Estado de Seguranca Publica do Distrito Federal.",Sistema Integrado de Vigilancia do Uso do Solo,Secretaria de Estado de Seguranca Publica do Distrito Federal,KAJILLA CONTENTE JACOMO,,,,Assessor,DFA-10,O B-nome I-nome I-nome O O O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR o Agente Penitenciario JOSE LINDOMAR DE HOLANDA LOPES, matricula 19.7459, 9, para exercer o Cargo em Comissao, Simbolo DFG-02, de Chefe da Secao de Material e Transportes da Divisao de Administracao Penitenciaria do Centro de Internamento e Reeducacao CIR, da Coordenacao do Sistema Penitenciario da Secretaria de Estado de Seguranca Publica.","Secao de Material e Transportes da Divisao de Administracao Penitenciaria do Centro de Internamento e Reeducacao CIR, da Coordenacao do Sistema Penitenciario",Secretaria de Estado de Seguranca Publica,JOSE LINDOMAR DE HOLANDA LOPES,19.7459 9,Agente Penitenciario,,Chefe,DFG-02,O O B-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome I-nome I-nome O O B-matricula O O O O O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR o Agente Penitenciario JOAO PEDRO ALVES, matricula 19.112-4, para exercer o Cargo em Comissao, Simbolo DFA-05, de Assistente da Divisao de Assistencia ao Interno do Centro de Internamento e Reeducacao CIR, da Coordenacao do Sistema Penitenciario da Secretaria de Estado de Seguranca Publica.","Divisao de Assistencia ao Interno do Centro de Internamento e Reeducacao CIR, da Coordenacao do Sistema Penitenciario",Secretaria de Estado de Seguranca Publica,JOAO PEDRO ALVES,19.112-4,Agente Penitenciario,,Assistente,DFA-05,O O B-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR PAULO VILARINS DOS SANTOS, Perito Criminal, matricula 40.053-X, para exercer o Cargo em Comissao, Codigo DFG-05, de Chefe da Secao de Planejamento da Divisao de Planejamento to da Coordenacao de Planejamento e Operacoes da Secretaria de Estado de Seguranca Publica do Distrito Federal.",Secao de Planejamento da Divisao de Planejamento to da Coordenacao de Planejamento e Operacoes,Secretaria de Estado de Seguranca Publica do Distrito Federal,PAULO VILARINS DOS SANTOS,40.053-X,Perito Criminal,,Chefe,DFG-05,O B-nome I-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR ROBSON SILVA MARTINS, Perito Papiloscopista, matricula 48.085-1, para exercer o Cargo em Comissao, Simbolo DFG-02, de Chefe da Secao de Arquivos Especiais do Centro de Inteligencia gencia da Secretaria de Seguranca Publica do Distrito Federal.",Secao de Arquivos Especiais do Centro de Inteligencia gencia,Secretaria de Seguranca Publica do Distrito Federal,ROBSON SILVA MARTINS,48.085-1,Perito Papiloscopista,,Chefe,DFG-02,O B-nome I-nome I-nome O B-cargo_efetivo I-cargo_efetivo O O B-matricula O O O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"Nomear MANOEL DE QUEIROZ MONTEIRO, para exercer o Cargo em Comissao, Simbolo DFA 09, de Assistente da Gerencia de Analise e Elaboracao, da Diretoria de Contratos e Convenios, da Secretaria de Estado de Acao Social do Distrito Federal.","Gerencia de Analise e Elaboracao, da Diretoria de Contratos e Convenios",Secretaria de Estado de Acao Social do Distrito Federal,MANOEL DE QUEIROZ MONTEIRO,,,,Assistente,DFA 09,O B-nome I-nome I-nome I-nome O O O O O O O O O B-simbolo I-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"Nomear ALESSANDRO NOBREGA DE SOUZA, para exercer o Cargo em Comissao, Simbolo DFA 09, de Assistente da Gerencia de Acompanhamento e Controle, da Diretoria de Contratos e Convenios, nios, da Secretaria de Estado de Acao Social do Distrito Federal.","Gerencia de Acompanhamento e Controle, da Diretoria de Contratos e Convenios nios",Secretaria de Estado de Acao Social do Distrito Federal.,ALESSANDRO NOBREGA DE SOUZA,,,,Assistente,DFA 09,O B-nome I-nome I-nome I-nome O O O O O O O O O B-simbolo I-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"Nomear ALTINA RODRIGUES COSTA DURAES, para exercer o Cargo em Comissao, Simbolo DFG 11, de Gerente da Gerencia de Analise e Elaboracao, da Diretoria de Contratos e Convenios, da Secretaria de Estado de Acao Social do Distrito Federal.","Gerencia de Analise e Elaboracao, da Diretoria de Contratos e Convenios",Secretaria de Estado de Acao Social do Distrito Federal,ALTINA RODRIGUES COSTA DURAES,,,,Gerente,DFG 11,O B-nome I-nome I-nome I-nome O O O O O O O O O B-simbolo I-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"Nomear MARLENE DA SILVA COSTA BRASIL, para exercer o Cargo em Comissao, Simbolo DFG 11, de Gerente da Gerencia de Acompanhamento e Controle, da Diretoria de Contratos e Convenios, da Secretaria de Estado de Acao Social do Distrito Federal.","Gerencia de Acompanhamento e Controle, da Diretoria de Contratos e Convenios",Secretaria de Estado de Acao Social do Distrito Federal,MARLENE DA SILVA COSTA BRASIL,,,,Gerente,DFG 11,O B-nome I-nome I-nome I-nome I-nome O O O O O O O O O B-simbolo I-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"Nomear MARIA HELENA MEDEIROS DE SOUZA, para exercer o Cargo em Comissao, Simbolo bolo DFA 07, de Conselheiro Tutelar de Ceilandia, da Secretaria de Estado de Acao Social do Distrito Federal.",Ceilandia,Secretaria de Estado de Acao Social do Distrito Federal,MARIA HELENA MEDEIROS DE SOUZA,,,,Conselheiro Tutelar,DFA 07,O B-nome I-nome I-nome I-nome I-nome O O O O O O O O O O B-simbolo I-simbolo O O B-cargo_comissionado I-cargo_comissionado O B-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"Nomear MARIANA DE FATIMA PEREIRA LEMOS, para exercer o Cargo em Comissao, Simbolo DFA 09, de Assistente da Gerencia Programatica de Apoio Socio-Educativo em Meio Aberto, da Diretoria de Assistencia Social, da Secretaria de Estado de Acao Social do Distrito Federal.","Gerencia Programatica de Apoio Socio-Educativo em Meio Aberto, da Diretoria de Assistencia Social",Secretaria de Estado de Acao Social do Distrito Federal,MARIANA DE FATIMA PEREIRA LEMOS,,,,Assistente,DFA 09,O B-nome I-nome I-nome I-nome I-nome O O O O O O O O O B-simbolo I-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"Nomear SUELI APARECIDA MARTINS MIRANDA, para exercer o Cargo em Comissao, Simbolo DFG 12, de Gerente do Centro de Desenvolvimento Social do Gama, da Diretoria de Assistencia Social, da Secretaria de Estado de Acao Social do Distrito Federal.","Centro de Desenvolvimento Social do Gama, da Diretoria de Assistencia Social,",Secretaria de Estado de Acao Social do Distrito Federal,SUELI APARECIDA MARTINS MIRANDA,,,,Gerente,DFG 12,O B-nome I-nome I-nome I-nome O O O O O O O O O B-simbolo I-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"Nomear ANA BEATRIZ DE ALMEIDA LISBOA NEIVA, para exercer o Cargo em Comissao, Simbolo lo DFA 09. de Assistente do Centro de Desenvolvimento Social do Nucleo Bandeirante, da Diretoria de Assistencia Social, da Secretaria de Estado de Acao Social do Distrito Federal.","Centro de Desenvolvimento Social do Nucleo Bandeirante, da Diretoria de Assistencia Social",Secretaria de Estado de Acao Social do Distrito Federal,ANA BEATRIZ DE ALMEIDA LISBOA NEIVA,,,,Assistente,DFA 09,O B-nome I-nome I-nome I-nome I-nome I-nome O O O O O O O O O O B-simbolo O O B-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O
90_221.20.11.2001,221,20.11.2001,Ato_Nomeacao_Comissionado,"NOMEAR o TEN CEL QOBM/Comb. MILTON ANTONIO PADUAN, MAT. 00.147-3, do Corpo de Bombeiros Militar do Distrito Federal, na funcao de Assessor Militar Especial da Assessoria para Assuntos do CBMDF da Casa Militar do Gabinete do Governador do Distrito Federal, bem como CONCEDER o pagamento da Gratificacao de Funcao Militar, nos termos do Art. 1o da Lei no 186, de 22 de novembro de 1991, alterada pela Lei no 2.672, de 11 de janeiro de 2001.",Assessoria para Assuntos,CBMDF da Casa Militar do Gabinete do Governador do Distrito Federal,MILTON ANTONIO PADUAN,00.147-3,TEN CEL QOBM/Comb.,,Assessor Militar Especial,,O O B-cargo_efetivo I-cargo_efetivo I-cargo_efetivo I-cargo_efetivo B-nome I-nome I-nome O O O B-matricula O O O O O O O O O O O O O B-cargo_comissionado I-cargo_comissionado I-cargo_comissionado O B-hierarquia_lotacao I-hierarquia_lotacao I-hierarquia_lotacao O B-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao I-orgao O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
